posterior_mu,generation,estimated_p_theta,Overall.Frequency
0.8126994439130355,500,0.8126994439130355,50
0.7419290789358985,500,0.7419290789358985,50
0.7695307452263649,500,0.7695307452263649,50
0.7939533330011442,500,0.7939533330011442,50
0.7291177120431793,500,0.7291177120431793,50
0.8398304219497323,500,0.8398304219497323,50
0.6915205298023934,500,0.6915205298023934,50
0.7219871320587156,500,0.7219871320587156,50
0.7607030892927221,500,0.7607030892927221,50
0.8486094287635936,500,0.8486094287635936,50
0.8501806213055464,500,0.8501806213055464,50
0.8008524142842184,500,0.8008524142842184,50
0.8852810915866548,500,0.8852810915866548,50
0.6425199514028447,500,0.6425199514028447,50
0.7437253282437735,500,0.7437253282437735,50
0.7843426197861167,500,0.7843426197861167,50
0.8042310453913014,500,0.8042310453913014,50
0.8899044864423747,500,0.8899044864423747,50
0.9003259523421433,500,0.9003259523421433,50
0.7614021842220079,500,0.7614021842220079,50
0.8279067663748061,500,0.8279067663748061,50
0.7052389421736112,500,0.7052389421736112,50
0.7334313697979064,500,0.7334313697979064,50
0.7516738415408625,500,0.7516738415408625,50
0.8598812897633057,500,0.8598812897633057,50
0.8389446386431866,500,0.8389446386431866,50
0.8474536138291143,500,0.8474536138291143,50
0.7642754372018908,500,0.7642754372018908,50
0.6770108254260331,500,0.6770108254260331,50
0.7027946912930346,500,0.7027946912930346,50
0.7538208508428172,500,0.7538208508428172,50
0.7797743759762399,500,0.7797743759762399,50
0.687898692397385,500,0.687898692397385,50
0.825765696860825,500,0.825765696860825,50
0.6837606200372556,500,0.6837606200372556,50
0.7713818476019211,500,0.7713818476019211,50
0.8266565208883954,500,0.8266565208883954,50
0.7529906131454737,500,0.7529906131454737,50
0.7429584170896392,500,0.7429584170896392,50
0.7157031751625615,500,0.7157031751625615,50
0.7325609654548894,500,0.7325609654548894,50
0.7043458318364877,500,0.7043458318364877,50
0.8243267004109921,500,0.8243267004109921,50
0.7945264923474292,500,0.7945264923474292,50
0.7923944673280225,500,0.7923944673280225,50
0.810993958690304,500,0.810993958690304,50
0.6326798910053206,500,0.6326798910053206,50
0.8082310616098209,500,0.8082310616098209,50
0.7887177849384784,500,0.7887177849384784,50
0.7902647143781539,500,0.7902647143781539,50
0.6708821930909943,500,0.6708821930909943,50
0.6992667040995368,500,0.6992667040995368,50
0.8778903472496395,500,0.8778903472496395,50
0.7726335825308195,500,0.7726335825308195,50
0.8071012218941962,500,0.8071012218941962,50
0.6872783394283126,500,0.6872783394283126,50
0.6312143512372096,500,0.6312143512372096,50
0.7430580663733518,500,0.7430580663733518,50
0.7739896984408697,500,0.7739896984408697,50
0.7188027550606224,500,0.7188027550606224,50
0.7682228152421435,500,0.7682228152421435,50
0.8864828789135182,500,0.8864828789135182,50
0.7695021669459261,500,0.7695021669459261,50
0.6225110252822218,500,0.6225110252822218,50
0.7503606704290653,500,0.7503606704290653,50
0.7504349988866351,500,0.7504349988866351,50
0.6219241755151579,500,0.6219241755151579,50
0.7606818127603457,500,0.7606818127603457,50
0.6434597638553976,500,0.6434597638553976,50
0.8097713642258463,500,0.8097713642258463,50
0.8637837664576303,500,0.8637837664576303,50
0.7397929729823266,500,0.7397929729823266,50
0.7927615929332845,500,0.7927615929332845,50
0.7320551317290533,500,0.7320551317290533,50
0.8247003734618121,500,0.8247003734618121,50
0.6418249400751149,500,0.6418249400751149,50
0.6996888164101919,500,0.6996888164101919,50
0.8354015365201989,500,0.8354015365201989,50
0.7772566234545353,500,0.7772566234545353,50
0.7673439395910605,500,0.7673439395910605,50
0.7167659212419042,500,0.7167659212419042,50
0.8041459143782943,500,0.8041459143782943,50
0.7601403201479514,500,0.7601403201479514,50
0.7267677877287569,500,0.7267677877287569,50
0.8127687239916046,500,0.8127687239916046,50
0.9260378668789692,500,0.9260378668789692,50
0.6147704618929771,500,0.6147704618929771,50
0.7325910547906505,500,0.7325910547906505,50
0.7379426460294942,500,0.7379426460294942,50
0.7466068027025826,500,0.7466068027025826,50
0.7366942509432669,500,0.7366942509432669,50
0.6509712309377533,500,0.6509712309377533,50
0.7428966997521026,500,0.7428966997521026,50
0.6365959522789222,500,0.6365959522789222,50
0.7595367971398393,500,0.7595367971398393,50
0.8326745055229825,500,0.8326745055229825,50
0.7462150479838078,500,0.7462150479838078,50
0.8018567244468966,500,0.8018567244468966,50
0.7339611833260351,500,0.7339611833260351,50
0.7866410567933564,500,0.7866410567933564,50
0.7677136262436898,500,0.7677136262436898,50
0.581764269884248,500,0.581764269884248,50
0.7575833843739168,500,0.7575833843739168,50
0.7739452092515664,500,0.7739452092515664,50
0.820672295137502,500,0.820672295137502,50
0.8796147303987747,500,0.8796147303987747,50
0.7261542128643833,500,0.7261542128643833,50
0.7978200809997725,500,0.7978200809997725,50
0.8140464978320383,500,0.8140464978320383,50
0.7340716516204356,500,0.7340716516204356,50
0.8324089808471066,500,0.8324089808471066,50
0.7461372930705413,500,0.7461372930705413,50
0.6295174143374169,500,0.6295174143374169,50
0.8584973923217228,500,0.8584973923217228,50
0.7175468522674061,500,0.7175468522674061,50
0.7651411318412243,500,0.7651411318412243,50
0.7247411927038925,500,0.7247411927038925,50
0.8236955553902393,500,0.8236955553902393,50
0.7831685847409283,500,0.7831685847409283,50
0.8097916592933718,500,0.8097916592933718,50
0.7919634141986776,500,0.7919634141986776,50
0.7752635454221612,500,0.7752635454221612,50
0.6498522612907383,500,0.6498522612907383,50
0.8129237530205621,500,0.8129237530205621,50
0.8611997248957687,500,0.8611997248957687,50
0.8721368664321527,500,0.8721368664321527,50
0.7760882749713505,500,0.7760882749713505,50
0.5737571356744193,500,0.5737571356744193,50
