posterior_mu,generation,estimated_p_theta,Overall.Frequency
0.6852639467605911,4000,0.6852639467605911,50
0.4840434925117091,4000,0.4840434925117091,50
0.8539827840026519,4000,0.8539827840026519,50
0.44890494152546256,4000,0.44890494152546256,50
0.6362694084733329,4000,0.6362694084733329,50
0.5333563666918459,4000,0.5333563666918459,50
0.6851595977362733,4000,0.6851595977362733,50
0.6355027923215444,4000,0.6355027923215444,50
0.6832112771219331,4000,0.6832112771219331,50
0.6680947626732353,4000,0.6680947626732353,50
0.6011957718738177,4000,0.6011957718738177,50
0.6858497689448873,4000,0.6858497689448873,50
0.6692585801712453,4000,0.6692585801712453,50
0.43439880141865866,4000,0.43439880141865866,50
0.6687098856422989,4000,0.6687098856422989,50
0.733834696081503,4000,0.733834696081503,50
0.6368029711562837,4000,0.6368029711562837,50
0.552802019819172,4000,0.552802019819172,50
0.5025428893341075,4000,0.5025428893341075,50
0.6011408293664818,4000,0.6011408293664818,50
0.5847288118605675,4000,0.5847288118605675,50
0.772402817408599,4000,0.772402817408599,50
0.6186303460071237,4000,0.6186303460071237,50
0.5864405139772849,4000,0.5864405139772849,50
0.7690724803502493,4000,0.7690724803502493,50
0.7514040798249398,4000,0.7514040798249398,50
0.46882949073553315,4000,0.46882949073553315,50
0.6007525390238266,4000,0.6007525390238266,50
0.40000016838012936,4000,0.40000016838012936,50
0.4331474184509498,4000,0.4331474184509498,50
0.4351672596116417,4000,0.4351672596116417,50
0.6865219618598299,4000,0.6865219618598299,50
0.4683589359960226,4000,0.4683589359960226,50
0.6855018441730806,4000,0.6855018441730806,50
0.5005747609065289,4000,0.5005747609065289,50
0.6326109250118274,4000,0.6326109250118274,50
0.4667099665139988,4000,0.4667099665139988,50
0.5037520068901913,4000,0.5037520068901913,50
0.618428268501961,4000,0.618428268501961,50
0.552322423189842,4000,0.552322423189842,50
0.7173603115881532,4000,0.7173603115881532,50
0.49977436248543206,4000,0.49977436248543206,50
0.5528781018349332,4000,0.5528781018349332,50
0.6210565373945569,4000,0.6210565373945569,50
0.7180751289894708,4000,0.7180751289894708,50
0.7019609231721431,4000,0.7019609231721431,50
0.7199015952658142,4000,0.7199015952658142,50
0.5189787672944202,4000,0.5189787672944202,50
0.7199871256498136,4000,0.7199871256498136,50
0.5198240803766273,4000,0.5198240803766273,50
0.5190668251861459,4000,0.5190668251861459,50
0.5024753903260945,4000,0.5024753903260945,50
0.851811546753215,4000,0.851811546753215,50
0.6357964888981169,4000,0.6357964888981169,50
0.6041360005307438,4000,0.6041360005307438,50
0.616793404853522,4000,0.616793404853522,50
0.5335703453581417,4000,0.5335703453581417,50
0.7205954694026079,4000,0.7205954694026079,50
0.7331452497974215,4000,0.7331452497974215,50
0.5863131600770817,4000,0.5863131600770817,50
0.5344407924776046,4000,0.5344407924776046,50
0.5677786337218668,4000,0.5677786337218668,50
0.6533119908888947,4000,0.6533119908888947,50
0.7524991564032174,4000,0.7524991564032174,50
0.6185822269343758,4000,0.6185822269343758,50
0.5687263461676719,4000,0.5687263461676719,50
0.39922411289206405,4000,0.39922411289206405,50
0.5350672555097238,4000,0.5350672555097238,50
0.5351330370971608,4000,0.5351330370971608,50
0.4165290160461167,4000,0.4165290160461167,50
0.6840321552912179,4000,0.6840321552912179,50
0.7542374923386997,4000,0.7542374923386997,50
0.5329317993568139,4000,0.5329317993568139,50
0.5519837090411988,4000,0.5519837090411988,50
0.6681275872002796,4000,0.6681275872002796,50
0.46790681505401394,4000,0.46790681505401394,50
0.5695026573210489,4000,0.5695026573210489,50
