posterior_mu,generation,estimated_p_theta,Overall.Frequency
0.6170445639771471,500,0.6170445639771471,50
0.44869513460618665,500,0.44869513460618665,50
0.5843559350247904,500,0.5843559350247904,50
0.5831273379675518,500,0.5831273379675518,50
0.41653811902234306,500,0.41653811902234306,50
0.6007586761572182,500,0.6007586761572182,50
0.41483882193214294,500,0.41483882193214294,50
0.41669116241250925,500,0.41669116241250925,50
0.6696748365885603,500,0.6696748365885603,50
0.4851571125667579,500,0.4851571125667579,50
0.5830634053236268,500,0.5830634053236268,50
0.43327805228611904,500,0.43327805228611904,50
0.4343905486541208,500,0.4343905486541208,50
0.6005404536456297,500,0.6005404536456297,50
0.6687057948819215,500,0.6687057948819215,50
0.38447871428124597,500,0.38447871428124597,50
0.434187563039709,500,0.434187563039709,50
0.5177316649741239,500,0.5177316649741239,50
0.5668126922990712,500,0.5668126922990712,50
0.5854194977800974,500,0.5854194977800974,50
0.4824040634397145,500,0.4824040634397145,50
0.5331770614666448,500,0.5331770614666448,50
0.5157646459988978,500,0.5157646459988978,50
0.6679897499924774,500,0.6679897499924774,50
0.48352652641273536,500,0.48352652641273536,50
0.5328638652246955,500,0.5328638652246955,50
0.43317924607762454,500,0.43317924607762454,50
0.5502894727800057,500,0.5502894727800057,50
0.6010191356957247,500,0.6010191356957247,50
0.6341788527280192,500,0.6341788527280192,50
0.6852396664979374,500,0.6852396664979374,50
0.41653037863286624,500,0.41653037863286624,50
0.6678990547677647,500,0.6678990547677647,50
0.41793767989513636,500,0.41793767989513636,50
0.5852389665913881,500,0.5852389665913881,50
0.43525524904934,500,0.43525524904934,50
0.4657047837476948,500,0.4657047837476948,50
0.570212241560201,500,0.570212241560201,50
0.36660868535555025,500,0.36660868535555025,50
0.466851128834531,500,0.466851128834531,50
0.3304668301576256,500,0.3304668301576256,50
0.4330271753317541,500,0.4330271753317541,50
0.5834400872103284,500,0.5834400872103284,50
0.5334073559487333,500,0.5334073559487333,50
0.4825194643969665,500,0.4825194643969665,50
0.5329878948087183,500,0.5329878948087183,50
0.6344495203785397,500,0.6344495203785397,50
0.5328819112747117,500,0.5328819112747117,50
0.3991433257115745,500,0.3991433257115745,50
0.7167229529847969,500,0.7167229529847969,50
0.4522325805603355,500,0.4522325805603355,50
0.567993692844646,500,0.567993692844646,50
0.3319099755312121,500,0.3319099755312121,50
0.5825388717320326,500,0.5825388717320326,50
0.600268919050107,500,0.600268919050107,50
0.5175506708894406,500,0.5175506708894406,50
0.43253631688993327,500,0.43253631688993327,50
0.7009552023180697,500,0.7009552023180697,50
0.38231498095914085,500,0.38231498095914085,50
0.7333094282065176,500,0.7333094282065176,50
0.5022773457778726,500,0.5022773457778726,50
0.3492872293746477,500,0.3492872293746477,50
