binom,Alpha Probs,Nonalpha Probs,ProbAandB,log_odds
men and women,-32.74735207972117,-36.75764606031589,0.9821947102978132,4.010293980594724
black and white,-38.41830444149673,-40.84228973649442,0.918638111381238,2.423985294997692
day and night,-37.45133346191142,-36.04581134743057,0.19694129729124232,-1.4055221144808456
boys and girls,-21.623081266880035,-24.111979722976685,0.9233598866886663,2.488898456096649
left and right,-18.72729218006134,-20.035828769207,0.787268171254191,1.3085365891456604
female and male,-41.32689112960361,-39.01618124404922,0.09023984854463694,-2.310709885554388
father and mother,-42.4820216614753,-39.60657102800906,0.05338055422483694,-2.8754506334662437
goods and services,-56.53171001718147,-60.14283560612239,0.9736895313484241,3.611125588940922
north and south,-44.66257796064019,-45.36900082975626,0.6696102634011027,0.7064228691160679
development and research,-53.274054205045104,-49.83841563947499,0.031200046302689834,-3.435638565570116
place and time,-49.99500158522278,-49.00539432838559,0.270989658758192,-0.9896072568371892
death and life,-37.52346912142821,-35.11291557038203,0.08237146751831174,-2.4105535510461777
brothers and sisters,-39.89046013006009,-42.110701771918684,0.9020525477408379,2.2202416418585926
husband and wife,-51.60589945524407,-53.99410535575589,0.9159235118044632,2.388205900511821
gas and oil,-57.98665337411512,-57.9001152828132,0.47837896853005496,-0.08653809130191803
pepper and salt,-41.95475031621754,-37.00060545024462,0.007004698001018502,-4.954144865972921
fall and rise,-67.20240957569331,-61.87945250701159,0.0048546245387829,-5.322957068681717
arms and legs,-41.89828609209508,-42.91445298772305,0.7342252850296055,1.0161668956279755
fruits and vegetables,-46.113468477502465,-46.96597751323134,0.701093204971239,0.8525090357288718
arts and sciences,-54.76969007392836,-59.253404703355045,0.9888346801810485,4.483714629426686
gentlemen and ladies,-59.71615460468456,-56.80044034332968,0.05138219548771909,-2.9157142613548785
feelings and thoughts,-62.251933877079864,-59.96102817339124,0.09187895260314864,-2.2909057036886225
diagnosis and treatment,-51.024513801559806,-52.152404974622186,0.7554495126160629,1.1278911730623804
groups and individuals,-42.4064249927178,-40.672525741159916,0.15008950196916818,-1.7338992515578866
knowledge and skills,-50.68758718873141,-51.33866338635562,0.6572529403526874,0.6510761976242065
heart and mind,-38.6867959923693,-39.35473946161801,0.6610425147285087,0.6679434692487121
influence and power,-43.291989117860794,-41.94821629021317,0.20689030307733056,-1.3437728276476264
Africa and Asia,-50.70346574950963,-49.31132801063359,0.19906669830496038,-1.3921377388760448
addresses and names,-63.98217894230038,-58.96470915898681,0.00657770605811597,-5.017469783313572
poetry and prose,-40.058283084537834,-39.84509090334177,0.4469029117534864,-0.21319218119606376
forefinger and thumb,-57.21373334166128,-52.88468487106729,0.013008627968377278,-4.329048470593989
