,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-32.3560791015625,-30.241455078125
1,kiwis and narwhals,-31.009033203125,-31.591476440429688
2,kiwis and ocelots,-33.313690185546875,-32.738128662109375
3,ibex and kiwis,-32.160888671875,-32.83203125
4,harpies and kiwis,-33.167236328125,-34.541015625
5,axolotls and wolverines,-33.7098388671875,-30.139297485351562
6,axolotls and ibex,-35.405517578125,-30.9510498046875
7,axolotls and harpies,-35.956298828125,-33.45362854003906
8,axolotls and keas,-39.680908203125,-34.4136962890625
9,axolotls and bonobos,-34.49623107910156,-30.82636260986328
10,axolotls and wombats,-33.59757995605469,-31.007583618164062
11,axolotls and lions,-32.524658203125,-30.03217315673828
12,ocelots and platypuses,-33.2333984375,-30.5328369140625
13,ibex and platypuses,-33.96978759765625,-34.5322265625
14,harpies and platypuses,-32.4805908203125,-37.130859375
15,keas and platypuses,-36.11572265625,-34.783203125
16,bonobos and platypuses,-29.8656005859375,-35.151329040527344
17,harpies and wolverines,-34.4998779296875,-30.777587890625
18,keas and wolverines,-36.249267578125,-33.408203125
19,bonobos and wolverines,-31.0826416015625,-30.695964813232422
20,capybaras and ibex,-30.882659912109375,-31.771194458007812
21,capybaras and harpies,-36.245941162109375,-33.81500244140625
22,capybaras and keas,-34.445159912109375,-34.27252388000488
23,ibex and narwhals,-31.12078857421875,-31.1201171875
24,harpies and narwhals,-31.3857421875,-31.2939453125
25,keas and narwhals,-33.16357421875,-37.9091796875
26,ibex and ocelots,-30.244140625,-32.290283203125
27,keas and ocelots,-33.9605712890625,-34.357421875
28,bonobos and ocelots,-29.9254150390625,-33.740577697753906
29,harpies and ibex,-31.80029296875,-33.591796875
30,ibex and keas,-35.23828125,-33.54296875
31,bonobos and ibex,-30.2291259765625,-33.38970947265625
32,ibex and koalas,-31.127368927001953,-30.3026123046875
33,ibex and sloths,-30.658203125,-30.52734375
34,aardvarks and ibex,-29.141876220703125,-33.21394729614258
35,harpies and keas,-35.4140625,-37.4921875
36,bonobos and harpies,-32.7818603515625,-35.640380859375
37,harpies and koalas,-32.5723876953125,-34.2489013671875
38,harpies and wombats,-33.140869140625,-33.9189453125
39,aardvarks and harpies,-32.991363525390625,-34.10776424407959
40,bonobos and keas,-34.9176025390625,-34.149139404296875
41,keas and koalas,-29.525007247924805,-29.9344482421875
42,keas and sloths,-32.12158203125,-33.84765625
43,keas and wombats,-33.91234588623047,-31.6923828125
44,keas and lions,-32.78125,-32.046875
45,aardvarks and keas,-34.034820556640625,-35.690664768218994
46,bonobos and wombats,-29.399658203125,-30.296688079833984
47,aardvarks and bonobos,-30.985260009765625,-30.337331295013428
48,ocarinas and vibraphones,-31.2757568359375,-32.840850830078125
49,cymbals and ocarinas,-33.77008056640625,-30.13336181640625
50,clarinets and ocarinas,-30.057601928710938,-27.237960815429688
51,cellos and ocarinas,-30.120933532714844,-29.08154296875
52,didgeridoos and vibraphones,-34.04937744140625,-33.096189975738525
53,lutes and marimbas,-29.420822143554688,-32.962890625
54,kalimbas and lutes,-34.28271484375,-29.97271728515625
55,clarinets and kalimbas,-32.9130859375,-34.53010559082031
56,kalimbas and trumpets,-35.924560546875,-29.8863525390625
57,cellos and kalimbas,-31.34722900390625,-34.22509765625
58,kalimbas and saxophones,-35.667747497558594,-31.0679931640625
59,lutes and saxophones,-28.191551208496094,-29.388671875
60,casserole and eagle,-33.2127685546875,-34.62493896484375
61,kite and linguist,-33.740234375,-33.068359375
62,algorithm and perfume,-30.57421875,-31.548828125
63,forest and screwdriver,-33.98046875,-31.740234375
64,slipper and volcano,-33.6640625,-31.7861328125
65,harmonica and microscope,-31.701171875,-30.458984375
66,cookbook and zenith,-32.9658203125,-35.0263671875
67,hammock and hydrogen,-32.5927734375,-37.1044921875
68,neuron and toaster,-33.515625,-34.76953125
69,marshmallow and telescope,-32.46435546875,-32.3564453125
70,casserole and optics,-33.7987060546875,-33.49072265625
71,encyclopedia and comet,-32.123046875,-29.60546875
72,nimbus and waffle,-33.4404296875,-33.2841796875
73,photon and pumpkin,-31.37890625,-32.466796875
74,lantern and syntax,-32.1640625,-31.099609375
75,echo and vineyard,-34.701171875,-32.3134765625
76,nebula and snowman,-32.9189453125,-32.5816650390625
77,botany and teapot,-33.311279296875,-31.483154296875
78,chisel and kaleidoscope,-35.4029541015625,-32.97564697265625
79,lava and teacup,-32.068359375,-31.681640625
80,entropy and orchard,-33.1796875,-33.33203125
81,axolotl and vineyard,-37.5386962890625,-33.440032958984375
82,clockwork and meadow,-32.11328125,-32.591796875
