binom,Alpha Probs,Nonalpha Probs,ProbAandB,log_odds
men and women,-15.35693359375,-16.896484375,0.8233994125451976,1.53955078125
black and white,-13.40478515625,-16.3076171875,0.9479862569043628,2.90283203125
day and night,-17.0625,-16.0146484375,0.2596378731521501,-1.0478515625
boys and girls,-16.1572265625,-17.658203125,0.8177200818572946,1.5009765625
left and right,-14.596923828125,-15.767578125,0.7632632625992946,1.170654296875
female and male,-17.859375,-16.1424560546875,0.15226844876736098,-1.7169189453125
father and mother,-18.603515625,-17.91015625,0.33328618068108656,-0.693359375
goods and services,-15.625,-18.95703125,0.9655114724420827,3.33203125
north and south,-16.92724609375,-19.251953125,0.9109026980837964,2.32470703125
development and research,-20.375,-16.3623046875,0.01776334317265684,-4.0126953125
place and time,-17.53515625,-16.333984375,0.23126681205738464,-1.201171875
death and life,-17.80859375,-15.796875,0.1179780085953826,-2.01171875
brothers and sisters,-16.379638671875,-18.64013671875,0.9055522363006847,2.260498046875
husband and wife,-17.0283203125,-19.65234375,0.9323917749334193,2.6240234375
gas and oil,-17.1474609375,-14.7138671875,0.08064661487644824,-2.43359375
pepper and salt,-18.767578125,-15.68310546875,0.04375230589116109,-3.08447265625
fall and rise,-20.224609375,-16.1875,0.01734234875457962,-4.037109375
arms and legs,-18.11328125,-19.400390625,0.7836575190503932,1.287109375
fruits and vegetables,-15.554931640625,-18.255859375,0.9370813652358853,2.700927734375
arts and sciences,-18.818359375,-21.1015625,0.9074763422184106,2.283203125
gentlemen and ladies,-18.869140625,-16.998779296875,0.13349991939464884,-1.870361328125
feelings and thoughts,-19.74609375,-18.970703125,0.3153141611162927,-0.775390625
diagnosis and treatment,-17.5712890625,-20.431640625,0.9458513081811413,2.8603515625
groups and individuals,-20.322265625,-18.33203125,0.12023206893638218,-1.990234375
knowledge and skills,-17.90234375,-17.720703125,0.45471428582912016,-0.181640625
heart and mind,-18.853515625,-18.88671875,0.5083000187360949,0.033203125
influence and power,-19.69921875,-18.748046875,0.278649209526883,-0.951171875
Africa and Asia,-14.439453125,-14.30078125,0.4653874797246403,-0.138671875
addresses and names,-21.58203125,-17.140625,0.011642224164666006,-4.44140625
poetry and prose,-19.296875,-18.869140625,0.3946674714699815,-0.427734375
forefinger and thumb,-23.73779296875,-19.2745361328125,0.011393460830796003,-4.4632568359375
minerals and vitamins,-21.564453125,-16.56396484375,0.006689605584641551,-5.00048828125
fall and winter,-17.2646484375,-22.0625,0.9918200168257721,4.7978515625
light and shadow,-18.083984375,-18.8564453125,0.6840530033499874,0.7724609375
honey and milk,-21.091796875,-17.46484375,0.02590802091406095,-3.626953125
nose and throat,-19.900390625,-22.9375,0.9542227274192233,3.037109375
anger and fear,-19.455078125,-19.634765625,0.5448013956982781,0.1796875
head and tail,-18.681640625,-22.314453125,0.9742394408803314,3.6328125
novels and stories,-19.521484375,-21.083984375,0.8267117940706734,1.5625
sunrise and sunset,-19.26904296875,-20.71875,0.8099533417146599,1.44970703125
sympathy and understanding,-22.650390625,-24.974609375,0.9108630617274585,2.32421875
shoes and socks,-19.275390625,-20.349609375,0.7453983772125647,1.07421875
equipment and personnel,-19.65234375,-19.513671875,0.4653874797246402,-0.138671875
eyes and face,-20.326171875,-20.7734375,0.6099889154581033,0.447265625
ink and paper,-19.12890625,-18.53515625,0.35577489351363034,-0.59375
muscles and nerves,-20.845703125,-20.912109375,0.5165954644053722,0.06640625
charts and maps,-20.240234375,-19.53515625,0.3306873053366907,-0.705078125
elbows and knees,-19.82177734375,-20.1669921875,0.585456712052499,0.34521484375
Christmas and Easter,-16.9453125,-17.98046875,0.7379143205612129,1.03515625
nature and size,-20.365234375,-21.751953125,0.800067893575815,1.38671875
gums and teeth,-20.962890625,-19.611328125,0.2056150395700177,-1.3515625
chairs and sofas,-19.833984375,-19.3857421875,0.38977878291204593,-0.4482421875
characters and situations,-22.328125,-23.654296875,0.7902067130085041,1.326171875
joy and pleasure,-20.5390625,-21.115234375,0.6401860799617684,0.576171875
Thursday and Tuesday,-19.4140625,-15.4755859375,0.019105726690721577,-3.9384765625
barley and oats,-21.58984375,-20.3984375,0.23300752342477685,-1.19140625
beauty and dignity,-22.1953125,-23.005859375,0.6922260278044773,0.810546875
boats and ships,-18.986328125,-19.212890625,0.5563995792788694,0.2265625
misery and pain,-21.677734375,-21.404296875,0.43206338921230675,-0.2734375
bones and skulls,-21.2352294921875,-19.625,0.16655675404152553,-1.6102294921875
dairy and poultry,-20.05078125,-21.375,0.7898827402935596,1.32421875
being and existence,-21.21875,-22.859375,0.8376199633332891,1.640625
radar and radio,-21.662109375,-20.50390625,0.2389939400135992,-1.158203125
humility and pride,-21.5234375,-20.3876953125,0.24310295794135617,-1.1357421875
pitch and volume,-22.92578125,-26.4453125,0.9712384127350022,3.51953125
skirt and sweater,-21.515625,-20.2197265625,0.21485611246057645,-1.2958984375
linen and silk,-21.310546875,-20.716796875,0.35577489351363034,-0.59375
checks and money,-19.103515625,-23.673828125,0.9897513980768413,4.5703125
calluses and corns,-23.08654022216797,-22.119873046875,0.27554530304315855,-0.9666671752929688
action and motion,-21.8125,-22.3203125,0.6242935335679921,0.5078125
brain and intelligence,-23.1796875,-22.58984375,0.3566707061141034,-0.58984375
conduct and manners,-24.27734375,-22.951171875,0.2097932869914959,-1.326171875
completeness and unity,-23.970703125,-24.23828125,0.5664982418472789,0.267578125
hostility and indifference,-24.505859375,-24.84765625,0.58462693921766,0.341796875
depth and force,-24.451171875,-25.73828125,0.7836575190503933,1.287109375
hours and miles,-21.806640625,-21.2890625,0.3734187232283041,-0.517578125
movements and speech,-26.43359375,-25.53125,0.28856909426193905,-0.90234375
schools and synagogues,-23.376136779785156,-21.95166015625,0.19396074938244762,-1.4244766235351562
arrangers and composers,-25.826171875,-23.9080810546875,0.12807461594978875,-1.9180908203125
happiness and laughter,-21.5234375,-21.982421875,0.6127732140221068,0.458984375
diagrams and sketches,-22.79296875,-22.587890625,0.4489094032912323,-0.205078125
pail and shovel,-22.21484375,-23.566650390625,0.7944248348820873,1.351806640625
candies and cookies,-22.02734375,-21.806640625,0.44504710025152877,-0.220703125
county and village,-22.5703125,-22.953125,0.5945512642417855,0.3828125
charm and variety,-23.302734375,-24.140625,0.6980207713508726,0.837890625
bouquets and wreaths,-23.047025680541992,-23.74249267578125,0.6671819815695689,0.6954669952392578
beech and elm,-21.66173553466797,-23.092689514160156,0.8070499133037258,1.4309539794921875
complexity and obscurity,-25.8155517578125,-25.224609375,0.3564186571541485,-0.5909423828125
devotion and effort,-24.2265625,-23.20703125,0.2651187174073387,-1.01953125
alibis and excuses,-23.55126953125,-23.139495849609375,0.39848690191945885,-0.411773681640625
body and mind,-17.533203125,-16.9755859375,0.3640989756121607,-0.5576171875
man and woman,-16.8193359375,-18.40625,0.8301814902112837,1.5869140625
law and order,-15.8662109375,-21.5625,0.9966528359397365,5.6962890625
cause and effect,-14.912109375,-20.92578125,0.9975608703014412,6.013671875
radio and television,-17.197265625,-17.884765625,0.665410558746814,0.6875
feet and hands,-19.2265625,-17.18359375,0.1147647802656337,-2.04296875
money and time,-19.443359375,-17.228515625,0.09842541236656231,-2.21484375
blood and flesh,-20.98046875,-17.09765625,0.02017731832286999,-3.8828125
god and man,-18.830078125,-20.99609375,0.897155920837705,2.166015625
brother and sister,-16.93359375,-18.513671875,0.8292155820981655,1.580078125
father and son,-16.48291015625,-19.654296875,0.9597431962819283,3.17138671875
men and officers,-24.763671875,-18.578125,0.002054744574393517,-6.185546875
south and west,-19.61328125,-19.65234375,0.5097643834260159,0.0390625
error and trial,-24.48046875,-16.615234375,0.0003837120483793968,-7.865234375
