binom,Alpha Probs,Nonalpha Probs,ProbAandB,log_odds
men and women,-18.048595666885376,-18.71714162826538,0.6611774992125432,0.6685459613800049
black and white,-17.238859578967094,-20.597787857055664,0.9663959901761217,3.3589282780885696
day and night,-19.214625477790833,-20.330820947885513,0.7532823334855098,1.1161954700946808
boys and girls,-18.592852473258972,-19.875112533569336,0.7828342430997449,1.2822600603103638
left and right,-18.73954662680626,-19.960525393486023,0.7722357483138761,1.2209787666797638
female and male,-20.82950210571289,-18.642519053071737,0.10092552062979321,-2.1869830526411533
father and mother,-21.02118444442749,-20.92068886756897,0.4748972290588532,-0.10049557685852051
goods and services,-18.750006437301636,-23.274011850357056,0.9892708669059737,4.52400541305542
north and south,-20.19221231341362,-23.405757188796997,0.9613408252359016,3.213544875383377
development and research,-22.679617643356323,-18.362101078033447,0.013157525302209984,-4.317516565322876
place and time,-21.624258041381836,-19.898871183395386,0.1511786027875273,-1.7253868579864502
death and life,-20.88304567337036,-18.360679626464844,0.07430503546661056,-2.5223660469055176
brothers and sisters,-18.202810948714614,-21.23015534877777,0.953794279613461,3.027344400063157
husband and wife,-18.735439479351044,-22.582417964935303,0.9791019206335589,3.846978485584259
gas and oil,-22.468777179718018,-18.36116051673889,0.01618080196102331,-4.107616662979126
pepper and salt,-22.74663281440735,-19.288625557906926,0.03053096097535616,-3.458007256500423
fall and rise,-22.589640378952026,-19.558497190475464,0.046038593231480116,-3.0311431884765625
arms and legs,-21.229864716529846,-22.75788640975952,0.8217166799144348,1.5280216932296753
fruits and vegetables,-19.241165179759264,-22.667186934500933,0.9685079559897745,3.4260217547416687
arts and sciences,-22.116291880607605,-24.233842134475708,0.8925973045989722,2.117550253868103
gentlemen and ladies,-21.93409538269043,-18.96086311340332,0.04864990514582967,-2.9732322692871094
feelings and thoughts,-21.848775386810303,-21.926191329956055,0.5193443255048217,0.07741594314575195
diagnosis and treatment,-19.859843373298645,-23.86283702403307,0.982066589782878,4.002993650734425
groups and individuals,-24.315799474716187,-21.872910499572754,0.07996012231034137,-2.4428889751434326
knowledge and skills,-22.320873498916626,-21.062063217163086,0.22117876357641844,-1.25881028175354
heart and mind,-21.130695581436157,-22.442806005477905,0.7878660919021188,1.312110424041748
influence and power,-23.577527284622192,-21.63486671447754,0.1253558560235432,-1.9426605701446533
Africa and Asia,-18.665470838546753,-18.310473203659058,0.4121710345511417,-0.3549976348876953
addresses and names,-24.168378114700317,-21.454511165618896,0.06216004101849962,-2.713866949081421
poetry and prose,-21.203326860442758,-22.21380388736725,0.7331134937983564,1.010477026924491
forefinger and thumb,-25.901466727256775,-23.622188632376492,0.09285374270520691,-2.279278094880283
minerals and vitamins,-23.005751874414273,-20.774183210829506,0.09695121500002678,-2.231568663584767
fall and winter,-20.79075038433075,-25.334046602249146,0.9894736991635296,4.543296217918396
light and shadow,-20.837222814559937,-22.312126398086548,0.8138015626892905,1.4749035835266113
honey and milk,-23.443069219589233,-20.647181161679327,0.05754678238484416,-2.795888057909906
nose and throat,-23.616470091044903,-24.355907201766968,0.6768727555903871,0.739437110722065
anger and fear,-22.239975690841675,-22.231149435043335,0.4977934503750943,-0.008826255798339844
head and tail,-21.35245156288147,-24.642627954483032,0.964090261334868,3.2901763916015625
novels and stories,-24.278220891952515,-24.41572217643261,0.5343212632762903,0.1375012844800949
