binom,Alpha Probs,Nonalpha Probs,ProbAandB,log_odds
men and women,-36.130801883526146,-35.47839592164382,0.34244756431268925,-0.652405961882323
black and white,-38.911111326888204,-41.422975989058614,0.924969402540993,2.51186466217041
day and night,-37.60828177491203,-37.015772441984154,0.3560593041677461,-0.5925093329278752
boys and girls,-24.104429262690246,-24.408980321139097,0.5755546821638654,0.3045510584488511
left and right,-19.684564381837845,-23.05051302909851,0.9666232301441692,3.365948647260666
female and male,-37.536947660148144,-36.56273292005062,0.27404121268413995,-0.9742147400975227
father and mother,-38.92442089319229,-36.845131419599056,0.11112613106960788,-2.079289473593235
goods and services,-47.40545853803633,-53.34950173046673,0.9973854444871094,5.944043192430399
north and south,-42.316115878522396,-42.917786464095116,0.646038416808826,0.6016705855727196
development and research,-51.09347723424435,-46.59339592792094,0.010986059172531797,-4.500081306323409
place and time,-51.29402610845864,-51.040024985559285,0.43683893264927237,-0.2540011228993535
death and life,-38.35985200223513,-35.76068915508222,0.06919231751413563,-2.599162847152911
brothers and sisters,-42.172779738903046,-44.6749906539917,0.9242966680728684,2.5022109150886536
husband and wife,-49.50030480750138,-50.98722824983997,0.8156160490009283,1.4869234423385933
gas and oil,-49.86720835478627,-51.69534959705197,0.8615401469615332,1.8281412422657013
pepper and salt,-41.6629234678112,-36.610581144690514,0.006353710510580155,-5.052342323120683
fall and rise,-72.18147230660543,-64.62362501537427,0.0005217254048802987,-7.557847291231155
arms and legs,-37.34036922454834,-37.999172896146774,0.6589915986907953,0.6588036715984344
fruits and vegetables,-47.49863025918603,-46.49044946208596,0.2673360225845647,-1.0081807971000671
arts and sciences,-65.66307479515672,-68.6273741312325,0.9509349801532866,2.9642993360757828
gentlemen and ladies,-59.583656299859285,-58.42262052372098,0.23847913018115846,-1.1610357761383057
feelings and thoughts,-61.28660353386658,-59.4906056515174,0.14233893868661393,-1.7959978823491838
diagnosis and treatment,-51.02406993508339,-51.185004144907,0.5401469399602741,0.1609342098236084
groups and individuals,-48.391723453998566,-47.34264624118805,0.2594023406540967,-1.0490772128105164
knowledge and skills,-47.91373481543269,-47.33472790510859,0.35916113558481444,-0.5790069103240967
heart and mind,-39.331369602819905,-40.64230910479091,0.7876703260870261,1.3109395019710064
influence and power,-42.690712933428586,-40.23874536622316,0.07929478380912022,-2.451967567205429
Africa and Asia,-50.68365842103958,-50.24884605407715,0.3929777701854265,-0.43481236696243286
addresses and names,-66.89287164062262,-60.286111779510975,0.0013493798638132964,-6.606759861111641
poetry and prose,-36.00177375972271,-37.21099853515625,0.7701617532501288,1.2092247754335403
forefinger and thumb,-57.6548730218783,-53.04873977880925,0.009891553743118002,-4.606133243069053
minerals and vitamins,-27.974826976656914,-26.889810709282756,0.25255790893598956,-1.085016267374158
fall and winter,-57.28773025237024,-58.98384887073189,0.8450271240221409,1.696118618361652
light and shadow,-35.19402755051851,-41.832779228687286,0.9986930504990643,6.638751678168774
honey and milk,-49.710275816731155,-51.051177497021854,0.7926381833280609,1.340901680290699
nose and throat,-43.654493496287614,-44.76867326814681,0.7529075286535817,1.1141797718591988
anger and fear,-46.35363642685115,-46.413499573245645,0.5149613189215324,0.059863146394491196
head and tail,-44.47750812768936,-46.87420845031738,0.9165753402907146,2.3967003226280212
novels and stories,-34.718955382704735,-34.966843478381634,0.5616566211797991,0.24788809567689896
sunrise and sunset,-39.539525255560875,-44.185647547245026,0.9904925090246722,4.646122291684151
sympathy and understanding,-56.60814516432583,-56.935353595763445,0.5810799905886319,0.3272084314376116
shoes and socks,-48.18089493736625,-48.66536942869425,0.618803902596088,0.484474491328001
equipment and personnel,-62.16851948201656,-60.38130619376898,0.14341472242521025,-1.7872132882475853
eyes and face,-70.97373473644257,-69.16074419021606,0.14027707945946943,-1.8129905462265015
ink and paper,-35.769290586933494,-34.193088149651885,0.17133398208020903,-1.5762024372816086
muscles and nerves,-41.194086372852325,-41.27398011088371,0.5199628170666057,0.07989373803138733
charts and maps,-85.10261235339567,-81.72460932796821,0.03299004230142009,-3.3780030254274607
elbows and knees,-29.39593667536974,-29.764454381074756,0.5911007553740404,0.36851770570501685
Christmas and Easter,-31.344232320785522,-32.68617868423462,0.7928098379820577,1.3419463634490967
nature and size,-44.439347529783845,-44.02983181923628,0.39902825036034467,-0.4095157105475664
gums and teeth,-38.696184661239386,-34.62189971469343,0.016720055366634522,-4.0742849465459585
chairs and sofas,-37.29425199329853,-35.77594466507435,0.17971090918022786,-1.5183073282241821
characters and situations,-40.39803647994995,-45.86981153488159,0.9958138340321232,5.471775054931641
joy and pleasure,-45.008683930151165,-45.422709736041725,0.6020527975931105,0.41402580589056015
Thursday and Tuesday,-54.12135502696037,-48.94021128118038,0.005590147661924883,-5.181143745779991
barley and oats,-49.34722850564867,-52.99863622710109,0.9747020315480148,3.651407721452415
beauty and dignity,-41.46961600333452,-40.93766738474369,0.37006251847032956,-0.5319486185908318
boats and ships,-40.728052109479904,-39.95255693793297,0.31529159087880854,-0.775495171546936
