,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-63.4921875,-63.65625
1,kiwis and narwhals,-66.89453125,-67.2578125
2,kiwis and ocelots,-67.296875,-64.373046875
3,ibex and kiwis,-51.00390625,-53.234375
4,harpies and kiwis,-60.451171875,-61.08203125
5,axolotls and wolverines,-80.5234375,-72.02734375
6,axolotls and ibex,-67.359375,-60.890625
7,axolotls and harpies,-75.5859375,-69.556640625
8,axolotls and keas,-66.18359375,-59.1484375
9,axolotls and bonobos,-75.984375,-70.125
10,axolotls and wombats,-72.5,-67.853515625
11,axolotls and lions,-61.8046875,-56.734375
12,ocelots and platypuses,-66.630859375,-73.671875
13,ibex and platypuses,-54.140625,-60.0625
14,harpies and platypuses,-63.955078125,-67.0625
15,keas and platypuses,-52.29296875,-57.24609375
16,bonobos and platypuses,-66.7890625,-71.09765625
17,harpies and wolverines,-61.642578125,-61.6328125
18,keas and wolverines,-51.76171875,-52.453125
19,bonobos and wolverines,-63.890625,-64.3203125
20,capybaras and ibex,-56.455078125,-57.7734375
21,capybaras and harpies,-61.353515625,-63.029296875
22,capybaras and keas,-52.095703125,-55.34765625
23,ibex and narwhals,-54.2109375,-56.18359375
24,harpies and narwhals,-61.716796875,-63.84765625
25,keas and narwhals,-53.63671875,-52.953125
26,ibex and ocelots,-54.7265625,-54.568359375
27,keas and ocelots,-52.37109375,-52.755859375
28,bonobos and ocelots,-64.9453125,-64.396484375
29,harpies and ibex,-49.060546875,-50.3828125
30,ibex and keas,-40.203125,-40.80859375
31,bonobos and ibex,-52.9765625,-53.0078125
32,ibex and koalas,-47.09375,-47.26953125
33,ibex and sloths,-43.515625,-44.287109375
34,aardvarks and ibex,-61.63671875,-61.73046875
35,harpies and keas,-47.091796875,-46.7421875
36,bonobos and harpies,-60.05078125,-58.990234375
37,harpies and koalas,-56.931640625,-51.60546875
38,harpies and wombats,-57.275390625,-56.833984375
39,aardvarks and harpies,-64.94140625,-67.888671875
40,bonobos and keas,-50.15234375,-50.38671875
41,keas and koalas,-46.39453125,-43.43359375
42,keas and sloths,-42.89453125,-43.666015625
43,keas and wombats,-47.64453125,-45.787109375
44,keas and lions,-36.73046875,-34.953125
45,aardvarks and keas,-58.48828125,-60.6328125
46,bonobos and wombats,-58.859375,-58.521484375
47,aardvarks and bonobos,-69.7421875,-72.19921875
48,ocarinas and vibraphones,-69.171875,-73.33203125
49,cymbals and ocarinas,-62.01171875,-59.93359375
50,clarinets and ocarinas,-66.771484375,-60.53125
51,cellos and ocarinas,-53.40625,-52.7109375
52,didgeridoos and vibraphones,-81.306640625,-83.76953125
53,lutes and marimbas,-53.7578125,-55.34375
54,kalimbas and lutes,-56.787109375,-59.5078125
55,clarinets and kalimbas,-73.310546875,-65.076171875
56,kalimbas and trumpets,-59.298828125,-60.958984375
57,cellos and kalimbas,-58.21484375,-56.572265625
58,kalimbas and saxophones,-69.134765625,-75.287109375
59,lutes and saxophones,-56.8515625,-58.146484375
60,casserole and eagle,-51.13671875,-45.6953125
61,kite and linguist,-39.4453125,-41.3203125
62,algorithm and perfume,-27.763671875,-26.919921875
63,forest and screwdriver,-41.708984375,-38.755859375
64,slipper and volcano,-42.041015625,-42.474609375
65,harmonica and microscope,-41.84765625,-38.6484375
66,cookbook and zenith,-48.66015625,-49.8359375
67,hammock and hydrogen,-47.125,-43.5234375
68,neuron and toaster,-35.0,-33.603515625
69,marshmallow and telescope,-46.23828125,-45.16015625
70,casserole and optics,-50.95703125,-46.12890625
71,encyclopedia and comet,-39.611328125,-41.32421875
72,nimbus and waffle,-57.80078125,-63.298828125
73,photon and pumpkin,-29.265625,-30.203125
74,lantern and syntax,-30.314453125,-27.91796875
75,echo and vineyard,-40.56640625,-41.9296875
76,nebula and snowman,-48.80859375,-52.3125
77,botany and teapot,-49.724609375,-51.30078125
78,chisel and kaleidoscope,-67.01953125,-63.8046875
79,lava and teacup,-40.634765625,-38.578125
80,entropy and orchard,-35.74609375,-35.763671875
81,axolotl and vineyard,-67.84375,-66.9765625
82,clockwork and meadow,-47.6640625,-43.865234375
83,algebra and telescope,-29.345703125,-28.36328125
84,arcade and topaz,-43.564453125,-44.048828125
85,asteroid and compass,-30.875,-30.9296875
86,bicycle and nebula,-40.91015625,-40.08984375
87,bungalow and entropy,-45.12109375,-41.609375
88,carnation and gnome,-39.923828125,-35.4453125
89,cinnamon and harmonica,-39.57421875,-40.13671875
90,coral and syntax,-28.052734375,-26.93359375
91,dandelion and pendulum,-56.6328125,-53.701171875
92,delirium and telescope,-41.234375,-37.515625
93,anchors and sandstorms,-47.87109375,-52.546875
94,scissors and volcanoes,-46.537109375,-47.13671875
95,equations and lanterns,-35.072265625,-37.494140625
96,satellites and tulips,-40.392578125,-46.72265625
97,compasses and hedgehogs,-57.61328125,-59.486328125
98,comets and neckties,-44.82421875,-46.87890625
99,castles and headphones,-35.62109375,-35.673828125
100,paperclips and pyramids,-61.119140625,-59.96875
101,constellations and kettles,-60.83203125,-57.7890625
102,kaleidoscopes and whales,-68.466796875,-62.75
103,meadows and pianos,-48.06640625,-46.6953125
104,magnets and zebras,-39.75,-42.099609375
105,parrots and submarines,-50.015625,-52.89453125
106,crayons and jungles,-58.4453125,-54.6953125
107,harbor and teapot,-40.02734375,-45.12109375
108,notebook and quicksand,-43.314453125,-46.2109375
109,glacier and lantern,-35.6328125,-37.443359375
110,microscope and puddle,-39.4140625,-40.71875
111,compass and swan,-32.08984375,-31.984375
112,bonsai and cathedral,-43.03515625,-43.392578125
113,honeycomb and violin,-43.94921875,-45.421875
114,sailboat and stadium,-41.08984375,-42.80859375
115,acorns and skyscrapers,-70.798828125,-77.361328125
116,bell and trellis,-41.72265625,-45.359375
117,inkwell and kite,-42.58984375,-39.9921875
118,foxglove and trombone,-69.76953125,-69.54296875
119,carousel and quill,-44.21875,-47.912109375
120,lighthouse and onion,-36.48828125,-35.5546875
121,cactus and chessboard,-50.396484375,-51.416015625
122,gallery and raindrop,-49.65625,-51.955078125
123,cricket and plow,-34.88671875,-32.259765625
124,gingerbread and fresco,-52.1796875,-50.65234375
125,cello and sunflower,-45.57421875,-45.4375
126,archway and quilt,-37.595703125,-34.572265625
127,compass and haystack,-43.9375,-43.50390625
128,beacon and millipede,-49.408203125,-52.126953125
129,parchment and windmill,-41.85546875,-40.306640625
130,candlestick and meadow,-63.29296875,-59.083984375
