,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-29.97509765625,-32.4638671875
1,kiwis and narwhals,-33.4169921875,-32.29443359375
2,kiwis and ocelots,-33.89990234375,-36.77960205078125
3,ibex and kiwis,-35.7021484375,-30.06640625
4,harpies and kiwis,-30.29736328125,-35.015625
5,axolotls and wolverines,-37.06884765625,-35.5028076171875
6,axolotls and ibex,-34.654296875,-36.38232421875
7,axolotls and harpies,-42.548828125,-33.326995849609375
8,axolotls and keas,-40.4921875,-38.7529296875
9,axolotls and bonobos,-36.224365234375,-35.09619140625
10,axolotls and wombats,-38.1162109375,-38.6558837890625
11,axolotls and lions,-35.03125,-30.55078125
12,ocelots and platypuses,-40.822265625,-37.9921875
13,ibex and platypuses,-39.6064453125,-39.2109375
14,harpies and platypuses,-32.7734375,-37.90625
15,keas and platypuses,-40.43359375,-40.9765625
16,bonobos and platypuses,-36.0068359375,-35.834228515625
17,harpies and wolverines,-28.765869140625,-33.1005859375
18,keas and wolverines,-36.6708984375,-36.13671875
19,bonobos and wolverines,-33.560302734375,-34.4288330078125
20,capybaras and ibex,-39.052734375,-41.29296875
21,capybaras and harpies,-40.31640625,-30.533203125
22,capybaras and keas,-40.763671875,-36.278564453125
23,ibex and narwhals,-39.2421875,-33.4951171875
24,harpies and narwhals,-30.705078125,-33.416015625
25,keas and narwhals,-37.36474609375,-37.2861328125
26,ibex and ocelots,-37.876953125,-37.24609375
27,keas and ocelots,-37.381591796875,-40.98828125
28,bonobos and ocelots,-33.65185546875,-37.291229248046875
29,harpies and ibex,-30.27587890625,-40.248046875
30,ibex and keas,-36.4609375,-35.21875
31,bonobos and ibex,-33.3544921875,-36.37548828125
32,ibex and koalas,-37.96484375,-31.38671875
33,ibex and sloths,-37.02734375,-31.205078125
34,aardvarks and ibex,-40.662109375,-42.0458984375
35,harpies and keas,-35.14453125,-36.404296875
36,bonobos and harpies,-35.8994140625,-30.559173583984375
37,harpies and koalas,-28.523681640625,-37.85546875
38,harpies and wombats,-31.769287109375,-37.388671875
39,aardvarks and harpies,-39.4921875,-35.5570068359375
40,bonobos and keas,-36.5205078125,-36.8560791015625
41,keas and koalas,-34.97412109375,-37.1171875
42,keas and sloths,-33.859375,-36.29296875
43,keas and wombats,-36.16357421875,-40.037109375
44,keas and lions,-31.5078125,-29.451171875
45,aardvarks and keas,-41.6015625,-41.02001953125
46,bonobos and wombats,-34.504638671875,-36.48345947265625
47,aardvarks and bonobos,-39.7769775390625,-41.8017578125
48,ocarinas and vibraphones,-44.34765625,-43.48046875
49,cymbals and ocarinas,-37.41796875,-39.935546875
50,clarinets and ocarinas,-41.744140625,-42.201171875
51,cellos and ocarinas,-38.90625,-39.830078125
52,didgeridoos and vibraphones,-59.359375,-51.72265625
53,lutes and marimbas,-37.296875,-36.94921875
54,kalimbas and lutes,-42.330078125,-38.3193359375
55,clarinets and kalimbas,-39.30810546875,-45.4921875
56,kalimbas and trumpets,-42.60546875,-39.8564453125
57,cellos and kalimbas,-42.54296875,-42.619140625
58,kalimbas and saxophones,-40.26934814453125,-33.965576171875
59,lutes and saxophones,-30.360931396484375,-25.001708984375
60,casserole and eagle,-36.23046875,-33.5732421875
61,kite and linguist,-34.04296875,-32.81640625
62,algorithm and perfume,-30.26171875,-31.44921875
63,forest and screwdriver,-33.48828125,-30.611328125
64,slipper and volcano,-31.720703125,-30.83203125
65,harmonica and microscope,-33.734375,-33.7109375
66,cookbook and zenith,-30.2275390625,-34.453125
67,hammock and hydrogen,-33.544921875,-34.607421875
68,neuron and toaster,-34.54296875,-35.08203125
69,marshmallow and telescope,-30.6783447265625,-31.7479248046875
70,casserole and optics,-38.92578125,-32.5994873046875
71,encyclopedia and comet,-28.2880859375,-29.943359375
72,nimbus and waffle,-34.796875,-36.6044921875
73,photon and pumpkin,-29.89453125,-33.2109375
74,lantern and syntax,-32.58984375,-31.265625
75,echo and vineyard,-37.59765625,-30.4833984375
76,nebula and snowman,-30.461181640625,-31.5029296875
77,botany and teapot,-34.14208984375,-30.2841796875
78,chisel and kaleidoscope,-34.31396484375,-32.78192138671875
79,lava and teacup,-30.837890625,-29.947265625
80,entropy and orchard,-32.8125,-31.78515625
81,axolotl and vineyard,-38.814453125,-37.6434326171875
82,clockwork and meadow,-31.498046875,-33.4453125
83,algebra and telescope,-30.263671875,-28.478515625
84,arcade and topaz,-33.0751953125,-33.326171875
85,asteroid and compass,-28.984375,-28.7265625
86,bicycle and nebula,-33.4970703125,-31.625244140625
87,bungalow and entropy,-37.2640380859375,-35.23541259765625
88,carnation and gnome,-32.63671875,-34.9296875
89,cinnamon and harmonica,-31.365234375,-31.9453125
90,coral and syntax,-30.67578125,-31.921875
91,dandelion and pendulum,-34.4071044921875,-33.3507080078125
92,delirium and telescope,-31.236541748046875,-31.805938720703125
93,anchors and sandstorms,-32.1123046875,-33.3037109375
94,scissors and volcanoes,-33.240234375,-31.6201171875
95,equations and lanterns,-29.22802734375,-34.3359375
96,satellites and tulips,-32.24609375,-30.8642578125
97,compasses and hedgehogs,-30.146575927734375,-31.16064453125
98,comets and neckties,-36.890625,-36.5625
99,castles and headphones,-32.91015625,-34.05859375
100,paperclips and pyramids,-32.147705078125,-33.6678466796875
101,constellations and kettles,-41.79833984375,-33.0303955078125
102,kaleidoscopes and whales,-36.3076171875,-35.70166015625
103,meadows and pianos,-33.373046875,-27.4599609375
104,magnets and zebras,-31.55078125,-30.666015625
105,parrots and submarines,-29.423004150390625,-29.13330078125
106,crayons and jungles,-29.98101806640625,-33.2265625
107,harbor and teapot,-31.9375,-30.4951171875
108,notebook and quicksand,-35.46484375,-35.048828125
109,glacier and lantern,-29.482666015625,-29.68304443359375
110,microscope and puddle,-33.8359375,-31.859375
111,compass and swan,-30.28515625,-30.708984375
112,bonsai and cathedral,-32.392822265625,-32.578857421875
113,honeycomb and violin,-31.609375,-27.99658203125
114,sailboat and stadium,-30.796875,-31.150390625
115,acorns and skyscrapers,-33.6588134765625,-32.55487060546875
116,bell and trellis,-26.27880859375,-28.8758544921875
117,inkwell and kite,-33.1171875,-34.71484375
118,foxglove and trombone,-32.70123291015625,-34.050048828125
119,carousel and quill,-31.939453125,-30.55078125
120,lighthouse and onion,-30.87890625,-32.6640625
121,cactus and chessboard,-35.39892578125,-35.3175048828125
122,gallery and raindrop,-32.6474609375,-32.830078125
123,cricket and plow,-32.90234375,-28.982421875
124,gingerbread and fresco,-36.56640625,-29.3973388671875
125,cello and sunflower,-32.06640625,-31.296875
126,archway and quilt,-31.66015625,-29.623046875
127,compass and haystack,-31.36328125,-29.46875
128,beacon and millipede,-33.77734375,-34.138671875
129,parchment and windmill,-32.69140625,-33.029296875
130,candlestick and meadow,-29.525634765625,-31.5689697265625
