binom,Alpha Probs,Nonalpha Probs,ProbAandB,log_odds
men and women,-21.21242517232895,-21.96111536026001,0.6788932307269042,0.7486901879310608
black and white,-16.94350004196167,-18.055527329444885,0.7525068672774449,1.1120272874832153
day and night,-19.266046404838562,-22.523784309625626,0.9629501700789722,3.2577379047870636
boys and girls,-19.88458526134491,-20.95121741294861,0.743955916760722,1.0666321516036987
left and right,-19.226439021527767,-17.416926592588425,0.14069706343164645,-1.8095124289393425
female and male,-20.991978347301483,-20.34876201301813,0.34451984496454885,-0.6432163342833519
father and mother,-22.74436664581299,-22.23959755897522,0.37642057196846895,-0.5047690868377686
goods and services,-20.06727185845375,-24.183952569961548,0.983962857496845,4.116680711507797
north and south,-21.171831011772156,-23.571235179901123,0.9167818570616283,2.3994041681289673
development and research,-25.349271059036255,-19.306071519851685,0.0023683289023929775,-6.04319953918457
place and time,-23.08861207962036,-19.125200986862183,0.018643996660382325,-3.9634110927581787
death and life,-25.442066431045532,-19.94327688217163,0.004075047312944959,-5.498789548873901
brothers and sisters,-19.180604871362448,-20.530222445726395,0.7940670992550904,1.349617574363947
husband and wife,-20.05027064681053,-22.525117874145508,0.9223595977367733,2.474847227334976
gas and oil,-22.02554988861084,-21.716333150863647,0.4233059358033806,-0.3092167377471924
pepper and salt,-22.2878977060318,-20.16001335083274,0.10641600435050091,-2.1278843551990576
fall and rise,-21.212032556533813,-18.394460439682007,0.05638196529832876,-2.8175721168518066
arms and legs,-19.692373991012573,-22.922931432724,0.9619681524243281,3.230557441711426
fruits and vegetables,-17.558359761722386,-20.575729174306616,0.9533526791324616,3.0173694125842303
arts and sciences,-23.285651087760925,-24.0651433467865,0.6855706738180102,0.7794922590255737
gentlemen and ladies,-22.349929332733154,-19.800552785396576,0.0724683806328,-2.5493765473365784
feelings and thoughts,-21.929578185081482,-20.14272117614746,0.14345849580928263,-1.786857008934021
diagnosis and treatment,-21.443287551403046,-24.674626786261797,0.9619967443319699,3.2313392348587513
groups and individuals,-26.13183307647705,-23.37029206752777,0.05943815695566495,-2.76154100894928
knowledge and skills,-21.906431198120117,-19.900624990463257,0.11859465404399278,-2.0058062076568604
heart and mind,-26.079439163208008,-25.948156118392944,0.46722629716051767,-0.13128304481506348
influence and power,-23.813159227371216,-22.255733966827393,0.17401641587002517,-1.5574252605438232
Africa and Asia,-19.934750080108643,-20.8797287940979,0.7201042365373209,0.9449787139892578
addresses and names,-23.9707088470459,-19.335956573486328,0.009615162873373077,-4.63475227355957
poetry and prose,-22.44762479700148,-23.272921323776245,0.6953594876377791,0.8252965267747641
forefinger and thumb,-26.43648472428322,-23.518734101206064,0.05128302963836591,-2.917750623077154
minerals and vitamins,-24.89232468216869,-18.652123122941475,0.0019456695411703424,-6.240201559227216
fall and winter,-20.943357944488525,-24.056284427642822,0.95742281185073,3.112926483154297
light and shadow,-20.41762924194336,-21.6800879240036,0.7794490658267968,1.2624586820602417
honey and milk,-22.27433753013611,-18.66556042805314,0.02637069969966735,-3.6087771020829678
nose and throat,-22.99444054592459,-25.824219822883606,0.9442639866648539,2.829779276959016
anger and fear,-21.69590187072754,-21.77879309654236,0.5207109491443102,0.08289122581481934
head and tail,-21.60917091369629,-20.71708655357361,0.29067987603185375,-0.8920843601226807
novels and stories,-23.56136581301689,-25.95488501340151,0.9163317732592995,2.393519200384617
sunrise and sunset,-21.887429733207682,-23.169120694509388,0.7827374779689892,1.281690961301706
sympathy and understanding,-21.94545841217041,-28.359464168548584,0.9983642320058121,6.414005756378174
shoes and socks,-20.141056841239333,-21.77438683062792,0.8366253034253804,1.633329989388585
equipment and personnel,-23.371760845184326,-22.6354923248291,0.323820653942475,-0.7362685203552246
eyes and face,-22.87056279182434,-23.29847526550293,0.6053750764069407,0.42791247367858887
ink and paper,-21.002464950084686,-20.056301331613213,0.2796570033736505,-0.9461636184714735
muscles and nerves,-23.46600515395403,-26.413703955709934,0.9501546146287659,2.947698801755905
charts and maps,-21.953333258628845,-21.619009017944336,0.41718884228087977,-0.3343242406845093
elbows and knees,-23.17455849889666,-26.435487225651713,0.9630638414702503,3.260928726755054
Christmas and Easter,-21.555739279836416,-22.061625003814697,0.6238414979826437,0.505885723978281
nature and size,-27.881747722625732,-23.207566022872925,0.009246856951041073,-4.674181699752808
gums and teeth,-24.78338050842285,-21.493132516741753,0.035907259936324674,-3.290247991681099
chairs and sofas,-22.228796511888504,-24.00736969616264,0.8555205936445031,1.778573184274137
characters and situations,-23.818590879440308,-29.124799251556396,0.9950637868403489,5.306208372116089
joy and pleasure,-24.575035333633423,-23.298925399780273,0.2182131264255539,-1.2761099338531494
Thursday and Tuesday,-26.440217070281506,-20.40312088560313,0.0023827933063795136,-6.037096184678376
barley and oats,-25.13418047130108,-24.25595914432779,0.2935464992011347,-0.8782213269732893
beauty and dignity,-27.413262856251094,-24.922338277101517,0.07649685479725517,-2.4909245791495778
boats and ships,-20.15034818649292,-20.018118381500244,0.4669906313760273,-0.13222980499267578
misery and pain,-24.950787782669067,-23.75549079105258,0.2323129119066986,-1.1952969916164875
bones and skulls,-26.663305170834064,-23.158249402418733,0.029168720666867525,-3.505055768415332
dairy and poultry,-24.590343042156746,-25.0286140399985,0.6078469671154599,0.43827099784175516
being and existence,-24.55703043937683,-29.54258418083191,0.9932104218916971,4.985553741455078
radar and radio,-23.79854393005371,-24.72747064381838,0.7168574882618653,0.9289267137646675
humility and pride,-24.99419331550598,-20.71072594076395,0.013607041800556574,-4.283467374742031
pitch and volume,-22.320873022079468,-21.457404375076294,0.296615155689143,-0.8634686470031738
skirt and sweater,-25.375060237944126,-27.30818660929799,0.8735950582738825,1.9331263713538647
linen and silk,-25.67286878824234,-23.790309704840183,0.1320952083765837,-1.8825590834021568
checks and money,-22.035322189331055,-24.625849723815918,0.9302494541833094,2.5905275344848633
calluses and corns,-22.950804251246154,-27.10064946860075,0.9844778783366491,4.149845217354596
action and motion,-23.14132261276245,-25.82557439804077,0.9360909573952987,2.6842517852783203
brain and intelligence,-25.71450662612915,-24.432619333267212,0.21722913583378595,-1.2818872928619385
conduct and manners,-30.422518253326416,-30.694965839385986,0.5676936848173688,0.2724475860595703
completeness and unity,-31.120315415319055,-29.43823070142389,0.15681961570006844,-1.682084713895165
hostility and indifference,-27.237119928002357,-31.989729918539524,0.9914446812727932,4.752609990537167
depth and force,-27.248530387878418,-28.466469764709473,0.7717007147408157,1.2179393768310547
hours and miles,-23.075828552246094,-21.4399573802948,0.16302765614326775,-1.635871171951294
