,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-36.4482421875,-33.607025146484375
1,kiwis and narwhals,-35.431640625,-35.24957275390625
2,kiwis and ocelots,-36.791259765625,-32.747894287109375
3,ibex and kiwis,-34.716796875,-34.3994140625
4,harpies and kiwis,-36.090030670166016,-39.0634765625
5,axolotls and wolverines,-42.146484375,-37.56640625
6,axolotls and ibex,-42.630859375,-40.099609375
7,axolotls and harpies,-47.80859375,-39.60400390625
8,axolotls and keas,-45.072265625,-40.14794921875
9,axolotls and bonobos,-40.989501953125,-34.65087890625
10,axolotls and wombats,-42.6181640625,-40.26220703125
11,axolotls and lions,-40.638671875,-32.18701171875
12,ocelots and platypuses,-36.58203125,-40.3861083984375
13,ibex and platypuses,-37.9521484375,-41.791015625
14,harpies and platypuses,-39.6240234375,-44.525390625
15,keas and platypuses,-40.625,-43.833984375
16,bonobos and platypuses,-36.6513671875,-38.86669921875
17,harpies and wolverines,-36.31103515625,-38.111328125
18,keas and wolverines,-37.71435546875,-38.11328125
19,bonobos and wolverines,-33.6357421875,-32.4658203125
20,capybaras and ibex,-40.6796875,-45.06640625
21,capybaras and harpies,-46.8046875,-38.16162109375
22,capybaras and keas,-42.61328125,-37.69122314453125
23,ibex and narwhals,-37.09375,-38.2109375
24,harpies and narwhals,-37.4267578125,-38.787109375
25,keas and narwhals,-37.87841796875,-40.865234375
26,ibex and ocelots,-33.40625,-34.775390625
27,keas and ocelots,-36.92529296875,-36.974609375
28,bonobos and ocelots,-33.446533203125,-33.7685546875
29,harpies and ibex,-35.9228515625,-41.19140625
30,ibex and keas,-35.21875,-36.89453125
31,bonobos and ibex,-33.8564453125,-34.57421875
32,ibex and koalas,-36.37109375,-37.451171875
33,ibex and sloths,-35.5,-31.6240234375
34,aardvarks and ibex,-35.296875,-39.203125
35,harpies and keas,-40.736328125,-42.4140625
36,bonobos and harpies,-38.30078125,-35.684814453125
37,harpies and koalas,-35.819091796875,-39.828125
38,harpies and wombats,-37.83984375,-40.443359375
39,aardvarks and harpies,-39.48046875,-41.046621322631836
40,bonobos and keas,-36.0576171875,-36.271240234375
41,keas and koalas,-33.4730224609375,-36.607421875
42,keas and sloths,-35.01953125,-37.115234375
43,keas and wombats,-36.568359375,-40.244140625
44,keas and lions,-33.1015625,-33.591796875
45,aardvarks and keas,-38.20703125,-39.6162109375
46,bonobos and wombats,-34.10400390625,-35.291748046875
47,aardvarks and bonobos,-35.316650390625,-40.00537109375
48,ocarinas and vibraphones,-40.829345703125,-41.55078125
49,cymbals and ocarinas,-35.07275390625,-37.251220703125
50,clarinets and ocarinas,-37.564453125,-37.71533203125
51,cellos and ocarinas,-38.796875,-39.43359375
52,didgeridoos and vibraphones,-52.8193359375,-49.728515625
53,lutes and marimbas,-37.408203125,-35.8564453125
54,kalimbas and lutes,-40.82421875,-41.939453125
55,clarinets and kalimbas,-38.0361328125,-42.00390625
