,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-30.4984130859375,-29.318023681640625
1,kiwis and narwhals,-30.114501953125,-30.0970458984375
2,kiwis and ocelots,-33.39404296875,-33.51177978515625
3,ibex and kiwis,-32.53662109375,-33.07080078125
4,harpies and kiwis,-33.15704345703125,-33.44580078125
5,axolotls and wolverines,-31.842529296875,-29.428558349609375
6,axolotls and ibex,-32.8447265625,-32.646484375
7,axolotls and harpies,-32.22802734375,-32.606689453125
8,axolotls and keas,-34.1923828125,-37.74176025390625
9,axolotls and bonobos,-31.69287872314453,-32.36280822753906
10,axolotls and wombats,-30.940093994140625,-31.305007934570312
11,axolotls and lions,-29.9560546875,-29.05517578125
12,ocelots and platypuses,-33.2889404296875,-32.588134765625
13,ibex and platypuses,-33.676025390625,-32.2392578125
14,harpies and platypuses,-32.491943359375,-32.06005859375
15,keas and platypuses,-36.7978515625,-31.7451171875
16,bonobos and platypuses,-30.5999755859375,-29.979307174682617
17,harpies and wolverines,-32.5135498046875,-28.9169921875
18,keas and wolverines,-36.39990234375,-32.873046875
19,bonobos and wolverines,-31.20855712890625,-29.789493560791016
20,capybaras and ibex,-31.0499267578125,-33.80183410644531
21,capybaras and harpies,-32.771240234375,-35.00868034362793
22,capybaras and keas,-34.099365234375,-37.48361587524414
23,ibex and narwhals,-31.188232421875,-32.30712890625
24,harpies and narwhals,-31.260650634765625,-29.90576171875
25,keas and narwhals,-37.04315185546875,-34.26220703125
26,ibex and ocelots,-34.05078125,-35.515625
27,keas and ocelots,-37.95361328125,-36.8359375
28,bonobos and ocelots,-31.993011474609375,-35.674560546875
29,harpies and ibex,-35.138671875,-34.18359375
30,ibex and keas,-33.185546875,-35.9296875
31,bonobos and ibex,-30.8154296875,-32.65911865234375
32,ibex and koalas,-31.5025634765625,-33.203125
33,ibex and sloths,-32.775390625,-31.43359375
34,aardvarks and ibex,-28.59814453125,-33.0264892578125
35,harpies and keas,-35.25,-36.4404296875
36,bonobos and harpies,-33.3388671875,-35.943199157714844
37,harpies and koalas,-31.880508422851562,-30.91748046875
38,harpies and wombats,-32.433837890625,-30.170166015625
39,aardvarks and harpies,-28.37261962890625,-33.638160705566406
40,bonobos and keas,-34.5185546875,-38.296142578125
41,keas and koalas,-35.20440673828125,-29.951171875
42,keas and sloths,-35.453125,-33.544921875
43,keas and wombats,-35.75732421875,-30.1181640625
44,keas and lions,-33.90625,-30.625
45,aardvarks and keas,-31.7564697265625,-36.23490905761719
46,bonobos and wombats,-31.407730102539062,-28.321879386901855
47,aardvarks and bonobos,-31.704612731933594,-33.351104736328125
48,ocarinas and vibraphones,-32.160125732421875,-33.0721435546875
49,cymbals and ocarinas,-31.830810546875,-28.82940673828125
50,clarinets and ocarinas,-29.129638671875,-27.447391510009766
51,cellos and ocarinas,-29.853363037109375,-27.72589111328125
52,didgeridoos and vibraphones,-41.33929443359375,-34.5808219909668
53,lutes and marimbas,-28.635902404785156,-32.32763671875
54,kalimbas and lutes,-34.01953125,-31.2752685546875
55,clarinets and kalimbas,-32.3775634765625,-35.629488945007324
56,kalimbas and trumpets,-34.3826904296875,-29.86376953125
57,cellos and kalimbas,-30.3023681640625,-34.8916015625
