,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-30.7213134765625,-31.82177734375
1,kiwis and narwhals,-33.462646484375,-30.8790283203125
2,kiwis and ocelots,-37.20361328125,-36.17041015625
3,ibex and kiwis,-35.548828125,-32.6181640625
4,harpies and kiwis,-30.79693603515625,-38.1337890625
5,axolotls and wolverines,-38.115966796875,-34.35009765625
6,axolotls and ibex,-38.052734375,-39.35546875
7,axolotls and harpies,-46.26953125,-34.0845947265625
8,axolotls and keas,-42.654296875,-38.52880859375
9,axolotls and bonobos,-39.12646484375,-35.66552734375
10,axolotls and wombats,-39.76513671875,-37.19921875
11,axolotls and lions,-38.119140625,-30.25146484375
12,ocelots and platypuses,-40.361328125,-37.23046875
13,ibex and platypuses,-41.0732421875,-37.11328125
14,harpies and platypuses,-34.6435546875,-40.599609375
15,keas and platypuses,-38.5234375,-40.83984375
16,bonobos and platypuses,-35.6064453125,-35.619384765625
17,harpies and wolverines,-30.501708984375,-33.65673828125
18,keas and wolverines,-33.8499755859375,-36.255859375
19,bonobos and wolverines,-33.2557373046875,-34.5338134765625
20,capybaras and ibex,-36.568359375,-42.818359375
21,capybaras and harpies,-40.462890625,-35.62158203125
22,capybaras and keas,-37.55859375,-36.929931640625
23,ibex and narwhals,-38.873046875,-31.8662109375
24,harpies and narwhals,-31.8095703125,-33.7529296875
25,keas and narwhals,-36.195068359375,-35.2353515625
26,ibex and ocelots,-38.658203125,-36.525390625
27,keas and ocelots,-37.309326171875,-39.474609375
28,bonobos and ocelots,-34.768798828125,-37.757080078125
29,harpies and ibex,-30.984375,-41.41796875
30,ibex and keas,-35.6171875,-32.68359375
31,bonobos and ibex,-32.810546875,-36.678955078125
32,ibex and koalas,-37.923828125,-29.6484375
33,ibex and sloths,-37.3359375,-30.39453125
34,aardvarks and ibex,-38.912109375,-41.2587890625
35,harpies and keas,-36.298828125,-37.814453125
36,bonobos and harpies,-38.240234375,-32.97802734375
37,harpies and koalas,-29.66064453125,-38.48828125
38,harpies and wombats,-31.862060546875,-35.04296875
39,aardvarks and harpies,-37.12109375,-36.105926513671875
40,bonobos and keas,-36.431640625,-35.92431640625
41,keas and koalas,-30.997802734375,-34.427734375
42,keas and sloths,-33.09765625,-36.037109375
43,keas and wombats,-33.298828125,-36.666015625
44,keas and lions,-29.9609375,-29.275390625
45,aardvarks and keas,-40.291015625,-38.02484130859375
46,bonobos and wombats,-33.84814453125,-34.1181640625
47,aardvarks and bonobos,-37.81494140625,-39.57470703125
48,ocarinas and vibraphones,-41.228515625,-38.83984375
49,cymbals and ocarinas,-35.1513671875,-36.525390625
50,clarinets and ocarinas,-36.18505859375,-39.4833984375
51,cellos and ocarinas,-36.08984375,-37.4609375
52,didgeridoos and vibraphones,-50.37109375,-47.8271484375
53,lutes and marimbas,-32.9609375,-33.0322265625
54,kalimbas and lutes,-39.240234375,-36.02099609375
55,clarinets and kalimbas,-35.849853515625,-41.12158203125
56,kalimbas and trumpets,-39.220703125,-36.18994140625
57,cellos and kalimbas,-40.6396484375,-39.970703125
58,kalimbas and saxophones,-39.4913330078125,-33.0693359375
59,lutes and saxophones,-28.764312744140625,-24.404296875
60,casserole and eagle,-32.05419921875,-30.89801025390625
61,kite and linguist,-34.60546875,-30.369140625
62,algorithm and perfume,-30.16796875,-31.462890625
63,forest and screwdriver,-31.62109375,-30.13671875
64,slipper and volcano,-32.583984375,-31.42578125
65,harmonica and microscope,-32.33984375,-31.642578125
66,cookbook and zenith,-28.6767578125,-33.529296875
67,hammock and hydrogen,-33.798828125,-33.513671875
68,neuron and toaster,-32.4453125,-33.8984375
69,marshmallow and telescope,-30.556640625,-31.864181518554688
70,casserole and optics,-34.29638671875,-31.142578125
71,encyclopedia and comet,-31.115234375,-29.0703125
72,nimbus and waffle,-34.34375,-36.8505859375
73,photon and pumpkin,-29.61328125,-32.44140625
74,lantern and syntax,-31.44140625,-31.48828125
75,echo and vineyard,-35.017578125,-29.75390625
76,nebula and snowman,-30.02716064453125,-31.9476318359375
77,botany and teapot,-34.7666015625,-30.70654296875
78,chisel and kaleidoscope,-32.2459716796875,-31.426513671875
79,lava and teacup,-31.521484375,-31.609375
80,entropy and orchard,-32.7109375,-31.814453125
81,axolotl and vineyard,-40.2724609375,-37.8095703125
82,clockwork and meadow,-32.578125,-34.05859375
83,algebra and telescope,-32.28515625,-26.748046875
84,arcade and topaz,-30.01953125,-31.71484375
85,asteroid and compass,-26.765625,-27.1015625
86,bicycle and nebula,-32.24560546875,-30.53106689453125
87,bungalow and entropy,-35.417724609375,-34.811767578125
88,carnation and gnome,-30.568359375,-34.671875
89,cinnamon and harmonica,-31.6171875,-31.22265625
90,coral and syntax,-31.32421875,-32.32421875
91,dandelion and pendulum,-32.19287109375,-32.868408203125
92,delirium and telescope,-32.77679443359375,-31.3868408203125
93,anchors and sandstorms,-31.4970703125,-32.453125
94,scissors and volcanoes,-34.275390625,-32.322265625
95,equations and lanterns,-31.4052734375,-33.462890625
96,satellites and tulips,-31.79443359375,-31.748046875
97,compasses and hedgehogs,-27.933685302734375,-30.33740234375
98,comets and neckties,-34.6015625,-35.3828125
99,castles and headphones,-32.841796875,-32.572265625
100,paperclips and pyramids,-34.184288024902344,-33.984619140625
101,constellations and kettles,-42.7064208984375,-34.721923828125
102,kaleidoscopes and whales,-32.70703125,-31.8861083984375
103,meadows and pianos,-32.681640625,-27.872802734375
104,magnets and zebras,-30.61328125,-29.513671875
105,parrots and submarines,-28.16595458984375,-28.8187255859375
106,crayons and jungles,-28.8114013671875,-30.7333984375
107,harbor and teapot,-31.2889404296875,-30.29833984375
108,notebook and quicksand,-34.169921875,-34.44921875
109,glacier and lantern,-28.2132568359375,-28.950729370117188
110,microscope and puddle,-30.849609375,-30.65234375
111,compass and swan,-30.2265625,-28.95703125
112,bonsai and cathedral,-32.08544921875,-33.6630859375
113,honeycomb and violin,-32.31640625,-28.7080078125
114,sailboat and stadium,-29.5498046875,-29.8623046875
115,acorns and skyscrapers,-30.6422119140625,-34.15478515625
116,bell and trellis,-25.89849853515625,-29.195556640625
117,inkwell and kite,-31.001953125,-32.19140625
118,foxglove and trombone,-30.62945556640625,-37.92567443847656
119,carousel and quill,-28.021484375,-29.14453125
120,lighthouse and onion,-29.1875,-31.462890625
121,cactus and chessboard,-33.4530029296875,-31.243408203125
122,gallery and raindrop,-34.150390625,-34.05859375
123,cricket and plow,-33.2890625,-31.63671875
124,gingerbread and fresco,-34.517578125,-28.6591796875
125,cello and sunflower,-31.71484375,-30.76171875
126,archway and quilt,-31.26171875,-30.083984375
127,compass and haystack,-30.7421875,-27.48828125
128,beacon and millipede,-31.30712890625,-32.13232421875
129,parchment and windmill,-29.63671875,-31.474609375
130,candlestick and meadow,-29.734375,-31.720458984375
