,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-32.43194580078125,-27.581024169921875
1,kiwis and narwhals,-29.76385498046875,-27.86968994140625
2,kiwis and ocelots,-33.43084716796875,-29.9991455078125
3,ibex and kiwis,-30.499267578125,-32.5634765625
4,harpies and kiwis,-32.2369384765625,-33.54248046875
5,axolotls and wolverines,-29.5135498046875,-27.551284790039062
6,axolotls and ibex,-31.22039794921875,-30.49298095703125
7,axolotls and harpies,-32.66766357421875,-32.14044189453125
8,axolotls and keas,-33.86785888671875,-34.349609375
9,axolotls and bonobos,-28.95393943786621,-29.123153686523438
10,axolotls and wombats,-29.657241821289062,-27.29322052001953
11,axolotls and lions,-27.96942138671875,-29.22998046875
12,ocelots and platypuses,-28.95806884765625,-27.1099853515625
13,ibex and platypuses,-31.4197998046875,-29.0537109375
14,harpies and platypuses,-31.114501953125,-29.42041015625
15,keas and platypuses,-35.61328125,-30.9765625
16,bonobos and platypuses,-27.952392578125,-28.382789611816406
17,harpies and wolverines,-31.498779296875,-27.67431640625
18,keas and wolverines,-36.587890625,-32.1728515625
19,bonobos and wolverines,-28.028305053710938,-28.62519645690918
20,capybaras and ibex,-30.433349609375,-30.214492797851562
21,capybaras and harpies,-31.81494140625,-32.63385009765625
22,capybaras and keas,-36.423828125,-35.329132080078125
23,ibex and narwhals,-29.4869384765625,-28.912353515625
24,harpies and narwhals,-30.380859375,-28.6123046875
25,keas and narwhals,-34.44384765625,-31.3876953125
26,ibex and ocelots,-27.82177734375,-30.1484375
27,keas and ocelots,-34.57275390625,-33.41796875
28,bonobos and ocelots,-27.663665771484375,-28.707534790039062
29,harpies and ibex,-31.9052734375,-31.8125
30,ibex and keas,-32.23046875,-34.81640625
31,bonobos and ibex,-28.4796142578125,-28.889610290527344
32,ibex and koalas,-29.17999267578125,-30.79541015625
33,ibex and sloths,-29.1298828125,-28.6083984375
34,aardvarks and ibex,-34.7957763671875,-32.1370735168457
35,harpies and keas,-35.328125,-35.7314453125
36,bonobos and harpies,-29.7518310546875,-32.83451461791992
37,harpies and koalas,-30.36370086669922,-31.88427734375
38,harpies and wombats,-31.697265625,-29.947265625
39,aardvarks and harpies,-32.78826904296875,-33.36989784240723
40,bonobos and keas,-33.0950927734375,-35.22631072998047
41,keas and koalas,-31.083114624023438,-29.48876953125
42,keas and sloths,-35.25,-31.49609375
43,keas and wombats,-35.71875,-28.203125
44,keas and lions,-34.73046875,-30.462890625
45,aardvarks and keas,-36.99072265625,-37.49189376831055
46,bonobos and wombats,-26.53485107421875,-25.68972396850586
47,aardvarks and bonobos,-35.42289733886719,-29.372333526611328
48,ocarinas and vibraphones,-29.0347900390625,-28.8494873046875
49,cymbals and ocarinas,-29.9166259765625,-27.802093505859375
50,clarinets and ocarinas,-27.260833740234375,-26.5576114654541
51,cellos and ocarinas,-30.34698486328125,-27.31298828125
52,didgeridoos and vibraphones,-33.600677490234375,-30.58001708984375
53,lutes and marimbas,-24.327606201171875,-30.6102294921875
54,kalimbas and lutes,-33.2119140625,-26.9410400390625
55,clarinets and kalimbas,-29.965423583984375,-32.632808685302734
56,kalimbas and trumpets,-34.1383056640625,-30.40399169921875
57,cellos and kalimbas,-30.70263671875,-32.2301025390625
58,kalimbas and saxophones,-34.278873443603516,-30.260986328125
59,lutes and saxophones,-26.968772888183594,-29.49462890625
60,casserole and eagle,-32.6611328125,-32.19984436035156
61,kite and linguist,-31.712890625,-32.81640625
62,algorithm and perfume,-28.98828125,-29.234375
63,forest and screwdriver,-31.994140625,-31.41015625
64,slipper and volcano,-33.068359375,-31.1728515625
65,harmonica and microscope,-29.8203125,-28.927734375
66,cookbook and zenith,-33.0078125,-32.4775390625
67,hammock and hydrogen,-32.50732421875,-33.771484375
68,neuron and toaster,-32.07421875,-30.751953125
69,marshmallow and telescope,-30.574462890625,-28.777099609375
70,casserole and optics,-33.1923828125,-33.94580078125
71,encyclopedia and comet,-29.6875,-29.38671875
72,nimbus and waffle,-31.76123046875,-32.189453125
73,photon and pumpkin,-29.46484375,-32.23828125
74,lantern and syntax,-30.90625,-28.720703125
75,echo and vineyard,-33.0703125,-29.4150390625
76,nebula and snowman,-29.3681640625,-30.256134033203125
77,botany and teapot,-32.6240234375,-31.110107421875
78,chisel and kaleidoscope,-36.187408447265625,-33.853515625
79,lava and teacup,-29.86962890625,-28.8455810546875
80,entropy and orchard,-30.00390625,-30.220703125
81,axolotl and vineyard,-34.94207763671875,-30.877655029296875
82,clockwork and meadow,-31.453125,-32.73046875
83,algebra and telescope,-27.951171875,-27.751953125
84,arcade and topaz,-33.0654296875,-30.470703125
85,asteroid and compass,-28.6171875,-25.962890625
86,bicycle and nebula,-31.1072998046875,-30.1396484375
87,bungalow and entropy,-32.9970703125,-34.77099609375
88,carnation and gnome,-30.93359375,-33.541015625
89,cinnamon and harmonica,-29.76904296875,-30.0390625
90,coral and syntax,-29.087890625,-29.236328125
91,dandelion and pendulum,-30.95751953125,-29.83056640625
92,delirium and telescope,-30.189697265625,-30.588623046875
93,anchors and sandstorms,-30.86865234375,-31.552734375
94,scissors and volcanoes,-29.5517578125,-28.678955078125
95,equations and lanterns,-30.68701171875,-30.3974609375
96,satellites and tulips,-28.440673828125,-28.9462890625
97,compasses and hedgehogs,-30.175872802734375,-29.53899383544922
98,comets and neckties,-29.7861328125,-34.36328125
99,castles and headphones,-28.3642578125,-28.974609375
100,paperclips and pyramids,-30.784912109375,-28.240203857421875
101,constellations and kettles,-31.19676971435547,-32.60586357116699
102,kaleidoscopes and whales,-30.418701171875,-30.426589965820312
103,meadows and pianos,-29.58929443359375,-29.736328125
104,magnets and zebras,-27.4296875,-28.681640625
105,parrots and submarines,-27.83336639404297,-26.331298828125
106,crayons and jungles,-29.5166015625,-31.8916015625
107,harbor and teapot,-29.8685302734375,-29.229248046875
108,notebook and quicksand,-30.8115234375,-32.06640625
109,glacier and lantern,-28.91796875,-29.172454833984375
110,microscope and puddle,-31.052734375,-32.11328125
111,compass and swan,-28.673828125,-26.759765625
112,bonsai and cathedral,-29.495849609375,-28.71435546875
113,honeycomb and violin,-30.08984375,-31.66015625
114,sailboat and stadium,-29.83984375,-29.5771484375
115,acorns and skyscrapers,-30.988555908203125,-31.90771484375
116,bell and trellis,-26.805419921875,-29.0537109375
117,inkwell and kite,-30.548828125,-33.30078125
118,foxglove and trombone,-31.30029296875,-34.4666748046875
119,carousel and quill,-30.98046875,-30.833984375
120,lighthouse and onion,-27.18359375,-28.47265625
121,cactus and chessboard,-30.6553955078125,-29.57763671875
122,gallery and raindrop,-31.5390625,-33.388671875
123,cricket and plow,-30.37109375,-31.7109375
124,gingerbread and fresco,-31.5849609375,-29.645751953125
125,cello and sunflower,-29.23046875,-27.8154296875
126,archway and quilt,-32.84765625,-33.8359375
127,compass and haystack,-28.279296875,-27.69140625
128,beacon and millipede,-31.56884765625,-33.4453125
129,parchment and windmill,-29.787109375,-29.294921875
130,candlestick and meadow,-31.427490234375,-31.0712890625
