,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-79.0390625,-77.9296875
1,kiwis and narwhals,-78.21875,-76.9375
2,kiwis and ocelots,-79.7578125,-78.46875
3,ibex and kiwis,-64.96875,-64.2734375
4,harpies and kiwis,-75.3359375,-77.2890625
5,axolotls and wolverines,-86.0546875,-88.3359375
6,axolotls and ibex,-73.7734375,-75.9453125
7,axolotls and harpies,-90.0859375,-87.34375
8,axolotls and keas,-76.9609375,-78.2578125
9,axolotls and bonobos,-87.7890625,-90.03125
10,axolotls and wombats,-78.15625,-78.0234375
11,axolotls and lions,-66.3046875,-67.25
12,ocelots and platypuses,-80.640625,-80.71875
13,ibex and platypuses,-66.1171875,-66.859375
14,harpies and platypuses,-77.7734375,-78.3984375
15,keas and platypuses,-66.2265625,-69.2578125
16,bonobos and platypuses,-80.828125,-78.125
17,harpies and wolverines,-76.9765625,-78.96875
18,keas and wolverines,-68.8671875,-68.3828125
19,bonobos and wolverines,-80.140625,-78.140625
20,capybaras and ibex,-78.65625,-80.7109375
21,capybaras and harpies,-90.515625,-89.0234375
22,capybaras and keas,-79.4453125,-81.140625
23,ibex and narwhals,-67.7421875,-65.5546875
24,harpies and narwhals,-77.75,-77.90625
25,keas and narwhals,-68.2890625,-66.7578125
26,ibex and ocelots,-68.2890625,-65.2890625
27,keas and ocelots,-68.5234375,-67.953125
28,bonobos and ocelots,-80.9921875,-82.078125
29,harpies and ibex,-61.1171875,-64.4921875
30,ibex and keas,-55.4375,-54.0390625
31,bonobos and ibex,-65.7890625,-64.609375
32,ibex and koalas,-65.171875,-64.15625
33,ibex and sloths,-50.828125,-51.1328125
34,aardvarks and ibex,-77.078125,-78.09375
35,harpies and keas,-65.40625,-65.78125
36,bonobos and harpies,-79.1015625,-78.296875
37,harpies and koalas,-76.6640625,-74.6484375
38,harpies and wombats,-64.9765625,-67.8515625
39,aardvarks and harpies,-89.421875,-85.640625
40,bonobos and keas,-69.125,-68.828125
41,keas and koalas,-67.5546875,-67.0
42,keas and sloths,-54.421875,-53.59375
43,keas and wombats,-57.0546875,-57.6875
44,keas and lions,-45.546875,-45.328125
45,aardvarks and keas,-78.84375,-80.4453125
46,bonobos and wombats,-69.21875,-68.046875
47,aardvarks and bonobos,-93.3125,-89.0078125
48,ocarinas and vibraphones,-93.5859375,-90.828125
49,cymbals and ocarinas,-85.34375,-85.0859375
50,clarinets and ocarinas,-79.3984375,-80.921875
51,cellos and ocarinas,-68.578125,-70.78125
52,didgeridoos and vibraphones,-101.125,-99.3984375
53,lutes and marimbas,-69.09375,-69.6875
54,kalimbas and lutes,-77.1796875,-78.1328125
55,clarinets and kalimbas,-88.0546875,-89.3046875
56,kalimbas and trumpets,-76.5859375,-77.4921875
57,cellos and kalimbas,-76.6171875,-76.4453125
58,kalimbas and saxophones,-87.5625,-89.25
59,lutes and saxophones,-67.421875,-68.34375
60,casserole and eagle,-57.03125,-56.8671875
61,kite and linguist,-55.28125,-57.8984375
62,algorithm and perfume,-31.8359375,-33.453125
63,forest and screwdriver,-41.703125,-43.2890625
64,slipper and volcano,-46.90625,-45.234375
65,harmonica and microscope,-40.6796875,-40.453125
66,cookbook and zenith,-66.7578125,-66.765625
67,hammock and hydrogen,-53.9296875,-56.625
