binom,Alpha Probs,Nonalpha Probs,ProbAandB,log_odds
men and women,-18.048580586910248,-18.7171368598938,0.661179809232833,0.668556272983551
black and white,-17.23884852230549,-20.59777021408081,0.9663957762863885,3.358921691775322
day and night,-19.214595913887024,-20.330814480781555,0.7532866259558324,1.1162185668945312
boys and girls,-18.592839241027832,-19.875091910362244,0.7828329865957968,1.2822526693344116
left and right,-18.739518865942955,-19.96050202846527,0.7722365214875753,1.220983162522316
female and male,-20.829474806785583,-18.642479799687862,0.10092443589284023,-2.186995007097721
father and mother,-21.021146297454834,-20.920648097991943,0.4748965750604355,-0.10049819946289062
goods and services,-18.74999451637268,-23.273974180221558,0.9892705935999683,4.523979663848877
north and south,-20.192181289196014,-23.405739545822144,0.9613413225419409,3.213558256626129
development and research,-22.679585456848145,-18.36210322380066,0.013157971093823495,-4.317482233047485
place and time,-21.624261617660522,-19.898833751678467,0.15117334056782938,-1.7254278659820557
death and life,-20.883039474487305,-18.36066162586212,0.07430422370359709,-2.522377848625183
brothers and sisters,-18.20279175788164,-21.23012375831604,0.9537937331494248,3.0273320004343987
husband and wife,-18.735440343618393,-22.5824134349823,0.979101810260245,3.846973091363907
gas and oil,-22.468751668930054,-18.36115801334381,0.01618116821941046,-4.107593655586243
pepper and salt,-22.7466402053833,-19.288609583862126,0.030530269405865944,-3.458030621521175
fall and rise,-22.58962082862854,-19.558493852615356,0.04603930527256712,-3.0311269760131836
arms and legs,-21.229844331741333,-22.75787663459778,0.8217182342022411,1.5280323028564453
fruits and vegetables,-19.241145255044103,-22.667164873331785,0.9685078908272321,3.4260196182876825
arts and sciences,-22.11625635623932,-24.233821630477905,0.8925987445536916,2.1175652742385864
gentlemen and ladies,-21.934086203575134,-18.96083265542984,0.04864892030393998,-2.973253548145294
feelings and thoughts,-21.848750352859497,-21.9261634349823,0.5193436113196481,0.07741308212280273
diagnosis and treatment,-19.859818041324615,-23.86279959231615,0.9820663766833467,4.002981550991535
groups and individuals,-24.315762996673584,-21.872886419296265,0.07996103437536604,-2.4428765773773193
knowledge and skills,-22.320849180221558,-21.062041759490967,0.22117925641295738,-1.2588074207305908
heart and mind,-21.130704402923584,-22.442793369293213,0.7878625055924247,1.312088966369629
influence and power,-23.57750964164734,-21.634832620620728,0.12535405233091984,-1.9426770210266113
Africa and Asia,-18.665459871292114,-18.310431480407715,0.41216358282161397,-0.3550283908843994
addresses and names,-24.168351411819458,-21.454500675201416,0.06216098614973501,-2.713850736618042
