,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-62.546875,-58.87109375
1,kiwis and narwhals,-56.96875,-62.53125
2,kiwis and ocelots,-60.0078125,-65.8828125
3,ibex and kiwis,-49.66796875,-50.96484375
4,harpies and kiwis,-56.97265625,-55.4921875
5,axolotls and wolverines,-70.80859375,-65.76171875
6,axolotls and ibex,-63.44140625,-57.4609375
7,axolotls and harpies,-68.73046875,-63.66796875
8,axolotls and keas,-63.80078125,-55.31640625
9,axolotls and bonobos,-71.5703125,-68.6953125
10,axolotls and wombats,-67.31640625,-65.1484375
11,axolotls and lions,-57.30078125,-58.61328125
12,ocelots and platypuses,-65.26171875,-66.40625
13,ibex and platypuses,-54.3203125,-56.375
14,harpies and platypuses,-57.1875,-58.8984375
15,keas and platypuses,-50.671875,-56.0078125
16,bonobos and platypuses,-65.76953125,-64.1875
17,harpies and wolverines,-58.3125,-53.66796875
18,keas and wolverines,-50.78515625,-51.40234375
19,bonobos and wolverines,-63.32421875,-59.09765625
20,capybaras and ibex,-62.86328125,-57.71484375
21,capybaras and harpies,-65.16015625,-62.77734375
22,capybaras and keas,-59.69921875,-52.3828125
23,ibex and narwhals,-50.50390625,-54.8046875
24,harpies and narwhals,-55.12890625,-58.4765625
25,keas and narwhals,-46.58203125,-51.3984375
26,ibex and ocelots,-55.70703125,-57.25
27,keas and ocelots,-50.41796875,-54.390625
28,bonobos and ocelots,-63.2890625,-64.30078125
29,harpies and ibex,-50.8671875,-48.4921875
30,ibex and keas,-42.78125,-40.75
31,bonobos and ibex,-53.98828125,-51.140625
32,ibex and koalas,-47.89453125,-49.71875
33,ibex and sloths,-45.83984375,-49.26953125
34,aardvarks and ibex,-64.87109375,-61.796875
35,harpies and keas,-48.37109375,-43.5859375
36,bonobos and harpies,-56.85546875,-57.33984375
37,harpies and koalas,-54.6875,-52.9921875
38,harpies and wombats,-54.3125,-54.44921875
39,aardvarks and harpies,-64.486328125,-64.56640625
40,bonobos and keas,-53.0078125,-48.01171875
41,keas and koalas,-44.6875,-47.83984375
42,keas and sloths,-42.58984375,-47.109375
43,keas and wombats,-43.453125,-48.0
44,keas and lions,-34.3515625,-42.5234375
45,aardvarks and keas,-60.2265625,-57.30859375
46,bonobos and wombats,-57.09375,-57.3515625
47,aardvarks and bonobos,-70.3203125,-68.14453125
48,ocarinas and vibraphones,-65.66015625,-64.859375
49,cymbals and ocarinas,-57.46484375,-53.755859375
50,clarinets and ocarinas,-69.14453125,-59.86328125
51,cellos and ocarinas,-53.39453125,-50.171875
52,didgeridoos and vibraphones,-80.046875,-75.71484375
53,lutes and marimbas,-49.30078125,-50.1796875
54,kalimbas and lutes,-56.671875,-50.375
55,clarinets and kalimbas,-72.98828125,-65.6484375
56,kalimbas and trumpets,-58.05078125,-61.7421875
57,cellos and kalimbas,-57.60546875,-55.53125
58,kalimbas and saxophones,-64.90234375,-74.521484375
59,lutes and saxophones,-46.36328125,-59.177734375
60,casserole and eagle,-51.59765625,-50.16015625
61,kite and linguist,-43.62890625,-43.33984375
62,algorithm and perfume,-31.6875,-32.23046875
63,forest and screwdriver,-37.56640625,-40.30859375
64,slipper and volcano,-44.36328125,-40.8046875
65,harmonica and microscope,-46.58984375,-42.78515625
66,cookbook and zenith,-51.484375,-52.578125
67,hammock and hydrogen,-40.69140625,-41.73046875
68,neuron and toaster,-37.95703125,-36.640625
69,marshmallow and telescope,-48.09375,-44.77734375
70,casserole and optics,-52.60546875,-50.8671875
71,encyclopedia and comet,-36.48828125,-35.4609375
72,nimbus and waffle,-51.84765625,-50.6171875
73,photon and pumpkin,-36.3828125,-35.05078125
74,lantern and syntax,-31.11328125,-29.55859375
75,echo and vineyard,-38.23828125,-42.67578125
76,nebula and snowman,-48.7734375,-47.216796875
77,botany and teapot,-49.3828125,-50.84765625
78,chisel and kaleidoscope,-63.24609375,-63.27734375
79,lava and teacup,-39.484375,-41.9765625
80,entropy and orchard,-36.3359375,-39.40625
81,axolotl and vineyard,-65.2421875,-64.14453125
82,clockwork and meadow,-48.11328125,-45.9375
83,algebra and telescope,-30.3515625,-29.67578125
84,arcade and topaz,-48.75390625,-41.12109375
85,asteroid and compass,-33.234375,-35.14453125
86,bicycle and nebula,-39.69140625,-44.23828125
87,bungalow and entropy,-42.18359375,-43.359375
88,carnation and gnome,-42.625,-40.4375
89,cinnamon and harmonica,-45.734375,-45.85546875
90,coral and syntax,-31.81640625,-30.17578125
91,dandelion and pendulum,-49.73046875,-51.03515625
92,delirium and telescope,-44.05078125,-36.43359375
93,anchors and sandstorms,-42.33203125,-51.50390625
94,scissors and volcanoes,-49.47265625,-47.16796875
95,equations and lanterns,-38.24609375,-42.515625
96,satellites and tulips,-43.4375,-45.46875
97,compasses and hedgehogs,-56.4453125,-59.95703125
98,comets and neckties,-47.4453125,-44.791015625
99,castles and headphones,-39.6328125,-41.3125
100,paperclips and pyramids,-59.671875,-55.75390625
101,constellations and kettles,-56.359375,-57.765625
102,kaleidoscopes and whales,-69.69921875,-64.87890625
103,meadows and pianos,-47.625,-56.609375
104,magnets and zebras,-45.94921875,-45.34375
105,parrots and submarines,-44.06640625,-46.99609375
106,crayons and jungles,-54.796875,-51.97265625
107,harbor and teapot,-43.05078125,-46.67578125
108,notebook and quicksand,-42.4921875,-44.98828125
109,glacier and lantern,-42.23828125,-43.52734375
110,microscope and puddle,-38.73828125,-38.0390625
111,compass and swan,-33.3125,-36.77734375
112,bonsai and cathedral,-43.734375,-46.5703125
113,honeycomb and violin,-45.65234375,-43.18359375
114,sailboat and stadium,-43.98828125,-42.36328125
115,acorns and skyscrapers,-66.27734375,-69.828125
116,bell and trellis,-43.3203125,-43.63671875
117,inkwell and kite,-43.359375,-45.38671875
118,foxglove and trombone,-65.78515625,-64.53125
119,carousel and quill,-40.205078125,-42.34375
120,lighthouse and onion,-37.34765625,-37.890625
121,cactus and chessboard,-47.11328125,-51.14453125
122,gallery and raindrop,-45.578125,-49.6171875
123,cricket and plow,-36.44140625,-38.734375
124,gingerbread and fresco,-50.107421875,-53.35546875
125,cello and sunflower,-40.7265625,-46.32421875
126,archway and quilt,-36.48046875,-36.3359375
127,compass and haystack,-42.51953125,-42.59375
128,beacon and millipede,-46.16796875,-49.41015625
129,parchment and windmill,-41.8203125,-41.4765625
130,candlestick and meadow,-52.9453125,-55.69921875
