,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-28.2098388671875,-31.2813720703125
1,kiwis and narwhals,-31.8154296875,-32.7158203125
2,kiwis and ocelots,-32.1826171875,-37.3221435546875
3,ibex and kiwis,-35.08203125,-31.69140625
4,harpies and kiwis,-30.40643310546875,-33.9453125
5,axolotls and wolverines,-36.53857421875,-34.2333984375
6,axolotls and ibex,-38.123046875,-39.0205078125
7,axolotls and harpies,-42.205078125,-34.26806640625
8,axolotls and keas,-41.333984375,-38.42822265625
9,axolotls and bonobos,-37.3853759765625,-35.2197265625
10,axolotls and wombats,-38.05078125,-39.197265625
11,axolotls and lions,-36.259765625,-32.5419921875
12,ocelots and platypuses,-41.734375,-38.20068359375
13,ibex and platypuses,-40.6923828125,-41.33203125
14,harpies and platypuses,-34.7216796875,-39.19140625
15,keas and platypuses,-38.35546875,-42.24609375
16,bonobos and platypuses,-33.2529296875,-36.303955078125
17,harpies and wolverines,-30.333740234375,-34.125
18,keas and wolverines,-35.0703125,-36.53515625
19,bonobos and wolverines,-31.9912109375,-33.24945068359375
20,capybaras and ibex,-38.72265625,-43.9609375
21,capybaras and harpies,-42.380859375,-36.47900390625
22,capybaras and keas,-41.04296875,-38.4453125
23,ibex and narwhals,-38.310546875,-34.224609375
24,harpies and narwhals,-31.64013671875,-35.31640625
25,keas and narwhals,-35.44873046875,-37.32421875
26,ibex and ocelots,-38.638671875,-38.28515625
27,keas and ocelots,-37.56201171875,-41.330078125
28,bonobos and ocelots,-33.7822265625,-38.47998046875
29,harpies and ibex,-32.0458984375,-40.443359375
30,ibex and keas,-36.98046875,-35.12890625
31,bonobos and ibex,-31.744140625,-34.640380859375
32,ibex and koalas,-38.0859375,-32.779296875
33,ibex and sloths,-36.71875,-31.32421875
34,aardvarks and ibex,-36.19140625,-37.4580078125
35,harpies and keas,-37.0146484375,-36.7890625
36,bonobos and harpies,-35.37109375,-32.03680419921875
37,harpies and koalas,-29.86572265625,-35.0595703125
38,harpies and wombats,-33.4736328125,-35.1796875
39,aardvarks and harpies,-33.236328125,-33.107810974121094
40,bonobos and keas,-36.1796875,-35.99298095703125
41,keas and koalas,-32.375244140625,-35.630859375
42,keas and sloths,-32.666015625,-36.392578125
43,keas and wombats,-36.45703125,-39.982421875
44,keas and lions,-30.046875,-30.916015625
45,aardvarks and keas,-37.427734375,-36.757537841796875
46,bonobos and wombats,-32.15625,-34.1461181640625
47,aardvarks and bonobos,-33.9287109375,-35.540283203125
48,ocarinas and vibraphones,-37.6162109375,-40.0615234375
49,cymbals and ocarinas,-33.486328125,-32.4306640625
50,clarinets and ocarinas,-39.73046875,-36.7578125
51,cellos and ocarinas,-37.30078125,-35.310546875
52,didgeridoos and vibraphones,-48.888671875,-47.2275390625
53,lutes and marimbas,-32.7841796875,-35.91015625
54,kalimbas and lutes,-39.6953125,-36.251953125
55,clarinets and kalimbas,-38.940185546875,-41.0244140625
56,kalimbas and trumpets,-39.19189453125,-37.51953125
57,cellos and kalimbas,-41.09375,-39.0390625
58,kalimbas and saxophones,-37.35356140136719,-32.205078125
59,lutes and saxophones,-26.4267578125,-25.2919921875
60,casserole and eagle,-34.21240234375,-31.7451171875
61,kite and linguist,-35.326171875,-31.251953125
62,algorithm and perfume,-30.34375,-31.740234375
63,forest and screwdriver,-34.28515625,-29.84375
64,slipper and volcano,-33.58203125,-30.1376953125
65,harmonica and microscope,-32.05078125,-30.3359375
66,cookbook and zenith,-32.4833984375,-34.162109375
67,hammock and hydrogen,-33.869140625,-35.146484375
68,neuron and toaster,-33.07421875,-34.7109375
69,marshmallow and telescope,-30.502197265625,-32.13287353515625
70,casserole and optics,-36.39208984375,-30.96875
71,encyclopedia and comet,-30.880859375,-30.09765625
72,nimbus and waffle,-34.4189453125,-35.787109375
73,photon and pumpkin,-29.82421875,-32.04296875
74,lantern and syntax,-31.083984375,-30.19140625
75,echo and vineyard,-35.322265625,-28.9765625
76,nebula and snowman,-30.127288818359375,-30.584228515625
77,botany and teapot,-34.225341796875,-32.346923828125
78,chisel and kaleidoscope,-33.36492919921875,-33.364013671875
79,lava and teacup,-31.2724609375,-29.853515625
80,entropy and orchard,-32.087890625,-32.958984375
81,axolotl and vineyard,-39.00390625,-36.6845703125
82,clockwork and meadow,-31.9765625,-33.34375
83,algebra and telescope,-30.8671875,-27.220703125
84,arcade and topaz,-31.99609375,-33.287109375
85,asteroid and compass,-28.4296875,-27.306640625
86,bicycle and nebula,-31.316650390625,-30.080413818359375
87,bungalow and entropy,-35.4736328125,-31.998046875
88,carnation and gnome,-30.71484375,-34.900390625
89,cinnamon and harmonica,-31.0078125,-29.80078125
90,coral and syntax,-30.015625,-30.98046875
91,dandelion and pendulum,-31.02099609375,-30.92486572265625
92,delirium and telescope,-32.37060546875,-31.56396484375
93,anchors and sandstorms,-33.4892578125,-33.2685546875
94,scissors and volcanoes,-34.833984375,-32.5146484375
95,equations and lanterns,-29.83447265625,-32.96875
96,satellites and tulips,-30.42236328125,-31.609375
97,compasses and hedgehogs,-29.036285400390625,-31.5972900390625
98,comets and neckties,-35.41015625,-37.283203125
99,castles and headphones,-31.4609375,-30.763671875
100,paperclips and pyramids,-31.408340454101562,-31.790771484375
101,constellations and kettles,-39.6883544921875,-34.6339111328125
102,kaleidoscopes and whales,-34.79931640625,-34.12255859375
103,meadows and pianos,-33.556884765625,-27.52880859375
104,magnets and zebras,-32.91796875,-31.92578125
105,parrots and submarines,-28.99712371826172,-29.451904296875
106,crayons and jungles,-29.1805419921875,-34.74609375
107,harbor and teapot,-30.10638427734375,-30.292236328125
108,notebook and quicksand,-30.662109375,-32.130859375
109,glacier and lantern,-27.009033203125,-28.3814697265625
110,microscope and puddle,-31.6171875,-29.93359375
111,compass and swan,-28.6953125,-28.234375
112,bonsai and cathedral,-31.286590576171875,-31.6673583984375
113,honeycomb and violin,-31.693359375,-27.390625
114,sailboat and stadium,-30.150390625,-31.662109375
115,acorns and skyscrapers,-31.35198974609375,-31.46337890625
116,bell and trellis,-25.275970458984375,-26.852294921875
117,inkwell and kite,-31.12109375,-34.34765625
118,foxglove and trombone,-29.5341796875,-34.73779296875
119,carousel and quill,-29.869140625,-31.3515625
120,lighthouse and onion,-28.572265625,-32.001953125
121,cactus and chessboard,-33.0479736328125,-31.151397705078125
122,gallery and raindrop,-32.818359375,-32.650390625
123,cricket and plow,-34.130859375,-30.34765625
124,gingerbread and fresco,-32.826171875,-27.36279296875
125,cello and sunflower,-31.087890625,-29.802734375
126,archway and quilt,-31.23046875,-30.720703125
127,compass and haystack,-29.359375,-27.42578125
128,beacon and millipede,-33.4580078125,-35.40625
129,parchment and windmill,-30.1337890625,-30.34765625
130,candlestick and meadow,-31.2490234375,-32.90869140625
