,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-37.3623046875,-38.90283203125
1,kiwis and narwhals,-37.2138671875,-38.08154296875
2,kiwis and ocelots,-39.84765625,-42.95166015625
3,ibex and kiwis,-35.0458984375,-37.01171875
4,harpies and kiwis,-28.11431884765625,-35.33984375
5,axolotls and wolverines,-44.8359375,-44.7197265625
6,axolotls and ibex,-45.7392578125,-42.61767578125
7,axolotls and harpies,-46.6171875,-36.443359375
8,axolotls and keas,-48.8720703125,-42.82080078125
9,axolotls and bonobos,-47.10791015625,-40.48095703125
10,axolotls and wombats,-47.9541015625,-45.2607421875
11,axolotls and lions,-42.3759765625,-37.91796875
12,ocelots and platypuses,-53.16796875,-46.55859375
13,ibex and platypuses,-43.1015625,-43.95703125
14,harpies and platypuses,-37.015625,-41.60888671875
15,keas and platypuses,-46.171875,-48.37109375
16,bonobos and platypuses,-45.8671875,-45.5390625
17,harpies and wolverines,-28.9654541015625,-38.239990234375
18,keas and wolverines,-42.5625,-44.89453125
19,bonobos and wolverines,-37.0849609375,-41.826171875
20,capybaras and ibex,-45.525390625,-45.6328125
21,capybaras and harpies,-46.38671875,-37.322265625
22,capybaras and keas,-49.5078125,-43.08984375
23,ibex and narwhals,-40.86328125,-41.916015625
24,harpies and narwhals,-32.283203125,-37.703857421875
25,keas and narwhals,-41.109375,-46.123046875
26,ibex and ocelots,-38.75,-46.48046875
27,keas and ocelots,-39.00390625,-49.18359375
28,bonobos and ocelots,-36.8837890625,-48.783203125
29,harpies and ibex,-31.583984375,-36.232421875
30,ibex and keas,-37.3359375,-36.921875
31,bonobos and ibex,-38.240234375,-36.6875
32,ibex and koalas,-37.07421875,-39.462890625
33,ibex and sloths,-35.4609375,-36.3046875
34,aardvarks and ibex,-47.443359375,-47.0546875
35,harpies and keas,-34.81640625,-37.06298828125
36,bonobos and harpies,-36.783203125,-31.9130859375
37,harpies and koalas,-28.7080078125,-38.935302734375
38,harpies and wombats,-39.921875,-37.21875
39,aardvarks and harpies,-43.96142578125,-38.359375
40,bonobos and keas,-41.8203125,-39.68310546875
41,keas and koalas,-39.625,-42.580078125
42,keas and sloths,-36.44140625,-41.845703125
43,keas and wombats,-44.58203125,-47.859375
44,keas and lions,-33.875,-36.48828125
45,aardvarks and keas,-48.71484375,-48.51953125
46,bonobos and wombats,-46.09765625,-41.87109375
47,aardvarks and bonobos,-48.669921875,-46.931640625
48,ocarinas and vibraphones,-46.26171875,-47.4453125
49,cymbals and ocarinas,-44.658203125,-43.998046875
50,clarinets and ocarinas,-46.556640625,-42.66455078125
51,cellos and ocarinas,-44.06640625,-41.400390625
52,didgeridoos and vibraphones,-63.669921875,-61.265625
53,lutes and marimbas,-37.133544921875,-40.6640625
54,kalimbas and lutes,-46.40625,-45.47265625
55,clarinets and kalimbas,-53.701171875,-44.4853515625
56,kalimbas and trumpets,-45.986328125,-48.3125
57,cellos and kalimbas,-51.9296875,-45.10546875
58,kalimbas and saxophones,-44.331268310546875,-45.7423095703125
59,lutes and saxophones,-33.634185791015625,-28.9219970703125
60,casserole and eagle,-34.33203125,-33.283203125
61,kite and linguist,-36.48046875,-30.1689453125
62,algorithm and perfume,-30.79296875,-30.859375
63,forest and screwdriver,-32.78515625,-35.1484375
64,slipper and volcano,-31.56640625,-32.955078125
65,harmonica and microscope,-35.84375,-32.140625
66,cookbook and zenith,-36.599609375,-37.41796875
67,hammock and hydrogen,-30.59814453125,-34.07861328125
68,neuron and toaster,-30.5625,-33.79296875
69,marshmallow and telescope,-35.9892578125,-31.2841796875
70,casserole and optics,-36.80859375,-34.88134765625
71,encyclopedia and comet,-32.62890625,-30.1015625
72,nimbus and waffle,-35.30419921875,-33.57275390625
73,photon and pumpkin,-29.47265625,-32.28125
74,lantern and syntax,-32.4765625,-29.33984375
75,echo and vineyard,-32.4970703125,-31.162109375
76,nebula and snowman,-31.53515625,-33.642578125
77,botany and teapot,-38.5816650390625,-35.100341796875
78,chisel and kaleidoscope,-36.33544921875,-37.625
79,lava and teacup,-34.82421875,-33.9765625
80,entropy and orchard,-33.802734375,-35.26953125
81,axolotl and vineyard,-40.79541015625,-37.6875
82,clockwork and meadow,-32.90625,-34.17578125
83,algebra and telescope,-31.00390625,-27.5625
84,arcade and topaz,-29.9794921875,-33.15380859375
85,asteroid and compass,-28.61328125,-27.828125
86,bicycle and nebula,-35.35546875,-32.857421875
87,bungalow and entropy,-34.70361328125,-35.03173828125
88,carnation and gnome,-34.98828125,-36.00390625
89,cinnamon and harmonica,-30.826171875,-35.859375
90,coral and syntax,-32.16015625,-30.23046875
91,dandelion and pendulum,-42.0390625,-38.63671875
92,delirium and telescope,-34.3359375,-33.001953125
93,anchors and sandstorms,-33.25,-35.0009765625
94,scissors and volcanoes,-32.4892578125,-32.68359375
95,equations and lanterns,-32.13623046875,-30.7880859375
96,satellites and tulips,-31.5947265625,-31.15234375
97,compasses and hedgehogs,-30.388671875,-32.204345703125
98,comets and neckties,-35.7734375,-38.27734375
99,castles and headphones,-32.419921875,-29.822265625
100,paperclips and pyramids,-33.930328369140625,-36.1707763671875
101,constellations and kettles,-45.57421875,-32.8983154296875
102,kaleidoscopes and whales,-42.66796875,-36.216796875
103,meadows and pianos,-34.953125,-30.537109375
104,magnets and zebras,-31.837890625,-32.109375
105,parrots and submarines,-34.282958984375,-30.4912109375
106,crayons and jungles,-30.36993408203125,-30.458053588867188
107,harbor and teapot,-31.2689208984375,-33.283935546875
108,notebook and quicksand,-34.4453125,-33.62890625
109,glacier and lantern,-30.04736328125,-30.650146484375
110,microscope and puddle,-31.42578125,-33.49609375
111,compass and swan,-27.423828125,-30.4296875
112,bonsai and cathedral,-36.39453125,-33.8896484375
113,honeycomb and violin,-33.140625,-29.90234375
114,sailboat and stadium,-30.33203125,-32.283203125
115,acorns and skyscrapers,-40.80029296875,-42.978515625
116,bell and trellis,-29.19073486328125,-28.316162109375
117,inkwell and kite,-35.6328125,-35.84765625
118,foxglove and trombone,-35.3662109375,-37.903076171875
119,carousel and quill,-30.826171875,-29.40234375
120,lighthouse and onion,-29.546875,-30.697265625
121,cactus and chessboard,-34.819091796875,-34.603759765625
122,gallery and raindrop,-35.53857421875,-36.6015625
123,cricket and plow,-30.640625,-31.08203125
124,gingerbread and fresco,-33.5625,-30.7275390625
125,cello and sunflower,-35.33984375,-28.37109375
126,archway and quilt,-34.296875,-30.388671875
127,compass and haystack,-31.1328125,-30.05859375
128,beacon and millipede,-36.8212890625,-36.521484375
129,parchment and windmill,-30.1875,-31.0078125
130,candlestick and meadow,-33.8798828125,-34.361328125
