,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-30.75146484375,-31.5426025390625
1,kiwis and narwhals,-34.0947265625,-30.217041015625
2,kiwis and ocelots,-35.6357421875,-39.0941162109375
3,ibex and kiwis,-38.4287109375,-32.4208984375
4,harpies and kiwis,-27.65966796875,-33.70361328125
5,axolotls and wolverines,-39.63671875,-34.6171875
6,axolotls and ibex,-39.685546875,-42.7861328125
7,axolotls and harpies,-42.7392578125,-33.054931640625
8,axolotls and keas,-43.5234375,-40.593994140625
9,axolotls and bonobos,-39.693359375,-34.50439453125
10,axolotls and wombats,-41.734375,-39.77783203125
11,axolotls and lions,-39.2265625,-31.560546875
12,ocelots and platypuses,-41.66015625,-36.4140625
13,ibex and platypuses,-42.1953125,-38.736328125
14,harpies and platypuses,-29.99072265625,-35.0048828125
15,keas and platypuses,-40.373046875,-39.166015625
16,bonobos and platypuses,-31.4716796875,-35.7166748046875
17,harpies and wolverines,-26.673095703125,-29.1331787109375
18,keas and wolverines,-37.032958984375,-37.2890625
19,bonobos and wolverines,-30.608154296875,-31.73980712890625
20,capybaras and ibex,-43.0703125,-45.203125
21,capybaras and harpies,-40.67626953125,-29.97412109375
22,capybaras and keas,-44.48828125,-40.6748046875
23,ibex and narwhals,-38.982421875,-33.345703125
24,harpies and narwhals,-28.321044921875,-29.83349609375
25,keas and narwhals,-38.8193359375,-35.36328125
26,ibex and ocelots,-40.41796875,-42.01953125
27,keas and ocelots,-39.0546875,-43.8203125
28,bonobos and ocelots,-32.25927734375,-39.223876953125
29,harpies and ibex,-29.01220703125,-38.1982421875
30,ibex and keas,-38.984375,-37.0078125
31,bonobos and ibex,-32.4755859375,-38.9150390625
32,ibex and koalas,-40.322265625,-29.435546875
33,ibex and sloths,-39.2265625,-33.10546875
34,aardvarks and ibex,-40.404296875,-44.236328125
35,harpies and keas,-34.30615234375,-37.1884765625
36,bonobos and harpies,-31.5986328125,-28.71173095703125
37,harpies and koalas,-27.251220703125,-31.36669921875
38,harpies and wombats,-30.18408203125,-35.1280517578125
39,aardvarks and harpies,-35.70556640625,-34.583465576171875
40,bonobos and keas,-35.7138671875,-38.534423828125
41,keas and koalas,-35.2015380859375,-33.4453125
42,keas and sloths,-35.46484375,-37.287109375
43,keas and wombats,-36.7978515625,-41.484375
44,keas and lions,-33.8515625,-32.09765625
45,aardvarks and keas,-40.134765625,-42.35015869140625
46,bonobos and wombats,-32.3837890625,-35.608551025390625
47,aardvarks and bonobos,-37.9130859375,-39.382232666015625
48,ocarinas and vibraphones,-41.37890625,-40.390625
49,cymbals and ocarinas,-42.1357421875,-40.859375
50,clarinets and ocarinas,-41.599609375,-40.83203125
51,cellos and ocarinas,-42.880859375,-40.3984375
52,didgeridoos and vibraphones,-54.3046875,-49.7783203125
53,lutes and marimbas,-34.912109375,-32.8974609375
