binom,Alpha Probs,Nonalpha Probs,ProbAandB,log_odds
men and women,-17.610222309827805,-18.877420902252197,0.7802628159912909,1.2671985924243927
black and white,-16.171893626451492,-19.20628023147583,0.9541036449591915,3.0343866050243378
day and night,-18.302120327949524,-19.480188608169556,0.7646002976592071,1.1780682802200317
boys and girls,-18.665125519037247,-19.997618913650513,0.7912527724037398,1.332493394613266
left and right,-17.20417170226574,-17.596719205379486,0.5968958080936898,0.39254750311374664
female and male,-20.468574225902557,-18.27026380598545,0.09990231660483395,-2.1983104199171066
father and mother,-20.657309532165527,-20.604913473129272,0.48690398119685385,-0.05239605903625488
goods and services,-18.386639058589935,-22.566686391830444,0.9849327126433258,4.180047333240509
north and south,-19.23454314470291,-21.549089193344116,0.9100745928138455,2.314546048641205
development and research,-22.036046743392944,-18.09057331085205,0.018975040722438483,-3.9454734325408936
place and time,-20.910765886306763,-17.70744490623474,0.03904093952766833,-3.2033209800720215
death and life,-21.883347034454346,-19.0272399187088,0.05436648982943058,-2.8561071157455444
brothers and sisters,-18.1680503282696,-21.281067609786987,0.9574265130351824,3.1130172815173864
husband and wife,-18.876105546951294,-22.675236225128174,0.9781001156848634,3.79913067817688
gas and oil,-20.875398635864258,-17.391194105148315,0.029765016544093206,-3.4842045307159424
pepper and salt,-21.140358448028564,-16.894227666780353,0.01411737801214316,-4.246130781248212
fall and rise,-21.5326247215271,-18.519705295562744,0.04684561749157464,-3.0129194259643555
arms and legs,-19.63358187675476,-22.02381920814514,0.9160798153689214,2.390237331390381
fruits and vegetables,-17.214636377990246,-20.702803313732147,0.9703492010230882,3.4881669357419014
arts and sciences,-20.876320838928223,-24.060274839401245,0.9602259526242101,3.1839540004730225
gentlemen and ladies,-21.901518940925598,-17.040818691253662,0.0076855336095730704,-4.860700249671936
feelings and thoughts,-22.717665433883667,-21.092731714248657,0.1645255733880896,-1.6249337196350098
diagnosis and treatment,-19.844269812107086,-22.21292850933969,0.914405938194103,2.368658697232604
groups and individuals,-21.531099796295166,-22.22706937789917,0.6672935715863387,0.6959695816040039
knowledge and skills,-20.369733333587646,-20.974323272705078,0.6467057085364902,0.6045899391174316
heart and mind,-20.995151042938232,-22.091456651687622,0.7495672481521218,1.0963056087493896
influence and power,-22.66656517982483,-20.902869701385498,0.14632811109524374,-1.763695478439331
Africa and Asia,-19.88767385482788,-19.5825092792511,0.42429544777460143,-0.3051645755767822
addresses and names,-21.118672490119934,-18.338220715522766,0.0583897118592844,-2.780451774597168
poetry and prose,-19.689704700373113,-19.653950810432434,0.49106247959417976,-0.03575388994067907
forefinger and thumb,-23.55098569393158,-22.85990129224956,0.3337918861257776,-0.6910844016820192
minerals and vitamins,-21.554112647892907,-20.160655352901813,0.19885639294476312,-1.3934572949910944
fall and winter,-17.710588455200195,-21.81945765018463,0.9838391249971163,4.108869194984436
light and shadow,-18.558799862861633,-20.017349362373352,0.8113107242629091,1.4585494995117188
honey and milk,-21.050612449645996,-19.018982369918376,0.11592176051231119,-2.03163007972762
nose and throat,-21.391124924295582,-24.090388298034668,0.9369831633168438,2.699263373739086
anger and fear,-19.536882758140564,-21.183157801628113,0.838386976174984,1.6462750434875488
head and tail,-18.653016686439514,-20.22255504131317,0.8277177871446617,1.5695383548736572
novels and stories,-20.789873361587524,-21.672904551029205,0.7074499639952057,0.8830311894416809
sunrise and sunset,-20.663911662995815,-22.065812712768093,0.8024853831574489,1.4019010497722775
sympathy and understanding,-21.773568987846375,-25.678648591041565,0.980258235067904,3.9050796031951904
shoes and socks,-19.142517131753266,-18.83835357730277,0.4245399845357173,-0.30416355445049703
equipment and personnel,-20.157605051994324,-20.265215277671814,0.5268766255680102,0.10761022567749023
eyes and face,-21.34097707271576,-21.138904690742493,0.4496531069570597,-0.2020723819732666
ink and paper,-19.574535131454468,-19.488374542444944,0.47847316840027343,-0.08616058900952339
muscles and nerves,-23.36779072880745,-24.540458992123604,0.7636269781727968,1.1726682633161545
charts and maps,-19.871631503105164,-19.477843642234802,0.40280578383768856,-0.39378786087036133
elbows and knees,-21.592004343867302,-22.93429292863584,0.7928660464439428,1.3422885847685393
Christmas and Easter,-19.71530991792679,-20.37041163444519,0.658159200174939,0.6551017165184021
nature and size,-22.303992867469788,-21.301193833351135,0.26839145390620445,-1.0027990341186523
gums and teeth,-22.373831629753113,-21.0595892816782,0.21177781167158313,-1.314242348074913
chairs and sofas,-21.892413303256035,-20.187407543882728,0.15381261437054533,-1.7050057593733072
characters and situations,-21.735034584999084,-22.173644185066223,0.6079276764519987,0.43860960006713867
joy and pleasure,-21.30581557750702,-21.29546058177948,0.4974112741996196,-0.010354995727539062
Thursday and Tuesday,-20.037085516378284,-16.349787157261744,0.0244278949320819,-3.6872983591165394
barley and oats,-22.88923054933548,-21.87917920574546,0.2669698028581258,-1.0100513435900211
beauty and dignity,-23.77098587877117,-24.700976371765137,0.7170733567235755,0.9299904929939657
boats and ships,-20.36925709247589,-19.790193557739258,0.3591481027640087,-0.5790635347366333
misery and pain,-25.000086784362793,-23.021564811468124,0.12147648464102069,-1.9785219728946686
bones and skulls,-24.05093241482973,-22.11540599167347,0.1261401494003889,-1.9355264231562614
dairy and poultry,-23.89373770263046,-25.575474614277482,0.8431343898848376,1.6817369116470218
being and existence,-25.9156277179718,-25.32505774497986,0.35650408672366707,-0.5905699729919434
