,binom,Alpha Probs,Nonalpha Probs
0,kiwis and wolverines,-59.24609375,-57.82421875
1,kiwis and narwhals,-54.02734375,-55.53125
2,kiwis and ocelots,-53.515625,-58.578125
3,ibex and kiwis,-43.5078125,-46.65234375
4,harpies and kiwis,-48.708984375,-52.4765625
5,axolotls and wolverines,-64.3125,-68.69140625
6,axolotls and ibex,-53.67578125,-56.484375
7,axolotls and harpies,-60.5625,-64.32421875
8,axolotls and keas,-54.2421875,-58.625
9,axolotls and bonobos,-61.896484375,-65.28125
10,axolotls and wombats,-60.73828125,-67.828125
11,axolotls and lions,-51.8359375,-57.03125
12,ocelots and platypuses,-61.859375,-62.71875
13,ibex and platypuses,-49.3515625,-52.853515625
14,harpies and platypuses,-53.74609375,-57.89453125
15,keas and platypuses,-48.65625,-55.7265625
16,bonobos and platypuses,-57.095703125,-65.3046875
17,harpies and wolverines,-54.11328125,-55.00390625
18,keas and wolverines,-51.94140625,-52.13671875
19,bonobos and wolverines,-58.7890625,-60.3984375
20,capybaras and ibex,-61.8515625,-56.5625
21,capybaras and harpies,-66.96484375,-63.6171875
22,capybaras and keas,-60.72265625,-54.1328125
23,ibex and narwhals,-49.7421875,-50.0
24,harpies and narwhals,-52.4609375,-50.810546875
25,keas and narwhals,-46.1171875,-47.4765625
26,ibex and ocelots,-47.75390625,-52.515625
27,keas and ocelots,-47.89453125,-52.55859375
28,bonobos and ocelots,-55.14453125,-60.978515625
29,harpies and ibex,-46.25,-43.640625
30,ibex and keas,-37.921875,-38.41015625
31,bonobos and ibex,-48.75,-48.12890625
32,ibex and koalas,-43.81640625,-44.02734375
33,ibex and sloths,-40.92578125,-42.54296875
34,aardvarks and ibex,-57.4140625,-56.375
35,harpies and keas,-46.62890625,-41.1015625
36,bonobos and harpies,-52.701171875,-52.451171875
37,harpies and koalas,-48.974609375,-49.69140625
38,harpies and wombats,-53.1953125,-49.94140625
39,aardvarks and harpies,-56.8203125,-62.33203125
40,bonobos and keas,-48.5234375,-46.93359375
41,keas and koalas,-44.49609375,-43.32421875
42,keas and sloths,-38.82421875,-40.23828125
43,keas and wombats,-46.9921875,-48.015625
44,keas and lions,-35.984375,-39.078125
45,aardvarks and keas,-54.32421875,-55.4921875
46,bonobos and wombats,-54.609375,-57.875
47,aardvarks and bonobos,-63.46875,-64.328125
48,ocarinas and vibraphones,-63.37890625,-65.7890625
49,cymbals and ocarinas,-59.06640625,-50.05859375
50,clarinets and ocarinas,-62.12109375,-53.609375
51,cellos and ocarinas,-51.51953125,-45.0546875
52,didgeridoos and vibraphones,-76.30859375,-79.828125
53,lutes and marimbas,-44.9609375,-50.828125
54,kalimbas and lutes,-55.4921875,-51.89453125
55,clarinets and kalimbas,-63.02734375,-58.283203125
56,kalimbas and trumpets,-53.3046875,-57.53125
57,cellos and kalimbas,-52.1796875,-51.140625
58,kalimbas and saxophones,-62.63671875,-68.11328125
59,lutes and saxophones,-45.640625,-56.421875
60,casserole and eagle,-45.83984375,-43.048828125
61,kite and linguist,-38.2734375,-40.2265625
62,algorithm and perfume,-33.8359375,-34.6484375
63,forest and screwdriver,-37.62890625,-40.4140625
64,slipper and volcano,-42.4140625,-39.3515625
65,harmonica and microscope,-45.87109375,-42.20703125
66,cookbook and zenith,-49.9609375,-50.68359375
67,hammock and hydrogen,-41.02734375,-40.1171875
68,neuron and toaster,-35.23828125,-38.9296875
69,marshmallow and telescope,-50.1640625,-43.39453125
70,casserole and optics,-48.46484375,-41.51953125
71,encyclopedia and comet,-37.3984375,-36.40625
72,nimbus and waffle,-48.6875,-46.37890625
73,photon and pumpkin,-37.953125,-34.68359375
74,lantern and syntax,-34.7734375,-29.83984375
75,echo and vineyard,-33.751953125,-41.302734375
76,nebula and snowman,-46.28515625,-45.59375
77,botany and teapot,-51.97265625,-48.3125
78,chisel and kaleidoscope,-50.84765625,-54.22265625
79,lava and teacup,-35.3046875,-40.4375
80,entropy and orchard,-36.17578125,-38.83203125
81,axolotl and vineyard,-55.89453125,-61.095703125
82,clockwork and meadow,-43.6015625,-41.3125
83,algebra and telescope,-32.44140625,-30.94921875
84,arcade and topaz,-43.19921875,-44.05078125
85,asteroid and compass,-32.78125,-33.75
86,bicycle and nebula,-37.345703125,-43.35546875
87,bungalow and entropy,-41.0,-37.095703125
88,carnation and gnome,-41.556640625,-39.703125
89,cinnamon and harmonica,-40.89453125,-44.73046875
90,coral and syntax,-33.33984375,-31.42578125
91,dandelion and pendulum,-47.56640625,-51.3671875
92,delirium and telescope,-44.0390625,-39.33203125
93,anchors and sandstorms,-43.2578125,-44.6953125
94,scissors and volcanoes,-45.84375,-45.81640625
95,equations and lanterns,-39.32421875,-42.484375
96,satellites and tulips,-41.6484375,-42.2109375
97,compasses and hedgehogs,-47.771484375,-52.171875
98,comets and neckties,-44.18359375,-47.90234375
99,castles and headphones,-35.498046875,-42.87890625
100,paperclips and pyramids,-50.85546875,-48.19140625
101,constellations and kettles,-53.09375,-57.39453125
102,kaleidoscopes and whales,-61.58203125,-55.376953125
103,meadows and pianos,-41.8984375,-44.98046875
104,magnets and zebras,-43.8359375,-42.71875
105,parrots and submarines,-45.0078125,-43.23828125
106,crayons and jungles,-52.498046875,-44.36328125
107,harbor and teapot,-44.73828125,-43.734375
108,notebook and quicksand,-41.421875,-43.484375
109,glacier and lantern,-37.8359375,-43.7890625
110,microscope and puddle,-37.5390625,-36.51953125
111,compass and swan,-33.7109375,-35.00390625
112,bonsai and cathedral,-39.8046875,-41.7578125
113,honeycomb and violin,-41.59375,-43.07421875
114,sailboat and stadium,-40.71875,-37.8671875
115,acorns and skyscrapers,-53.349609375,-63.24609375
116,bell and trellis,-44.06640625,-44.2421875
117,inkwell and kite,-41.28515625,-39.77734375
118,foxglove and trombone,-62.04296875,-59.2109375
119,carousel and quill,-37.03125,-38.37109375
120,lighthouse and onion,-32.421875,-32.66796875
121,cactus and chessboard,-46.7890625,-42.21484375
122,gallery and raindrop,-42.12109375,-45.26953125
123,cricket and plow,-39.19140625,-39.53125
124,gingerbread and fresco,-42.4765625,-46.46875
125,cello and sunflower,-35.65234375,-32.513671875
126,archway and quilt,-40.15234375,-37.05859375
127,compass and haystack,-42.5703125,-40.81640625
128,beacon and millipede,-46.2890625,-47.85546875
129,parchment and windmill,-37.55859375,-38.30859375
130,candlestick and meadow,-45.470703125,-46.568359375
