binom,Alpha Probs,Nonalpha Probs,ProbAandB,log_odds
men and women,-19.734821319580078,-20.37158513069153,0.6540215497754962,0.6367638111114502
black and white,-17.13910511136055,-20.46939194202423,0.9654533377087883,3.330286830663681
day and night,-19.792138397693634,-20.906638085842133,0.7529670403548989,1.1144996881484985
boys and girls,-20.40549522638321,-21.55525505542755,0.7594670460090732,1.149759829044342
left and right,-20.07471738755703,-21.219640135765076,0.7585823146402153,1.144922748208046
female and male,-21.534730195999146,-19.860386066138744,0.15784585262658188,-1.6743441298604012
father and mother,-22.44979691505432,-22.225286960601807,0.4441070866152603,-0.22450995445251465
goods and services,-19.046244353055954,-24.998610258102417,0.9974070581912602,5.952365905046463
north and south,-21.41530132293701,-23.177147269248962,0.8534407012285581,1.7618459463119507
development and research,-23.71820640563965,-19.277372002601624,0.011648806064177626,-4.440834403038025
place and time,-22.23327660560608,-20.43941617012024,0.14260007466713442,-1.7938604354858398
death and life,-22.958159685134888,-20.02209210395813,0.050399142695570866,-2.936067581176758
brothers and sisters,-21.094399824738503,-23.27962839603424,0.8989151670003708,2.185228571295738
husband and wife,-20.490938887000084,-22.92243242263794,0.9191975322722399,2.4314935356378555
gas and oil,-21.94632136821747,-18.82560020685196,0.042260573474446034,-3.120721161365509
pepper and salt,-23.393959641456604,-20.009219884872437,0.032775803958939184,-3.3847397565841675
fall and rise,-23.67983913421631,-20.47073668241501,0.038824614642662604,-3.2091024518013
arms and legs,-20.949207067489624,-23.686291933059692,0.9391797940039642,2.7370848655700684
fruits and vegetables,-19.524156510829926,-21.918083667755127,0.9163630451002179,2.3939271569252014
arts and sciences,-22.50803256034851,-25.86143660545349,0.966216128971979,3.3534040451049805
gentlemen and ladies,-25.292276859283447,-20.94788509607315,0.01281309411734307,-4.344391763210297
feelings and thoughts,-24.46369695663452,-22.228824377059937,0.09666233655941976,-2.234872579574585
diagnosis and treatment,-20.64952462911606,-24.46040916442871,0.9783504767967977,3.8108845353126526
groups and individuals,-24.25997281074524,-23.48116183280945,0.3145762040987078,-0.778810977935791
knowledge and skills,-21.869706869125366,-22.541131019592285,0.6618219769344228,0.671424150466919
heart and mind,-23.538249254226685,-22.823261976242065,0.3284977720794976,-0.7149872779846191
influence and power,-25.012022018432617,-23.34180760383606,0.15839559390701158,-1.6702144145965576
Africa and Asia,-21.747647762298584,-21.50140905380249,0.4387494966141547,-0.24623870849609375
addresses and names,-25.893463850021362,-23.26668429374695,0.06743469354593885,-2.626779556274414
poetry and prose,-22.748178005218506,-22.957807421684265,0.5522162758756026,0.20962941646575928
forefinger and thumb,-28.0507630109787,-25.441610723733902,0.06855171240399727,-2.6091522872447968
minerals and vitamins,-23.55528426170349,-21.017616629600525,0.07325936602626305,-2.5376676321029663
fall and winter,-21.586089193820953,-24.55169439315796,0.9509958727901597,2.9656051993370056
light and shadow,-20.85004949569702,-22.451855838298798,0.8322706950367972,1.6018063426017761
honey and milk,-24.409393787384033,-20.94372248649597,0.03030492867208635,-3.4656713008880615
nose and throat,-24.175450325012207,-25.918206930160522,0.8510368671697093,1.7427566051483154
anger and fear,-24.072773933410645,-23.604906797409058,0.3851211879872039,-0.4678671360015869
head and tail,-21.815080404281616,-24.103142738342285,0.9078835291007175,2.288062334060669
novels and stories,-24.909538507461548,-25.30063819885254,0.5965473995579779,0.3910996913909912
sunrise and sunset,-23.88090491294861,-25.116415977478027,0.774781683656663,1.235511064529419
sympathy and understanding,-25.80557155609131,-26.350797414779663,0.6330272460773811,0.5452258586883545
shoes and socks,-23.92753553390503,-23.57399594783783,0.4125243446557695,-0.3535395860671997
equipment and personnel,-25.98604416847229,-24.74789595603943,0.22475848063231638,-1.2381482124328613
eyes and face,-23.986714839935303,-24.875226497650146,0.7085829355022093,0.8885116577148438
ink and paper,-23.530224561691284,-23.092350006103516,0.3922475364800138,-0.43787455558776855
muscles and nerves,-24.2574405670166,-26.374696254730225,0.8925690620545214,2.117255687713623
charts and maps,-23.918242692947388,-23.12421417236328,0.31130432313425455,-0.7940285205841064
elbows and knees,-23.02833515405655,-23.634462594985962,0.6470569137197981,0.6061274409294128
Christmas and Easter,-20.862424850463867,-21.832501888275146,0.7251348527934101,0.9700770378112793
nature and size,-25.747727870941162,-26.573055028915405,0.6953659763490009,0.8253271579742432
gums and teeth,-24.588578462600708,-24.159377813339233,0.3943172252888689,-0.4292006492614746
chairs and sofas,-24.061190366744995,-24.02145528793335,0.4900675371070451,-0.03973507881164551
