,cosine_diffs,binom
0,0.9281886219978333,abandon and fervor
1,0.7448400259017944,ability and age
2,0.8131918907165527,ability and desire
3,0.8359953761100769,ability and strength
4,0.9345703125,accessories and aircraft
5,0.940155565738678,acids and tannin
6,0.9058393239974976,acknowledgment and authentication
7,0.8923680186271667,action and interests
8,0.9054885506629944,action and character
9,0.8652142286300659,actions and feelings
10,0.8669005632400513,adaptations and cycles
11,0.8985002040863037,addresses and names
12,0.7844029664993286,adherent and advocate
13,0.8161048889160156,adventure and romance
14,0.8653693795204163,age and day
15,0.9410079717636108,agencies and individuals
16,0.8749154210090637,aggression and hostility
17,0.9388331174850464,agreements and contracts
18,0.9064145088195801,aims and backgrounds
19,0.932948887348175,aircraft and ships
20,0.9431166648864746,allegory and expressiveness
21,0.8928202390670776,amateurs and collectors
22,0.8276577591896057,amber and froth
23,0.9402130246162415,ambiguities and fears
24,0.9303343296051025,ambiguities and urgencies
25,0.9342746138572693,ambition and poverty
26,0.8953498005867004,ambush and death
27,0.8828918933868408,ammunition and guns
28,0.8193082213401794,amusement and pride
29,0.8655762076377869,anger and anxiety
30,0.7978029847145081,anger and fear
31,0.8183368444442749,anger and hatred
32,0.8846749663352966,anger and indignation
33,0.9137424230575562,angst and science
34,0.8107804656028748,anguish and pain
35,0.9444135427474976,animosity and resistance
36,0.8273273706436157,anthropologist and engineer
37,0.9412336945533752,anthropology and psychology
38,0.9051624536514282,anxiety and hazards
39,0.9532237648963928,appliances and cosmetics
40,0.9298834204673767,apprehension and fear
41,0.9268310070037842,apprenticeship and learning
42,0.874664306640625,aqueducts and tombs
43,0.9154679179191589,arms and hands
44,0.91847825050354,arms and legs
45,0.8338411450386047,arrows and crosses
46,0.9317718148231506,articulation and establishment
47,0.8891145586967468,arts and crafts
48,0.9087908864021301,arts and sciences
49,0.9058761596679688,aspirations and dignity
50,0.948456883430481,assistant and confidante
51,0.9211424589157104,attitude and culture
52,0.950289249420166,attraction and conflict
53,0.9390071630477905,attractions and repulsions
54,0.7718446254730225,aunt and uncle
55,0.937080979347229,austerity and denial
56,0.949008584022522,authority and decency
57,0.9022870063781738,background and dancers
58,0.8588518500328064,bale and box
59,0.9531325101852417,bankers and friends
60,0.8865497708320618,bankruptcy and death
61,0.8588085174560547,barnyard and coop
62,0.9472779631614685,barriers and stakes
63,0.9301233291625977,beech and horse-chestnut
64,0.8859140276908875,beginnings and greetings
65,0.9272745847702026,bellboy and chambermaid
66,0.8665212392807007,benefactor and sponsor
67,0.9335589408874512,berries and gardens
68,0.7815192937850952,bicep and forearm
69,0.7901052832603455,bitterness and youth
70,0.8996381163597107,bleats and rasps
71,0.9377179145812988,bleedings and pills
72,0.9423155188560486,boards and two-by-fours
73,0.9015196561813354,boy and mount
74,0.9138669967651367,cables and communiques
75,0.827446460723877,cakes and comfort
76,0.894284188747406,calmness and detachment
77,0.8965194225311279,capture and isolation
78,0.85455322265625,career and wanderings
79,0.9198064208030701,carpet and tile
80,0.9024822115898132,catholics and non-catholics
81,0.9512609243392944,ceremonies and exhortations
82,0.8782501220703125,chair and floor
83,0.8556208610534668,charters and contracts
84,0.9006156325340271,cherries and pineapple
85,0.8957275748252869,childhood and hobo
86,0.8795494437217712,choir and glee-club
87,0.9343962669372559,chorus and verses
88,0.9261652231216431,clarification and reexamination
89,0.8871593475341797,clarity and flavor
90,0.9386679530143738,clash and meeting
91,0.8751603960990906,classicist and mathematician
92,0.9432621598243713,classifications and probings
93,0.928024172782898,clergymen and parishioners
94,0.818213701248169,clerk and cook
95,0.8984798789024353,clerks and postmasters
96,0.9194568395614624,clothes and haircut
97,0.8521676063537598,clothing and decorations
98,0.8926511406898499,cologne and munich
99,0.9273083209991455,community and customers
100,0.897412896156311,competence and willingness
101,0.8150140643119812,composure and tranquility
102,0.909121572971344,concern and inquiry
103,0.8676769733428955,contemplation and delight
104,0.9229807257652283,contortion and scream
105,0.8127047419548035,control and needs
106,0.9243563413619995,costume and decor
107,0.915357768535614,courage and virility
108,0.8810428380966187,courthouse and square
109,0.9048705697059631,cover and pillows
110,0.9369760751724243,coverings and veils
111,0.8948003649711609,covers and towels
112,0.8357123136520386,cowboy and rancher
113,0.9373884201049805,criminality and madness
114,0.9123350381851196,crisis and destruction
115,0.9238817095756531,cry and rustle
116,0.9111146926879883,curiosity and foreboding
117,0.8787608742713928,currents and rhythms
118,0.9530470967292786,dancers and guests
119,0.7640570998191833,danger and nuisance
120,0.9234281182289124,defeat and misfortune
121,0.9302225112915039,delirium and illness
122,0.8268973231315613,denial and ignorance
123,0.9314514994621277,denials and sacrifices
124,0.9519763588905334,derelicts and outcasts
125,0.9197857975959778,design and outline
126,0.9087123870849609,desire and response
127,0.9407509565353394,desire and wishing
128,0.9515838027000427,dialects and localisms
129,0.8957739472389221,diamonds and mink
130,0.8771141767501831,diffidence and gentleness
131,0.7112016081809998,direction and moment
132,0.9442266225814819,directness and truth
133,0.9556169509887695,disarray and impasse
134,0.9293447136878967,disasters and sufferings
135,0.9248119592666626,disrespect and misunderstanding
136,0.9343081116676331,distinction and tone
137,0.9246938824653625,doctors and president
138,0.9245324730873108,dogs and grandchildren
139,0.8612147569656372,door and sill
140,0.8811360597610474,drawing and models
141,0.936511754989624,dregs and wine
142,0.9067428112030029,dryness and dust
143,0.9004502296447754,emeralds and peanuts
144,0.9239910840988159,employees and proprietors
145,0.8539511561393738,envelope and pencil
146,0.9154822826385498,envy and hurt
147,0.891456663608551,equality and relativism
148,0.9125034809112549,equipment and musket
149,0.9347488284111023,exasperation and love
150,0.9089321494102478,farms and hayfields
151,0.9222165942192078,farms and mountains
152,0.9247817993164062,fear and ritual
153,0.9353256225585938,felons and fixers
154,0.9001342058181763,fishermen and scientists
155,0.9629000425338745,flirtation and romance
156,0.7386461496353149,force and voice
157,0.9209405779838562,foresight and patriotism
158,0.8841397762298584,form and mess
159,0.961450457572937,freedom and israel
160,0.8732349872589111,friends and tenants
161,0.9280217289924622,furs and merchandise
162,0.8727980852127075,gadgets and prowess
163,0.8665105700492859,garden and livestock
164,0.895552396774292,garden and pavilion
165,0.948783814907074,gardens and riverbanks
166,0.9238004088401794,gardens and housing
167,0.8920213580131531,gasps and rushes
168,0.9115393161773682,gentility and principle
169,0.9168922901153564,gift and heritage
170,0.9004309177398682,glance and signal
171,0.9312200546264648,goodnight and lullaby
172,0.9266654253005981,gossip and truth
173,0.8980222344398499,graces and manners
174,0.9600873589515686,grandfather and great-grandfather
175,0.9503198862075806,greed and pettiness
176,0.9246574640274048,gunfire and shouting
177,0.911784291267395,handle and hinge
178,0.9082176089286804,hat and tunic
179,0.9301548004150391,head-tossing and prancing
180,0.9127463698387146,hearsay and legend
181,0.9123523235321045,heat and outcry
182,0.9364429712295532,hillbilly and jazz
183,0.9490349888801575,holland and japan
184,0.9380537867546082,honeysuckle and rosebush
185,0.9013589024543762,hope and smiles
186,0.9214608073234558,huggings and kissings
187,0.7937783002853394,humor and proportion
188,0.9347200989723206,immersion and involvement
189,0.8774216175079346,incredulity and shock
190,0.9097082614898682,inertia and petulance
191,0.930550217628479,ingratitude and injury
192,0.9441485404968262,instinct and judgement
193,0.8927745819091797,intelligence and mentality
194,0.9553357362747192,intensities and rhythms
195,0.959502100944519,interconnectedness and quality
196,0.879372239112854,ivory and sandalwood
197,0.9530177712440491,jazz and marijuana
198,0.9311093688011169,jubilation and regret
199,0.8502257466316223,juice and spirit
200,0.9465676546096802,ketches and yachts
201,0.9113301038742065,kind and scale
202,0.87407386302948,lights and motor
203,0.753136157989502,linguist and therapist
204,0.8989568948745728,linguistics and psychiatry
205,0.954705536365509,linguists and psychotherapists
206,0.846447229385376,lint and thread
207,0.8781198263168335,liquor and luxury
208,0.9288673996925354,madman and tyrant
209,0.8550859689712524,maintenance and travel
210,0.9310497045516968,maps and registers
211,0.8870276212692261,marquees and signs
212,0.9436268210411072,meaningfulness and relevance
213,0.8870987892150879,mechanics and technique
214,0.9367924332618713,medicines and yeast
215,0.9600674510002136,miners and teamsters
216,0.9267153143882751,misunderstanding and persecution
217,0.935080885887146,modernizing and redecorating
218,0.9070626497268677,nagging and stress
219,0.9015977382659912,names and specialties
220,0.9552013874053955,nationalism and sentiment
221,0.9257175922393799,neighborliness and politeness
222,0.9265319108963013,nightingales and roses
223,0.9448339343070984,non-poetry and poetry
224,0.9237934350967407,onrush and retreat
225,0.9181362390518188,optimism and practicality
226,0.9381542205810547,pains and shocks
227,0.8680166006088257,painting and sculptures
228,0.8767104744911194,passage and rhythm
229,0.9442479610443115,patients and psychiatrists
230,0.8609269857406616,patronage and subscription
231,0.9100374579429626,peace and rehabilitation
232,0.7985973954200745,pen and telephone
233,0.888471782207489,people and soils
234,0.9454453587532043,pills and tonics
235,0.7974944710731506,poise and posture
236,0.9177039861679077,powers and traditions
237,0.9266870021820068,preparations and services
238,0.9262715578079224,promoters and salesmen
239,0.9085733294487,reason and sight
240,0.7579389810562134,reference and withdrawal
241,0.928229808807373,retribution and violence
242,0.9428591728210449,romance and snobbery
243,0.9071205258369446,salt and whiskey
244,0.8967889547348022,scars and welts
245,0.9444576501846313,Scots and Swiss
246,0.9330837726593018,screens and shades
247,0.948731005191803,seals and wires
248,0.9306899905204773,self-aggrandisement and self-confidence
249,0.8936854004859924,self-indulgence and softness
250,0.9055749773979187,sky and wasteland
251,0.8127629160881042,song and tears
252,0.9040045738220215,sparkle and spring
253,0.9518029093742371,sprains and swellings
254,0.9295693635940552,stalls and urinals
255,0.7395762205123901,starvation and tuberculosis
256,0.7832374572753906,starvation and suicide
257,0.9302289485931396,sushi and tea
258,0.8914730548858643,suspense and worry
259,0.9314519166946411,temperature and wind-velocity
260,0.8471404314041138,tension and terror
261,0.9515751004219055,unhappiness and women
262,0.860434889793396,usefulness and viability
263,0.8788965344429016,vitality and will
264,0.903853714466095,aunts and uncles
265,0.8886528611183167,back and shoulders
266,0.9095486998558044,bacon and eggs
267,0.8409931063652039,bar and grill
268,0.9415571093559265,barley and oats
269,0.9247264862060547,barrels and boxes
270,0.9094898700714111,beauty and dignity
271,0.9177286624908447,beauty and truth
272,0.8999003767967224,beauty and youth
273,0.9317901134490967,being and existence
274,0.9074991941452026,belly and chest
275,0.7904064059257507,black and white
276,0.8142163753509521,blood and flesh
277,0.929006814956665,blood and guts
278,0.7854450345039368,boats and ships
279,0.8880832195281982,bodies and faces
280,0.8878864645957947,body and face
281,0.845725953578949,body and head
282,0.8801072835922241,body and mind
283,0.8768879771232605,bone and flesh
284,0.9072592258453369,bone and muscle
285,0.8999386429786682,bones and skulls
286,0.9202512502670288,boots and shoes
287,0.8838165998458862,boys and girls
288,0.9015258550643921,boys and men
289,0.921147346496582,bread and butter
290,0.9231478571891785,bread and cheese
291,0.9291426539421082,breakfast and dinner
292,0.9370221495628357,bride and groom
293,0.8941732048988342,brother and mother
294,0.8735359907150269,brother and sister
295,0.8888199329376221,brothers and sisters
296,0.8846190571784973,brush and trees
297,0.8718344569206238,cakes and pies
298,0.9148418307304382,cattle and horses
299,0.8324440121650696,cause and consequence
300,0.9057892560958862,cause and effect
301,0.8614774942398071,ceiling and walls
302,0.8833454847335815,cents and dollars
303,0.9144248962402344,chair and table
304,0.9373511672019958,chairs and sofas
305,0.9142583608627319,chairs and table
306,0.9199275374412537,characters and situations
307,0.9218165278434753,charts and maps
308,0.8211157917976379,chest and stomach
309,0.8499706983566284,child and husband
310,0.8544110059738159,child and wife
311,0.8971340656280518,childhood and infancy
312,0.55201655626297,choice and decision
313,0.898025631904602,church and community
314,0.81376713514328,city and country
315,0.7863192558288574,city and county
316,0.6400471925735474,city and state
317,0.9146565198898315,clarity and precision
318,0.8864761590957642,classmates and friends
319,0.9294639229774475,closets and drawers
320,0.7395763397216797,coat and hat
321,0.9375691413879395,coffee and sandwiches
322,0.8984368443489075,coffee and toast
323,0.9355074167251587,college and school
324,0.8974802494049072,college and university
325,0.8498240113258362,color and light
326,0.8827646970748901,color and texture
327,0.88205486536026,colors and forms
328,0.8644301891326904,comfort and ease
329,0.9360302686691284,comings and goings
330,0.8044354319572449,command and control
331,0.8830364346504211,concrete and steel
332,0.9297812581062317,confusion and fear
333,0.9037961959838867,confusion and turmoil
334,0.9161166548728943,conscience and religion
335,0.9249982237815857,contemporary and friend
336,0.9280372858047485,corruption and crime
337,0.9269382357597351,costumes and masks
338,0.8999165296554565,cotton and tobacco
339,0.7247733473777771,council and governor
340,0.9318571090698242,counties and towns
341,0.9409473538398743,courage and hope
342,0.8391211032867432,cousins and uncles
343,0.9488126039505005,crannies and nooks
344,0.9399014115333557,cream and peaches
345,0.9228929281234741,crime and poverty
346,0.8311969637870789,crime and punishment
347,0.9183862805366516,crime and violence
348,0.9460678696632385,crops and livestock
349,0.8416563272476196,cysts and tumors
350,0.9390594363212585,dairy and poultry
351,0.9296361207962036,dark and light
352,0.8625913262367249,dates and events
353,0.9324211478233337,daughter and son
354,0.8861575722694397,day and night
355,0.8866090178489685,days and nights
356,0.9064028859138489,days and years
357,0.7994893789291382,death and life
358,0.9340429902076721,debate and discussion
359,0.9011713266372681,democracy and liberty
360,0.8824577331542969,despair and rage
361,0.909174382686615,development and research
362,0.9111643433570862,diagnosis and treatment
363,0.8936775922775269,diamonds and rubies
364,0.9196080565452576,dirt and sweat
365,0.9179407954216003,discussion and thought
366,0.7572546005249023,distress and pain
367,0.8860832452774048,dogs and men
368,0.9334936738014221,doorways and windows
369,0.7496806383132935,doubts and fears
370,0.9420113563537598,dreams and plans
371,0.8877120614051819,ears and eyes
372,0.8064217567443848,earth and sky
373,0.9060236811637878,editing and publishing
374,0.9200101494789124,editor and publisher
375,0.8274412155151367,education and skill
376,0.8880107402801514,effort and resources
377,0.8885060548782349,eggs and ham
378,0.8888816237449646,elbows and knees
379,0.8173545598983765,ends and odds
380,0.9242647886276245,energy and money
381,0.9359040856361389,engineers and scientists
382,0.9194675087928772,equipment and personnel
383,0.7910621762275696,error and trial
384,0.9102122187614441,errors and omissions
385,0.8840498328208923,evening and morning
386,0.9350308775901794,everybody and everything
387,0.9291446805000305,expense and time
388,0.6848039031028748,eyes and face
389,0.8738205432891846,eyes and hair
390,0.9356575012207031,face and figure
391,0.7859054803848267,facts and figures
392,0.8788266181945801,faith and life
393,0.9214446544647217,faith and love
394,0.9182525277137756,fall and rise
395,0.8987084031105042,fall and winter
396,0.7189747095108032,family and neighborhood
397,0.9051723480224609,farms and fields
398,0.8888216018676758,father and mother
399,0.7922503352165222,father and son
400,0.9072229266166687,father and uncle
401,0.8992443084716797,fathers and mothers
402,0.5993649363517761,feelings and thoughts
403,0.90389484167099,feet and hands
404,0.8023439645767212,feet and legs
405,0.8164353370666504,female and male
406,0.884617269039154,fiction and poetry
407,0.74708491563797,field and stream
408,0.92392897605896,figures and words
409,0.8248547911643982,fingers and thumb
410,0.8935679793357849,fire and light
411,0.8959879279136658,fire and police
412,0.9172340631484985,flame and smoke
413,0.8824539184570312,flames and smoke
414,0.8049820065498352,flesh and skin
415,0.9503813982009888,flowers and herbs
416,0.9490923881530762,flowers and plants
417,0.9431616067886353,fog and mist
418,0.8353148102760315,food and shelter
419,0.8836819529533386,force and violence
420,0.9389942288398743,forefinger and thumb
421,0.7663192749023438,fork and spoon
422,0.871543288230896,forms and materials
423,0.9026686549186707,freedom and security
424,0.8991227149963379,friends and relations
425,0.8321190476417542,fruit and nuts
426,0.9116691946983337,fruits and vegetables
427,0.8661057353019714,fun and games
428,0.797440767288208,future and past
429,0.7039124369621277,gas and oil
430,0.9080434441566467,gentlemen and ladies
431,0.841177761554718,gin and tonic
432,0.7111263275146484,glass and steel
433,0.8356232643127441,god and man
434,0.8619363307952881,goods and services
435,0.8753236532211304,gratitude and joy
436,0.9229946136474609,groups and individuals
437,0.7691282629966736,guidance and information
438,0.8837028741836548,gums and teeth
439,0.8472132682800293,hair and skin
440,0.9181888699531555,hands and knees
441,0.8697588443756104,head and shoulders
442,0.903083324432373,head and tail
443,0.8941018581390381,health and spirits
444,0.7033231854438782,hearing and sight
445,0.8637502789497375,heart and mind
446,0.9349616169929504,heir and son
447,0.9241613149642944,help and understanding
448,0.9242428541183472,history and identity
449,0.9279232621192932,honey and milk
450,0.9546273946762085,horses and wagons
451,0.8967797756195068,houses and shops
452,0.9177592992782593,humility and pride
453,0.9424934983253479,husband and wife
454,0.8771973848342896,husbands and wives
455,0.9282111525535583,ice and snow
456,0.888051450252533,ice and water
457,0.9319061040878296,improvements and land
458,0.8020448684692383,inclination and time
459,0.8813049793243408,influence and power
460,0.9422076344490051,influence and prestige
461,0.8555600047111511,information and material
