,cosine_diffs,binom,layer
0,0.7086977362632751,abandon and fervor,0
1,0.7172298431396484,ability and age,0
2,0.6746057868003845,ability and desire,0
3,0.7033138871192932,ability and strength,0
4,0.5517364144325256,accessories and aircraft,0
5,0.7814927101135254,acids and tannin,0
6,0.701798141002655,acknowledgment and authentication,0
7,0.8491377234458923,action and interests,0
8,0.8552945852279663,action and character,0
9,0.7908301949501038,actions and feelings,0
10,0.6659473180770874,adaptations and cycles,0
11,0.6739977598190308,addresses and names,0
12,0.573581874370575,adherent and advocate,0
13,0.4534708261489868,adventure and romance,0
14,0.6630823016166687,age and day,0
15,0.5173682570457458,agencies and individuals,0
16,0.5635665655136108,aggression and hostility,0
17,0.659281313419342,agreements and contracts,0
18,0.542076826095581,aims and backgrounds,0
19,0.623562753200531,aircraft and ships,0
20,0.9117112159729004,allegory and expressiveness,0
21,0.507705807685852,amateurs and collectors,0
22,0.7190866470336914,amber and froth,0
23,0.8682073950767517,ambiguities and fears,0
24,0.9353931546211243,ambiguities and urgencies,0
25,0.5155806541442871,ambition and poverty,0
26,0.7757487893104553,ambush and death,0
27,0.6492222547531128,ammunition and guns,0
28,0.5706232190132141,amusement and pride,0
29,0.6266353130340576,anger and anxiety,0
30,0.6611677408218384,anger and fear,0
31,0.6123981475830078,anger and hatred,0
32,0.7679387927055359,anger and indignation,0
33,0.7826638221740723,angst and science,0
34,0.5544687509536743,anguish and pain,0
35,0.8231896162033081,animosity and resistance,0
36,0.6952535510063171,anthropologist and engineer,0
37,0.7089287042617798,anthropology and psychology,0
38,0.6291187405586243,anxiety and hazards,0
39,0.6025745272636414,appliances and cosmetics,0
40,0.49725669622421265,apprehension and fear,0
41,0.7722889184951782,apprenticeship and learning,0
42,0.93694669008255,aqueducts and tombs,0
43,0.8253778219223022,arms and hands,0
44,0.8036660552024841,arms and legs,0
45,0.7722303867340088,arrows and crosses,0
46,0.839208722114563,articulation and establishment,0
47,0.704526424407959,arts and crafts,0
48,0.7010842561721802,arts and sciences,0
49,0.42288318276405334,aspirations and dignity,0
50,0.807262122631073,assistant and confidante,0
51,0.5966920852661133,attitude and culture,0
52,0.556400716304779,attraction and conflict,0
53,0.6857202649116516,attractions and repulsions,0
54,0.579403817653656,aunt and uncle,0
55,0.7686127424240112,austerity and denial,0
56,0.7126867771148682,authority and decency,0
57,0.806820273399353,background and dancers,0
58,0.8507243394851685,bale and box,0
59,0.6170303821563721,bankers and friends,0
60,0.6770666837692261,bankruptcy and death,0
61,0.7647421360015869,barnyard and coop,0
62,0.624740719795227,barriers and stakes,0
63,0.9451565146446228,beech and horse-chestnut,0
64,0.7955339550971985,beginnings and greetings,0
65,0.8805565237998962,bellboy and chambermaid,0
66,0.8641235828399658,benefactor and sponsor,0
67,0.8136267066001892,berries and gardens,0
68,0.8824964165687561,bicep and forearm,0
69,0.6100736856460571,bitterness and youth,0
70,0.8571458458900452,bleats and rasps,0
71,0.6870085000991821,bleedings and pills,0
72,0.9571617245674133,boards and two-by-fours,0
73,0.8251002430915833,boy and mount,0
74,0.6510306596755981,cables and communiques,0
75,0.5845096111297607,cakes and comfort,0
76,0.7072998881340027,calmness and detachment,0
77,0.8465607762336731,capture and isolation,0
78,0.6888707280158997,career and wanderings,0
79,0.6156154274940491,carpet and tile,0
80,0.9078899621963501,catholics and non-catholics,0
81,0.6873153448104858,ceremonies and exhortations,0
82,0.859316885471344,chair and floor,0
83,0.8835499286651611,charters and contracts,0
84,0.8311472535133362,cherries and pineapple,0
85,0.7009783387184143,childhood and hobo,0
86,0.7970987558364868,choir and glee-club,0
87,0.5383769273757935,chorus and verses,0
88,0.5542774200439453,clarification and reexamination,0
89,0.5500658750534058,clarity and flavor,0
90,0.5569987297058105,clash and meeting,0
91,0.8013232946395874,classicist and mathematician,0
92,0.7692807912826538,classifications and probings,0
93,0.952856183052063,clergymen and parishioners,0
94,0.5288969874382019,clerk and cook,0
95,0.9287842512130737,clerks and postmasters,0
96,0.8284758925437927,clothes and haircut,0
97,0.6092308759689331,clothing and decorations,0
98,0.7096958160400391,cologne and munich,0
99,0.8773031234741211,community and customers,0
100,0.4161260724067688,competence and willingness,0
101,0.6079622507095337,composure and tranquility,0
102,0.6212049126625061,concern and inquiry,0
103,0.7346051931381226,contemplation and delight,0
104,0.774587869644165,contortion and scream,0
105,0.9014800190925598,control and needs,0
106,0.5809847712516785,costume and decor,0
107,0.6911882162094116,courage and virility,0
108,0.6232307553291321,courthouse and square,0
109,0.8995278477668762,cover and pillows,0
110,0.930786669254303,coverings and veils,0
111,0.49552056193351746,covers and towels,0
112,0.7560839653015137,cowboy and rancher,0
113,0.9121505618095398,criminality and madness,0
114,0.42957258224487305,crisis and destruction,0
115,0.8883370161056519,cry and rustle,0
116,0.787456214427948,curiosity and foreboding,0
117,0.583843469619751,currents and rhythms,0
118,0.6197811365127563,dancers and guests,0
119,0.7982348799705505,danger and nuisance,0
120,0.6421617269515991,defeat and misfortune,0
121,0.6906770467758179,delirium and illness,0
122,0.488935649394989,denial and ignorance,0
123,0.8094490766525269,denials and sacrifices,0
124,0.8496904969215393,derelicts and outcasts,0
125,0.8757684230804443,design and outline,0
126,0.555082380771637,desire and response,0
127,0.5314517021179199,desire and wishing,0
128,0.818364143371582,dialects and localisms,0
129,0.7622942924499512,diamonds and mink,0
130,0.9269711971282959,diffidence and gentleness,0
131,0.827561616897583,direction and moment,0
132,0.9000527262687683,directness and truth,0
133,0.8939138650894165,disarray and impasse,0
134,0.7373530268669128,disasters and sufferings,0
135,0.6215611100196838,disrespect and misunderstanding,0
136,0.6216392517089844,distinction and tone,0
137,0.5826408863067627,doctors and president,0
138,0.5428479909896851,dogs and grandchildren,0
139,0.8091793060302734,door and sill,0
140,0.614303469657898,drawing and models,0
141,0.7805767059326172,dregs and wine,0
142,0.9190406799316406,dryness and dust,0
143,0.8708788752555847,emeralds and peanuts,0
144,0.7948827743530273,employees and proprietors,0
145,0.5943774580955505,envelope and pencil,0
146,0.5083962678909302,envy and hurt,0
147,0.7106708288192749,equality and relativism,0
148,0.7883638739585876,equipment and musket,0
149,0.866129994392395,exasperation and love,0
150,0.6831775307655334,farms and hayfields,0
151,0.52911776304245,farms and mountains,0
152,0.47761327028274536,fear and ritual,0
153,0.8956410884857178,felons and fixers,0
154,0.48568612337112427,fishermen and scientists,0
155,0.8995338082313538,flirtation and romance,0
156,0.8354471921920776,force and voice,0
157,0.752788782119751,foresight and patriotism,0
158,0.8097399473190308,form and mess,0
159,0.7313683032989502,freedom and israel,0
160,0.8183648586273193,friends and tenants,0
161,0.8428589701652527,furs and merchandise,0
162,0.7170062065124512,gadgets and prowess,0
163,0.5614760518074036,garden and livestock,0
164,0.6767973899841309,garden and pavilion,0
165,0.6638045310974121,gardens and riverbanks,0
166,0.5717265009880066,gardens and housing,0
167,0.9033724665641785,gasps and rushes,0
168,0.8080665469169617,gentility and principle,0
169,0.5314445495605469,gift and heritage,0
170,0.5134240388870239,glance and signal,0
171,0.9542152881622314,goodnight and lullaby,0
172,0.6603113412857056,gossip and truth,0
173,0.8500102162361145,graces and manners,0
174,0.9361246228218079,grandfather and great-grandfather,0
175,0.7748287320137024,greed and pettiness,0
176,0.8612563014030457,gunfire and shouting,0
177,0.8459240794181824,handle and hinge,0
178,0.83453768491745,hat and tunic,0
179,0.9489161372184753,head-tossing and prancing,0
180,0.4270034730434418,hearsay and legend,0
181,0.8807976245880127,heat and outcry,0
182,0.881136953830719,hillbilly and jazz,0
183,0.8690109252929688,holland and japan,0
184,0.8320353031158447,honeysuckle and rosebush,0
185,0.785399317741394,hope and smiles,0
186,0.8418504595756531,huggings and kissings,0
187,0.5979171395301819,humor and proportion,0
188,0.643653392791748,immersion and involvement,0
189,0.7827653288841248,incredulity and shock,0
190,0.5396425127983093,inertia and petulance,0
191,0.7636765241622925,ingratitude and injury,0
192,0.548890233039856,instinct and judgement,0
193,0.822780966758728,intelligence and mentality,0
194,0.42199501395225525,intensities and rhythms,0
195,0.8102082014083862,interconnectedness and quality,0
196,0.9033851027488708,ivory and sandalwood,0
197,0.545053243637085,jazz and marijuana,0
198,0.8830654621124268,jubilation and regret,0
199,0.593969464302063,juice and spirit,0
200,0.886878490447998,ketches and yachts,0
201,0.8244845271110535,kind and scale,0
202,0.8013344407081604,lights and motor,0
203,0.6824315190315247,linguist and therapist,0
204,0.7330635190010071,linguistics and psychiatry,0
205,0.8379033803939819,linguists and psychotherapists,0
206,0.6264796853065491,lint and thread,0
207,0.5741451382637024,liquor and luxury,0
208,0.908706545829773,madman and tyrant,0
209,0.6685026288032532,maintenance and travel,0
210,0.8418158292770386,maps and registers,0
211,0.8973971009254456,marquees and signs,0
212,0.5821048021316528,meaningfulness and relevance,0
213,0.4885217845439911,mechanics and technique,0
214,0.40634751319885254,medicines and yeast,0
215,0.7044480443000793,miners and teamsters,0
216,0.5067266225814819,misunderstanding and persecution,0
217,0.9566328525543213,modernizing and redecorating,0
218,0.8005646467208862,nagging and stress,0
219,0.8906605243682861,names and specialties,0
220,0.6544255018234253,nationalism and sentiment,0
221,0.8173978328704834,neighborliness and politeness,0
222,0.9196116924285889,nightingales and roses,0
223,0.8594318628311157,non-poetry and poetry,0
224,0.8709243535995483,onrush and retreat,0
225,0.7741671800613403,optimism and practicality,0
226,0.49541598558425903,pains and shocks,0
227,0.5735123753547668,painting and sculptures,0
228,0.5346090793609619,passage and rhythm,0
229,0.8784502744674683,patients and psychiatrists,0
230,0.6838895678520203,patronage and subscription,0
231,0.8120148181915283,peace and rehabilitation,0
232,0.7460998296737671,pen and telephone,0
233,0.8579057455062866,people and soils,0
234,0.7167817950248718,pills and tonics,0
235,0.8342519998550415,poise and posture,0
236,0.8059889078140259,powers and traditions,0
237,0.49740034341812134,preparations and services,0
238,0.6684342622756958,promoters and salesmen,0
239,0.8149498701095581,reason and sight,0
240,0.8195438981056213,reference and withdrawal,0
241,0.7767384648323059,retribution and violence,0
242,0.7505318522453308,romance and snobbery,0
243,0.8264358639717102,salt and whiskey,0
244,0.694085955619812,scars and welts,0
245,0.5469216108322144,Scots and Swiss,0
246,0.6026630401611328,screens and shades,0
247,0.4814116954803467,seals and wires,0
248,0.9736802577972412,self-aggrandisement and self-confidence,0
249,0.9581590294837952,self-indulgence and softness,0
250,0.8676257729530334,sky and wasteland,0
251,0.8428316712379456,song and tears,0
252,0.903314471244812,sparkle and spring,0
253,0.8804856538772583,sprains and swellings,0
254,0.6587660908699036,stalls and urinals,0
255,0.5156286954879761,starvation and tuberculosis,0
256,0.6043263077735901,starvation and suicide,0
257,0.6892621517181396,sushi and tea,0
258,0.8688513040542603,suspense and worry,0
259,0.9383809566497803,temperature and wind-velocity,0
260,0.5431064367294312,tension and terror,0
261,0.6677790880203247,unhappiness and women,0
262,0.45671406388282776,usefulness and viability,0
263,0.5301109552383423,vitality and will,0
264,0.8588422536849976,aunts and uncles,0
265,0.8249961137771606,back and shoulders,0
266,0.5673673748970032,bacon and eggs,0
267,0.8390148878097534,bar and grill,0
268,0.6992325186729431,barley and oats,0
269,0.6487013101577759,barrels and boxes,0
270,0.4388981759548187,beauty and dignity,0
271,0.47506505250930786,beauty and truth,0
272,0.46701928973197937,beauty and youth,0
273,0.8792797923088074,being and existence,0
274,0.5684202313423157,belly and chest,0
275,0.9364464282989502,black and white,0
276,0.8662359118461609,blood and flesh,0
277,0.8492840528488159,blood and guts,0
278,0.8942428827285767,boats and ships,0
279,0.6234261393547058,bodies and faces,0
280,0.8624607920646667,body and face,0
281,0.8642941117286682,body and head,0
282,0.855147123336792,body and mind,0
283,0.8291868567466736,bone and flesh,0
284,0.8312166929244995,bone and muscle,0
285,0.9003746509552002,bones and skulls,0
286,0.6508431434631348,boots and shoes,0
287,0.86147540807724,boys and girls,0
288,0.8528625965118408,boys and men,0
289,0.8162758946418762,bread and butter,0
290,0.8047751188278198,bread and cheese,0
291,0.6049405336380005,breakfast and dinner,0
292,0.5723288059234619,bride and groom,0
293,0.8642458915710449,brother and mother,0
294,0.8910195827484131,brother and sister,0
295,0.6776044368743896,brothers and sisters,0
296,0.8236676454544067,brush and trees,0
297,0.7518062591552734,cakes and pies,0
298,0.5973302721977234,cattle and horses,0
