,cosine_diffs,binom,layer
0,0.7139087319374084,abandon and fervor,0
1,0.7273985147476196,ability and age,0
2,0.6815733313560486,ability and desire,0
3,0.7135440111160278,ability and strength,0
4,0.5604174733161926,accessories and aircraft,0
5,0.7925450205802917,acids and tannin,0
6,0.6925266981124878,acknowledgment and authentication,0
7,0.8348051309585571,action and interests,0
8,0.8421406745910645,action and character,0
9,0.7794188261032104,actions and feelings,0
10,0.6645144820213318,adaptations and cycles,0
11,0.6721161007881165,addresses and names,0
12,0.5745508670806885,adherent and advocate,0
13,0.4594225287437439,adventure and romance,0
14,0.6681511402130127,age and day,0
15,0.5364728569984436,agencies and individuals,0
16,0.5610319375991821,aggression and hostility,0
17,0.6549053192138672,agreements and contracts,0
18,0.5306344628334045,aims and backgrounds,0
19,0.6271277666091919,aircraft and ships,0
20,0.9116407632827759,allegory and expressiveness,0
21,0.5070629715919495,amateurs and collectors,0
22,0.7230885624885559,amber and froth,0
23,0.8614729046821594,ambiguities and fears,0
24,0.9317978024482727,ambiguities and urgencies,0
25,0.5245847105979919,ambition and poverty,0
26,0.7768921256065369,ambush and death,0
27,0.6441859602928162,ammunition and guns,0
28,0.5818242430686951,amusement and pride,0
29,0.63336181640625,anger and anxiety,0
30,0.6680616140365601,anger and fear,0
31,0.6119804382324219,anger and hatred,0
32,0.769481897354126,anger and indignation,0
33,0.7869362831115723,angst and science,0
34,0.5707231163978577,anguish and pain,0
35,0.8235124945640564,animosity and resistance,0
36,0.693878173828125,anthropologist and engineer,0
37,0.7067387700080872,anthropology and psychology,0
38,0.6231212615966797,anxiety and hazards,0
39,0.6055144667625427,appliances and cosmetics,0
40,0.5022068619728088,apprehension and fear,0
41,0.7703300714492798,apprenticeship and learning,0
42,0.9386810064315796,aqueducts and tombs,0
43,0.8161715269088745,arms and hands,0
44,0.7893813848495483,arms and legs,0
45,0.7688920497894287,arrows and crosses,0
46,0.8381069302558899,articulation and establishment,0
47,0.6985365748405457,arts and crafts,0
48,0.697024941444397,arts and sciences,0
49,0.42939722537994385,aspirations and dignity,0
50,0.8098423480987549,assistant and confidante,0
51,0.6016801595687866,attitude and culture,0
52,0.5637267231941223,attraction and conflict,0
53,0.6861053705215454,attractions and repulsions,0
54,0.5730240941047668,aunt and uncle,0
55,0.7621155381202698,austerity and denial,0
56,0.7082310914993286,authority and decency,0
57,0.7792279720306396,background and dancers,0
58,0.850687563419342,bale and box,0
59,0.6187281608581543,bankers and friends,0
60,0.6815916299819946,bankruptcy and death,0
61,0.7752168774604797,barnyard and coop,0
62,0.6228971481323242,barriers and stakes,0
63,0.9448220729827881,beech and horse-chestnut,0
64,0.7991493940353394,beginnings and greetings,0
65,0.8761478662490845,bellboy and chambermaid,0
66,0.8541489243507385,benefactor and sponsor,0
67,0.8155503869056702,berries and gardens,0
68,0.8823191523551941,bicep and forearm,0
69,0.6170494556427002,bitterness and youth,0
70,0.8526238203048706,bleats and rasps,0
71,0.6944562196731567,bleedings and pills,0
72,0.9594067335128784,boards and two-by-fours,0
73,0.8180131912231445,boy and mount,0
74,0.648212194442749,cables and communiques,0
75,0.5968712568283081,cakes and comfort,0
76,0.7144216299057007,calmness and detachment,0
77,0.8305704593658447,capture and isolation,0
78,0.6900398135185242,career and wanderings,0
79,0.6198923587799072,carpet and tile,0
80,0.9133464097976685,catholics and non-catholics,0
81,0.690005362033844,ceremonies and exhortations,0
82,0.8534697890281677,chair and floor,0
83,0.8780092000961304,charters and contracts,0
84,0.8305632472038269,cherries and pineapple,0
85,0.701779842376709,childhood and hobo,0
86,0.8085024952888489,choir and glee-club,0
87,0.530390739440918,chorus and verses,0
88,0.5713070631027222,clarification and reexamination,0
89,0.5526217222213745,clarity and flavor,0
90,0.568291187286377,clash and meeting,0
91,0.7991956472396851,classicist and mathematician,0
92,0.7728531956672668,classifications and probings,0
93,0.951240599155426,clergymen and parishioners,0
94,0.5402193665504456,clerk and cook,0
95,0.9286530017852783,clerks and postmasters,0
96,0.8268266916275024,clothes and haircut,0
97,0.6101005673408508,clothing and decorations,0
98,0.7088348865509033,cologne and munich,0
99,0.8644694685935974,community and customers,0
100,0.4213404953479767,competence and willingness,0
101,0.5972671508789062,composure and tranquility,0
102,0.6179291009902954,concern and inquiry,0
103,0.7456545233726501,contemplation and delight,0
104,0.7661537528038025,contortion and scream,0
105,0.890709638595581,control and needs,0
106,0.5910236835479736,costume and decor,0
107,0.6895533800125122,courage and virility,0
108,0.6300081610679626,courthouse and square,0
109,0.8890039920806885,cover and pillows,0
110,0.9249801635742188,coverings and veils,0
111,0.5009816884994507,covers and towels,0
112,0.7558466792106628,cowboy and rancher,0
113,0.9025324583053589,criminality and madness,0
114,0.44354358315467834,crisis and destruction,0
115,0.8841825723648071,cry and rustle,0
116,0.7934485673904419,curiosity and foreboding,0
117,0.5631862878799438,currents and rhythms,0
118,0.6242994070053101,dancers and guests,0
119,0.7818257212638855,danger and nuisance,0
120,0.6338059306144714,defeat and misfortune,0
121,0.6896803379058838,delirium and illness,0
122,0.4922046661376953,denial and ignorance,0
123,0.7970758080482483,denials and sacrifices,0
124,0.8570303320884705,derelicts and outcasts,0
125,0.8667657971382141,design and outline,0
126,0.5689826607704163,desire and response,0
127,0.5354210138320923,desire and wishing,0
128,0.8272094130516052,dialects and localisms,0
129,0.7504212856292725,diamonds and mink,0
130,0.9243060350418091,diffidence and gentleness,0
131,0.8138192892074585,direction and moment,0
132,0.892302930355072,directness and truth,0
133,0.8860749006271362,disarray and impasse,0
134,0.7442546486854553,disasters and sufferings,0
135,0.6253992319107056,disrespect and misunderstanding,0
136,0.6250264048576355,distinction and tone,0
137,0.5858303308486938,doctors and president,0
138,0.5440787076950073,dogs and grandchildren,0
139,0.7922634482383728,door and sill,0
140,0.6106471419334412,drawing and models,0
141,0.775349497795105,dregs and wine,0
142,0.9129365086555481,dryness and dust,0
143,0.8661309480667114,emeralds and peanuts,0
144,0.7945867776870728,employees and proprietors,0
145,0.5858626365661621,envelope and pencil,0
146,0.516958475112915,envy and hurt,0
147,0.716320276260376,equality and relativism,0
148,0.7790934443473816,equipment and musket,0
149,0.8606364727020264,exasperation and love,0
150,0.6812049150466919,farms and hayfields,0
151,0.5386552810668945,farms and mountains,0
152,0.47935348749160767,fear and ritual,0
153,0.8977606892585754,felons and fixers,0
154,0.4976305365562439,fishermen and scientists,0
155,0.8923765420913696,flirtation and romance,0
156,0.8254895210266113,force and voice,0
157,0.753169059753418,foresight and patriotism,0
158,0.7939683198928833,form and mess,0
159,0.7364919185638428,freedom and israel,0
160,0.8076843023300171,friends and tenants,0
161,0.838171660900116,furs and merchandise,0
162,0.7181662917137146,gadgets and prowess,0
163,0.5571287870407104,garden and livestock,0
164,0.6694105863571167,garden and pavilion,0
165,0.6647385954856873,gardens and riverbanks,0
166,0.5791348814964294,gardens and housing,0
167,0.898470938205719,gasps and rushes,0
168,0.8045021891593933,gentility and principle,0
169,0.5420473217964172,gift and heritage,0
170,0.529589056968689,glance and signal,0
171,0.9488203525543213,goodnight and lullaby,0
172,0.662152886390686,gossip and truth,0
173,0.8397481441497803,graces and manners,0
174,0.9339587688446045,grandfather and great-grandfather,0
175,0.7832170724868774,greed and pettiness,0
176,0.849026083946228,gunfire and shouting,0
177,0.828911304473877,handle and hinge,0
178,0.8330231308937073,hat and tunic,0
179,0.9469233155250549,head-tossing and prancing,0
180,0.4368220865726471,hearsay and legend,0
181,0.8742754459381104,heat and outcry,0
182,0.8824618458747864,hillbilly and jazz,0
183,0.8685011863708496,holland and japan,0
184,0.8335109949111938,honeysuckle and rosebush,0
185,0.7707999348640442,hope and smiles,0
186,0.8454285860061646,huggings and kissings,0
187,0.6025948524475098,humor and proportion,0
188,0.6395324468612671,immersion and involvement,0
189,0.7883080840110779,incredulity and shock,0
190,0.5500133037567139,inertia and petulance,0
191,0.7622672319412231,ingratitude and injury,0
192,0.5587252378463745,instinct and judgement,0
193,0.8047264218330383,intelligence and mentality,0
194,0.4319581687450409,intensities and rhythms,0
195,0.8120068907737732,interconnectedness and quality,0
196,0.9036350846290588,ivory and sandalwood,0
197,0.5525710582733154,jazz and marijuana,0
198,0.879597008228302,jubilation and regret,0
199,0.5979055762290955,juice and spirit,0
200,0.89207923412323,ketches and yachts,0
201,0.8095926642417908,kind and scale,0
202,0.798484742641449,lights and motor,0
203,0.6897016167640686,linguist and therapist,0
204,0.7315226197242737,linguistics and psychiatry,0
205,0.8360267877578735,linguists and psychotherapists,0
206,0.6418015956878662,lint and thread,0
207,0.5859663486480713,liquor and luxury,0
208,0.9037045240402222,madman and tyrant,0
209,0.6662583351135254,maintenance and travel,0
210,0.8269308805465698,maps and registers,0
211,0.8936059474945068,marquees and signs,0
212,0.5734758377075195,meaningfulness and relevance,0
213,0.4890488088130951,mechanics and technique,0
214,0.4164907932281494,medicines and yeast,0
215,0.7044436931610107,miners and teamsters,0
216,0.5093429088592529,misunderstanding and persecution,0
217,0.9494805335998535,modernizing and redecorating,0
218,0.7971007823944092,nagging and stress,0
219,0.8807052373886108,names and specialties,0
220,0.6503992676734924,nationalism and sentiment,0
221,0.8087038397789001,neighborliness and politeness,0
222,0.9125640392303467,nightingales and roses,0
223,0.8541779518127441,non-poetry and poetry,0
224,0.8710303902626038,onrush and retreat,0
225,0.7778372764587402,optimism and practicality,0
226,0.49711742997169495,pains and shocks,0
227,0.5710036754608154,painting and sculptures,0
228,0.5334150195121765,passage and rhythm,0
229,0.8650919198989868,patients and psychiatrists,0
230,0.6915301084518433,patronage and subscription,0
231,0.7933388948440552,peace and rehabilitation,0
232,0.7454463243484497,pen and telephone,0
