,cosine_diffs,binom,layer
0,0.7052018642425537,abandon and fervor,0
1,0.7155693769454956,ability and age,0
2,0.673467755317688,ability and desire,0
3,0.7025505304336548,ability and strength,0
4,0.5481412410736084,accessories and aircraft,0
5,0.7795950770378113,acids and tannin,0
6,0.701201319694519,acknowledgment and authentication,0
7,0.851140558719635,action and interests,0
8,0.8569162487983704,action and character,0
9,0.7940367460250854,actions and feelings,0
10,0.664974570274353,adaptations and cycles,0
11,0.6755175590515137,addresses and names,0
12,0.5723634958267212,adherent and advocate,0
13,0.4518124759197235,adventure and romance,0
14,0.6601275205612183,age and day,0
15,0.5127086639404297,agencies and individuals,0
16,0.5626246929168701,aggression and hostility,0
17,0.6597620844841003,agreements and contracts,0
18,0.5429427623748779,aims and backgrounds,0
19,0.6221085786819458,aircraft and ships,0
20,0.9117416143417358,allegory and expressiveness,0
21,0.5065293312072754,amateurs and collectors,0
22,0.7188911437988281,amber and froth,0
23,0.8678869605064392,ambiguities and fears,0
24,0.935425341129303,ambiguities and urgencies,0
25,0.5150858163833618,ambition and poverty,0
26,0.7747347950935364,ambush and death,0
27,0.648566722869873,ammunition and guns,0
28,0.568158745765686,amusement and pride,0
29,0.6243318319320679,anger and anxiety,0
30,0.6605287194252014,anger and fear,0
31,0.6128379702568054,anger and hatred,0
32,0.7667945623397827,anger and indignation,0
33,0.7814964056015015,angst and science,0
34,0.5501000881195068,anguish and pain,0
35,0.8235889077186584,animosity and resistance,0
36,0.6937071681022644,anthropologist and engineer,0
37,0.7083817720413208,anthropology and psychology,0
38,0.6299952864646912,anxiety and hazards,0
39,0.601589560508728,appliances and cosmetics,0
40,0.49463385343551636,apprehension and fear,0
41,0.7718688249588013,apprenticeship and learning,0
42,0.9361060261726379,aqueducts and tombs,0
43,0.8276003003120422,arms and hands,0
44,0.8065670728683472,arms and legs,0
45,0.7717248201370239,arrows and crosses,0
46,0.8396206498146057,articulation and establishment,0
47,0.7055693864822388,arts and crafts,0
48,0.7018522024154663,arts and sciences,0
49,0.4207947254180908,aspirations and dignity,0
50,0.8071975708007812,assistant and confidante,0
51,0.5939990282058716,attitude and culture,0
52,0.5532978773117065,attraction and conflict,0
53,0.686589777469635,attractions and repulsions,0
54,0.5775305032730103,aunt and uncle,0
55,0.7663182616233826,austerity and denial,0
56,0.7144931554794312,authority and decency,0
57,0.8114692568778992,background and dancers,0
58,0.8506107330322266,bale and box,0
59,0.6166335344314575,bankers and friends,0
60,0.6748301982879639,bankruptcy and death,0
61,0.7626955509185791,barnyard and coop,0
62,0.6229501366615295,barriers and stakes,0
63,0.9458104372024536,beech and horse-chestnut,0
64,0.7941433787345886,beginnings and greetings,0
65,0.8822435736656189,bellboy and chambermaid,0
66,0.8654978275299072,benefactor and sponsor,0
67,0.8130209445953369,berries and gardens,0
68,0.8820247650146484,bicep and forearm,0
69,0.6072286367416382,bitterness and youth,0
70,0.8583199977874756,bleats and rasps,0
71,0.6858243942260742,bleedings and pills,0
72,0.9572548866271973,boards and two-by-fours,0
73,0.8268657922744751,boy and mount,0
74,0.6519349217414856,cables and communiques,0
75,0.5784815549850464,cakes and comfort,0
76,0.7042334079742432,calmness and detachment,0
77,0.8503687381744385,capture and isolation,0
78,0.6902688145637512,career and wanderings,0
79,0.6125983595848083,carpet and tile,0
80,0.9071245193481445,catholics and non-catholics,0
81,0.6877794861793518,ceremonies and exhortations,0
82,0.8603284358978271,chair and floor,0
83,0.8850412368774414,charters and contracts,0
84,0.8306923508644104,cherries and pineapple,0
85,0.6988821625709534,childhood and hobo,0
86,0.7958220839500427,choir and glee-club,0
87,0.5365892052650452,chorus and verses,0
88,0.5504357218742371,clarification and reexamination,0
89,0.5448964238166809,clarity and flavor,0
90,0.5527383685112,clash and meeting,0
91,0.8019258379936218,classicist and mathematician,0
92,0.7682784795761108,classifications and probings,0
93,0.953566312789917,clergymen and parishioners,0
94,0.5239888429641724,clerk and cook,0
95,0.9286328554153442,clerks and postmasters,0
96,0.8287941813468933,clothes and haircut,0
97,0.6071759462356567,clothing and decorations,0
98,0.7100438475608826,cologne and munich,0
99,0.8808107972145081,community and customers,0
100,0.41183334589004517,competence and willingness,0
101,0.6094982624053955,composure and tranquility,0
102,0.6208937168121338,concern and inquiry,0
103,0.7310932874679565,contemplation and delight,0
104,0.7773287296295166,contortion and scream,0
105,0.9039785861968994,control and needs,0
106,0.5795228481292725,costume and decor,0
107,0.691696047782898,courage and virility,0
108,0.6227070689201355,courthouse and square,0
109,0.9025580883026123,cover and pillows,0
110,0.9327203631401062,coverings and veils,0
111,0.4932960569858551,covers and towels,0
112,0.7553638815879822,cowboy and rancher,0
113,0.9136324524879456,criminality and madness,0
114,0.4233606457710266,crisis and destruction,0
115,0.8886711001396179,cry and rustle,0
116,0.7859578132629395,curiosity and foreboding,0
117,0.5808727741241455,currents and rhythms,0
118,0.6165787577629089,dancers and guests,0
119,0.8029542565345764,danger and nuisance,0
120,0.6420208215713501,defeat and misfortune,0
121,0.6917983293533325,delirium and illness,0
122,0.4886783957481384,denial and ignorance,0
123,0.8125829696655273,denials and sacrifices,0
124,0.8473292589187622,derelicts and outcasts,0
125,0.8761227130889893,design and outline,0
126,0.5535928606987,desire and response,0
127,0.5320650339126587,desire and wishing,0
128,0.8143619298934937,dialects and localisms,0
129,0.7631017565727234,diamonds and mink,0
130,0.9277255535125732,diffidence and gentleness,0
131,0.8311762809753418,direction and moment,0
132,0.9013946652412415,directness and truth,0
133,0.8948916792869568,disarray and impasse,0
134,0.7324835062026978,disasters and sufferings,0
135,0.6183992028236389,disrespect and misunderstanding,0
136,0.6186281442642212,distinction and tone,0
137,0.5801286697387695,doctors and president,0
138,0.5390085577964783,dogs and grandchildren,0
139,0.8120084404945374,door and sill,0
140,0.6170095205307007,drawing and models,0
141,0.7809302806854248,dregs and wine,0
142,0.9198159575462341,dryness and dust,0
143,0.8724108934402466,emeralds and peanuts,0
144,0.7938152551651001,employees and proprietors,0
145,0.596689760684967,envelope and pencil,0
146,0.50518798828125,envy and hurt,0
147,0.7086389064788818,equality and relativism,0
148,0.7882426977157593,equipment and musket,0
149,0.8667274713516235,exasperation and love,0
150,0.6824284791946411,farms and hayfields,0
151,0.5265190005302429,farms and mountains,0
152,0.47431692481040955,fear and ritual,0
153,0.8949605226516724,felons and fixers,0
154,0.47963112592697144,fishermen and scientists,0
155,0.9017552733421326,flirtation and romance,0
156,0.8382594585418701,force and voice,0
157,0.7513880133628845,foresight and patriotism,0
158,0.8123751282691956,form and mess,0
159,0.7291113138198853,freedom and israel,0
160,0.8202431797981262,friends and tenants,0
161,0.8441491723060608,furs and merchandise,0
162,0.7137594223022461,gadgets and prowess,0
163,0.5608413219451904,garden and livestock,0
164,0.6770998239517212,garden and pavilion,0
