,cosine_diffs,binom
0,0.44897013902664185,abandon and fervor
1,0.46529942750930786,ability and age
2,0.6262621879577637,ability and desire
3,0.5876607894897461,ability and strength
4,0.6816343665122986,accessories and aircraft
5,0.7897846102714539,acids and tannin
6,0.6633586883544922,acknowledgment and authentication
7,0.5607099533081055,action and interests
8,0.5277455449104309,action and character
9,0.49570050835609436,actions and feelings
10,0.6197044849395752,adaptations and cycles
11,0.5635572671890259,addresses and names
12,0.571677029132843,adherent and advocate
13,0.5853923559188843,adventure and romance
14,0.5371118783950806,age and day
15,0.6834927797317505,agencies and individuals
16,0.5831149220466614,aggression and hostility
17,0.672913134098053,agreements and contracts
18,0.5895067453384399,aims and backgrounds
19,0.6854314804077148,aircraft and ships
20,0.6151935458183289,allegory and expressiveness
21,0.5389406681060791,amateurs and collectors
22,0.5911386013031006,amber and froth
23,0.7207865715026855,ambiguities and fears
24,0.6383799910545349,ambiguities and urgencies
25,0.6625441908836365,ambition and poverty
26,0.49287012219429016,ambush and death
27,0.6611284017562866,ammunition and guns
28,0.42308855056762695,amusement and pride
29,0.48366042971611023,anger and anxiety
30,0.5223286747932434,anger and fear
31,0.5671748518943787,anger and hatred
32,0.5075885653495789,anger and indignation
33,0.5960443615913391,angst and science
34,0.6666949391365051,anguish and pain
35,0.6798545718193054,animosity and resistance
36,0.5718278884887695,anthropologist and engineer
37,0.7593721151351929,anthropology and psychology
38,0.6694211959838867,anxiety and hazards
39,0.7492011785507202,appliances and cosmetics
40,0.493022620677948,apprehension and fear
41,0.6821726560592651,apprenticeship and learning
42,0.7197110056877136,aqueducts and tombs
43,0.6061946749687195,arms and hands
44,0.4535149335861206,arms and legs
45,0.5518255233764648,arrows and crosses
46,0.6693001389503479,articulation and establishment
47,0.5384727716445923,arts and crafts
48,0.5495619177818298,arts and sciences
49,0.683625340461731,aspirations and dignity
50,0.7378520369529724,assistant and confidante
51,0.5165741443634033,attitude and culture
52,0.674562931060791,attraction and conflict
53,0.6877238154411316,attractions and repulsions
54,0.5373475551605225,aunt and uncle
55,0.6142703890800476,austerity and denial
56,0.6863504648208618,authority and decency
57,0.6640313267707825,background and dancers
58,0.5280463099479675,bale and box
59,0.627855122089386,bankers and friends
60,0.6629754900932312,bankruptcy and death
61,0.46722733974456787,barnyard and coop
62,0.6871206164360046,barriers and stakes
63,0.7224125266075134,beech and horse-chestnut
64,0.7679893374443054,beginnings and greetings
65,0.6046671867370605,bellboy and chambermaid
66,0.6231043934822083,benefactor and sponsor
67,0.7457869052886963,berries and gardens
68,0.6164621114730835,bicep and forearm
69,0.592436671257019,bitterness and youth
70,0.6220954656600952,bleats and rasps
71,0.7269901037216187,bleedings and pills
72,0.7661172151565552,boards and two-by-fours
73,0.5595273971557617,boy and mount
74,0.6026297211647034,cables and communiques
75,0.4914015233516693,cakes and comfort
76,0.6583463549613953,calmness and detachment
