,cosine_diffs,binom
0,-0.008852554485201836,abandon and fervor
1,-0.031504880636930466,ability and age
2,-0.03769383952021599,ability and desire
3,-0.028432318940758705,ability and strength
4,0.004086111672222614,accessories and aircraft
5,0.017906975001096725,acids and tannin
6,0.01047591958194971,acknowledgment and authentication
7,-0.03200414031744003,action and interests
8,-0.019827600568532944,action and character
9,-0.0121033089235425,actions and feelings
10,-0.002658052369952202,adaptations and cycles
11,-0.0037459442391991615,addresses and names
12,-0.01528976485133171,adherent and advocate
13,-0.01700035110116005,adventure and romance
14,-0.029512470588088036,age and day
15,0.005375126376748085,agencies and individuals
16,-0.0011854441836476326,aggression and hostility
17,0.006200093775987625,agreements and contracts
18,-0.024289662018418312,aims and backgrounds
19,-0.005832064896821976,aircraft and ships
20,-0.009065605700016022,allegory and expressiveness
21,-0.026514986529946327,amateurs and collectors
22,-0.02286638505756855,amber and froth
23,0.004389142617583275,ambiguities and fears
24,-0.025399668142199516,ambiguities and urgencies
25,-0.0022483747452497482,ambition and poverty
26,-0.024150734767317772,ambush and death
27,0.010181210935115814,ammunition and guns
28,-0.017437603324651718,amusement and pride
29,-0.0211035069078207,anger and anxiety
30,-0.03172443062067032,anger and fear
31,-0.01860079914331436,anger and hatred
32,-0.005605331622064114,anger and indignation
33,-0.018534686416387558,angst and science
34,-0.013704277575016022,anguish and pain
35,-0.006270855665206909,animosity and resistance
36,-0.007076706737279892,anthropologist and engineer
37,-0.006440598517656326,anthropology and psychology
38,-0.00785295944660902,anxiety and hazards
39,0.0005495063960552216,appliances and cosmetics
40,0.01384880393743515,apprehension and fear
41,0.025467244908213615,apprenticeship and learning
42,0.007166652008891106,aqueducts and tombs
43,-0.009315695613622665,arms and hands
44,-0.015264842659235,arms and legs
45,-0.025816911831498146,arrows and crosses
46,0.0010218042880296707,articulation and establishment
47,-0.01850930042564869,arts and crafts
48,-0.016592703759670258,arts and sciences
49,7.747393101453781e-05,aspirations and dignity
50,-0.002098673954606056,assistant and confidante
51,-0.026064513251185417,attitude and culture
52,-0.0048398952931165695,attraction and conflict
53,-0.015261415392160416,attractions and repulsions
54,-0.004509438294917345,aunt and uncle
55,-0.04010709375143051,austerity and denial
56,-0.020503606647253036,authority and decency
57,-0.02095509134232998,background and dancers
58,-0.022481197491288185,bale and box
59,-0.020805198699235916,bankers and friends
60,-0.04326653480529785,bankruptcy and death
61,-0.007909176871180534,barnyard and coop
62,0.01817171461880207,barriers and stakes
63,0.009831253439188004,beech and horse-chestnut
64,0.025324691087007523,beginnings and greetings
65,0.014021954499185085,bellboy and chambermaid
66,-0.019390150904655457,benefactor and sponsor
67,-0.02774300053715706,berries and gardens
68,-0.014592031016945839,bicep and forearm
69,-0.030976787209510803,bitterness and youth
70,0.007887599058449268,bleats and rasps
71,-0.01468363031744957,bleedings and pills
72,0.00691908597946167,boards and two-by-fours
73,-0.029640458524227142,boy and mount
74,-0.0017999010160565376,cables and communiques
75,-0.004483891651034355,cakes and comfort
76,0.010504602454602718,calmness and detachment
77,-0.028548717498779297,capture and isolation
78,-0.006279978901147842,career and wanderings
79,0.021266063675284386,carpet and tile
80,0.013425890356302261,catholics and non-catholics
81,0.016315434128046036,ceremonies and exhortations
82,-0.0007824150379747152,chair and floor
83,-0.023683395236730576,charters and contracts
84,-0.014321155846118927,cherries and pineapple
85,-0.02465495839715004,childhood and hobo
86,0.021423427388072014,choir and glee-club
87,0.01918220892548561,chorus and verses
88,-0.002608107402920723,clarification and reexamination
89,-0.029929298907518387,clarity and flavor
90,0.0046777729876339436,clash and meeting
91,-0.006325460970401764,classicist and mathematician
92,-0.009065432474017143,classifications and probings
93,0.017056025564670563,clergymen and parishioners
94,-0.017715809866786003,clerk and cook
95,0.002222515642642975,clerks and postmasters
96,-0.011142771691083908,clothes and haircut
97,-0.008811544626951218,clothing and decorations
98,-0.007497096434235573,cologne and munich
99,-0.034574080258607864,community and customers
100,0.0035638567060232162,competence and willingness
101,0.007315638475120068,composure and tranquility
102,-0.011943258345127106,concern and inquiry
103,-0.012380434200167656,contemplation and delight
104,0.011933636851608753,contortion and scream
105,-0.04728212580084801,control and needs
106,-0.011381019838154316,costume and decor
107,0.005569273605942726,courage and virility
108,-0.007105974480509758,courthouse and square
109,-0.005172211676836014,cover and pillows
110,-0.00401255302131176,coverings and veils
111,-0.0196357611566782,covers and towels
112,-0.010493453592061996,cowboy and rancher
113,-0.013984003104269505,criminality and madness
114,-0.018849460408091545,crisis and destruction
115,0.024899253621697426,cry and rustle
116,-0.02610689587891102,curiosity and foreboding
117,-0.01649840734899044,currents and rhythms
118,0.010602298192679882,dancers and guests
119,-0.028003782033920288,danger and nuisance
120,-0.016878342255949974,defeat and misfortune
121,0.005504187196493149,delirium and illness
122,0.007441634777933359,denial and ignorance
123,-0.021566689014434814,denials and sacrifices
124,-0.012280968949198723,derelicts and outcasts
125,-0.007860947400331497,design and outline
126,0.005804280284792185,desire and response
127,-0.022349383682012558,desire and wishing
128,-0.010049398988485336,dialects and localisms
129,-0.014320310205221176,diamonds and mink
130,-0.0001932792365550995,diffidence and gentleness
131,-0.01657579466700554,direction and moment
132,-0.009738428518176079,directness and truth
133,0.0016613868065178394,disarray and impasse
134,0.004114432260394096,disasters and sufferings
135,0.014193550683557987,disrespect and misunderstanding
136,-0.011692794039845467,distinction and tone
137,-0.011261303909122944,doctors and president
138,-0.024773284792900085,dogs and grandchildren
139,-0.01567639224231243,door and sill
140,0.005658404435962439,drawing and models
141,-0.02300957776606083,dregs and wine
142,-0.01904759742319584,dryness and dust
143,-0.008660361170768738,emeralds and peanuts
144,0.0018786070868372917,employees and proprietors
145,-0.02523462101817131,envelope and pencil
146,-0.014192808419466019,envy and hurt
147,-0.00543760322034359,equality and relativism
148,-0.0196137186139822,equipment and musket
149,0.00981976930052042,exasperation and love
150,0.009533695876598358,farms and hayfields
151,0.003226490691304207,farms and mountains
152,-0.010908199474215508,fear and ritual
153,-0.00395326130092144,felons and fixers
154,0.01683253049850464,fishermen and scientists
155,-0.01897086389362812,flirtation and romance
156,-0.01540476456284523,force and voice
157,0.008591271936893463,foresight and patriotism
158,-0.04057617858052254,form and mess
159,0.020990250632166862,freedom and israel
160,-0.028009483590722084,friends and tenants
161,-0.021698031574487686,furs and merchandise
162,-0.004886843264102936,gadgets and prowess
163,-0.04461819678544998,garden and livestock
164,-0.031004896387457848,garden and pavilion
165,0.015936780720949173,gardens and riverbanks
166,-0.007848436012864113,gardens and housing
167,-0.01579335890710354,gasps and rushes
168,-0.025204230099916458,gentility and principle
169,-0.014503811486065388,gift and heritage
170,0.0015905890613794327,glance and signal
171,0.010810913518071175,goodnight and lullaby
172,-0.021786946803331375,gossip and truth
173,-0.014385811984539032,graces and manners
174,0.04696303606033325,grandfather and great-grandfather
175,-0.0029848236590623856,greed and pettiness
176,-0.008994861505925655,gunfire and shouting
177,0.003810212714597583,handle and hinge
178,-0.03732225298881531,hat and tunic
179,0.02075848914682865,head-tossing and prancing
180,0.0062360698357224464,hearsay and legend
181,-0.0257028266787529,heat and outcry
182,0.017933588474988937,hillbilly and jazz
183,0.005512465722858906,holland and japan
184,0.02351916767656803,honeysuckle and rosebush
185,-0.011086094193160534,hope and smiles
186,0.01488662138581276,huggings and kissings
187,-0.021653151139616966,humor and proportion
188,-0.009647833183407784,immersion and involvement
189,0.0018734261393547058,incredulity and shock
190,-0.01324370689690113,inertia and petulance
191,-0.032798830419778824,ingratitude and injury
192,0.011874297633767128,instinct and judgement
193,-0.03268757089972496,intelligence and mentality
194,0.00114411860704422,intensities and rhythms
195,-0.008198151364922523,interconnectedness and quality
196,-0.016813281923532486,ivory and sandalwood
197,0.0005017388612031937,jazz and marijuana
198,-0.020812442526221275,jubilation and regret
199,-0.01693600043654442,juice and spirit
200,0.0023375777527689934,ketches and yachts
201,-0.007263310253620148,kind and scale
202,-0.03569398820400238,lights and motor
203,-0.02735554426908493,linguist and therapist
204,-0.020397277548909187,linguistics and psychiatry
205,0.02133648470044136,linguists and psychotherapists
206,-0.02633284218609333,lint and thread
207,-0.011815991252660751,liquor and luxury
208,-0.007697058841586113,madman and tyrant
209,0.0024749599397182465,maintenance and travel
210,-0.0016049579717218876,maps and registers
211,0.015025856904685497,marquees and signs
212,-0.05367854982614517,meaningfulness and relevance
213,-0.008251102641224861,mechanics and technique
214,-0.0065427180379629135,medicines and yeast
215,0.01325400173664093,miners and teamsters
216,-0.0012061512097716331,misunderstanding and persecution
217,0.01132211647927761,modernizing and redecorating
218,0.004029800184071064,nagging and stress
219,0.0005167676135897636,names and specialties
220,0.0067830439656972885,nationalism and sentiment
221,-0.008468370884656906,neighborliness and politeness
222,-0.03766193240880966,nightingales and roses
223,0.0010879859328269958,non-poetry and poetry
224,0.003761798143386841,onrush and retreat
225,0.007654840126633644,optimism and practicality
226,-0.027438631281256676,pains and shocks
227,-0.015536641702055931,painting and sculptures
228,-0.00673303846269846,passage and rhythm
229,-0.0273146815598011,patients and psychiatrists
230,-0.00893913023173809,patronage and subscription
231,-0.03825004771351814,peace and rehabilitation
232,-0.02268970012664795,pen and telephone
233,-0.012050308287143707,people and soils
234,-0.0007703006267547607,pills and tonics
235,-0.01984306052327156,poise and posture
236,-0.0272538959980011,powers and traditions
237,-0.005097344517707825,preparations and services
238,0.005468597635626793,promoters and salesmen
239,-0.015743153169751167,reason and sight
240,-0.006844372488558292,reference and withdrawal
241,-0.021063199266791344,retribution and violence
242,-0.020546330139040947,romance and snobbery
243,-0.026223942637443542,salt and whiskey
244,-0.01845109649002552,scars and welts
245,0.013951610773801804,Scots and Swiss
246,0.0009113084524869919,screens and shades
247,0.008015262894332409,seals and wires
248,0.024184416979551315,self-aggrandisement and self-confidence
249,0.006976168602705002,self-indulgence and softness
250,-0.008784245699644089,sky and wasteland
251,-0.008945687673985958,song and tears
252,-0.005949112586677074,sparkle and spring
253,-9.883753955364227e-05,sprains and swellings
254,-0.0014513172209262848,stalls and urinals
255,-0.020260917022824287,starvation and tuberculosis
256,-0.0215443205088377,starvation and suicide
257,-0.007852809503674507,sushi and tea
258,-0.02132849022746086,suspense and worry
259,0.007624859921634197,temperature and wind-velocity
260,0.007591795641928911,tension and terror
261,-0.0216456800699234,unhappiness and women
262,-0.00550239160656929,usefulness and viability
263,-0.023040756583213806,vitality and will
264,-0.03811897709965706,aunts and uncles
265,-0.004323745146393776,back and shoulders
266,-0.01635778322815895,bacon and eggs
267,-0.0007105830009095371,bar and grill
268,0.013587595894932747,barley and oats
269,0.010331632569432259,barrels and boxes
270,-0.02243528887629509,beauty and dignity
271,0.0020597875118255615,beauty and truth
272,-0.008623464964330196,beauty and youth
273,-0.029133042320609093,being and existence
274,0.020188022404909134,belly and chest
275,-0.0558963343501091,black and white
276,-0.018549537286162376,blood and flesh
277,-0.01137067936360836,blood and guts
278,-0.014338672161102295,boats and ships
279,-0.0025322530418634415,bodies and faces
280,-0.0011866239365190268,body and face
281,-0.030775196850299835,body and head
282,0.0017071969341486692,body and mind
283,0.001767611363902688,bone and flesh
284,0.0025318539701402187,bone and muscle
285,0.0009436272084712982,bones and skulls
286,-0.02056366391479969,boots and shoes
287,-0.016000954434275627,boys and girls
