,cosine_diffs,binom
0,0.6122497916221619,abandon and fervor
1,0.569172203540802,ability and age
2,0.5857963562011719,ability and desire
3,0.5991430878639221,ability and strength
4,0.5946395397186279,accessories and aircraft
5,0.680514395236969,acids and tannin
6,0.6625571250915527,acknowledgment and authentication
7,0.5630398392677307,action and interests
8,0.5640421509742737,action and character
9,0.57015061378479,actions and feelings
10,0.569390058517456,adaptations and cycles
11,0.5906026363372803,addresses and names
12,0.6023327708244324,adherent and advocate
13,0.6063595414161682,adventure and romance
14,0.5481485724449158,age and day
15,0.6153767704963684,agencies and individuals
16,0.6135272979736328,aggression and hostility
17,0.6166905164718628,agreements and contracts
18,0.536389946937561,aims and backgrounds
19,0.6451746225357056,aircraft and ships
20,0.6613602638244629,allegory and expressiveness
21,0.6065112352371216,amateurs and collectors
22,0.5853723287582397,amber and froth
23,0.7002779245376587,ambiguities and fears
24,0.6804242134094238,ambiguities and urgencies
25,0.6077023148536682,ambition and poverty
26,0.5972167253494263,ambush and death
27,0.5829223394393921,ammunition and guns
28,0.5580533742904663,amusement and pride
29,0.5800889134407043,anger and anxiety
30,0.5452635288238525,anger and fear
31,0.5609318017959595,anger and hatred
32,0.5708767771720886,anger and indignation
33,0.6427139639854431,angst and science
34,0.5881524682044983,anguish and pain
35,0.6165247559547424,animosity and resistance
36,0.6116913557052612,anthropologist and engineer
37,0.6230781078338623,anthropology and psychology
38,0.6218371391296387,anxiety and hazards
39,0.6314063668251038,appliances and cosmetics
40,0.6420444846153259,apprehension and fear
41,0.6629219651222229,apprenticeship and learning
42,0.7267532348632812,aqueducts and tombs
43,0.5684961080551147,arms and hands
44,0.5122331380844116,arms and legs
45,0.6048720479011536,arrows and crosses
46,0.6887561082839966,articulation and establishment
47,0.5574484467506409,arts and crafts
48,0.5931952595710754,arts and sciences
49,0.6080570220947266,aspirations and dignity
50,0.6551803946495056,assistant and confidante
51,0.6018689274787903,attitude and culture
52,0.6483117938041687,attraction and conflict
53,0.6722375154495239,attractions and repulsions
54,0.5545681118965149,aunt and uncle
55,0.6282497644424438,austerity and denial
56,0.6103657484054565,authority and decency
57,0.5837842226028442,background and dancers
58,0.6007559299468994,bale and box
59,0.6025384664535522,bankers and friends
60,0.6457955837249756,bankruptcy and death
61,0.6578608751296997,barnyard and coop
62,0.6111734509468079,barriers and stakes
63,0.6994345188140869,beech and horse-chestnut
64,0.6541960835456848,beginnings and greetings
65,0.6421774625778198,bellboy and chambermaid
66,0.6226492524147034,benefactor and sponsor
67,0.5754088759422302,berries and gardens
68,0.6214784979820251,bicep and forearm
69,0.6088646650314331,bitterness and youth
70,0.6631895303726196,bleats and rasps
71,0.6632167100906372,bleedings and pills
72,0.7243683934211731,boards and two-by-fours
73,0.6079270243644714,boy and mount
74,0.6357176899909973,cables and communiques
75,0.557197093963623,cakes and comfort
76,0.6171064376831055,calmness and detachment
77,0.6002802848815918,capture and isolation
78,0.649889349937439,career and wanderings
79,0.6681814193725586,carpet and tile
80,0.7481128573417664,catholics and non-catholics
81,0.7196040749549866,ceremonies and exhortations
82,0.5899708271026611,chair and floor
83,0.6306704878807068,charters and contracts
84,0.6119498014450073,cherries and pineapple
85,0.6234769225120544,childhood and hobo
86,0.7004122138023376,choir and glee-club
87,0.6362196803092957,chorus and verses
88,0.6779603958129883,clarification and reexamination
89,0.5819976329803467,clarity and flavor
90,0.6082634329795837,clash and meeting
91,0.6219136714935303,classicist and mathematician
92,0.6722038984298706,classifications and probings
93,0.713810920715332,clergymen and parishioners
94,0.612230658531189,clerk and cook
95,0.663199245929718,clerks and postmasters
96,0.5430455207824707,clothes and haircut
97,0.5977455377578735,clothing and decorations
98,0.6332303881645203,cologne and munich
99,0.5381759405136108,community and customers
100,0.6271423101425171,competence and willingness
101,0.6244543194770813,composure and tranquility
102,0.6110674142837524,concern and inquiry
103,0.6282076835632324,contemplation and delight
104,0.6209194660186768,contortion and scream
105,0.570990264415741,control and needs
106,0.6195451021194458,costume and decor
107,0.6370185613632202,courage and virility
108,0.6165735721588135,courthouse and square
109,0.5718982815742493,cover and pillows
110,0.6355013847351074,coverings and veils
111,0.5663744211196899,covers and towels
112,0.6643667817115784,cowboy and rancher
113,0.6222071647644043,criminality and madness
114,0.6527256965637207,crisis and destruction
115,0.6102835536003113,cry and rustle
116,0.6178892850875854,curiosity and foreboding
117,0.5967435240745544,currents and rhythms
118,0.6403272747993469,dancers and guests
119,0.5652480125427246,danger and nuisance
120,0.5694332718849182,defeat and misfortune
121,0.6370581984519958,delirium and illness
122,0.6391286253929138,denial and ignorance
123,0.6339252591133118,denials and sacrifices
124,0.6557073593139648,derelicts and outcasts
125,0.5601456761360168,design and outline
126,0.6155648827552795,desire and response
127,0.5890910029411316,desire and wishing
128,0.6593633890151978,dialects and localisms
129,0.650733470916748,diamonds and mink
130,0.6537600159645081,diffidence and gentleness
131,0.5225062370300293,direction and moment
132,0.6308770179748535,directness and truth
133,0.6842526793479919,disarray and impasse
134,0.6622334718704224,disasters and sufferings
135,0.6161654591560364,disrespect and misunderstanding
136,0.6042799949645996,distinction and tone
137,0.6058138012886047,doctors and president
138,0.535561203956604,dogs and grandchildren
139,0.5224065184593201,door and sill
140,0.6313911080360413,drawing and models
141,0.6848599910736084,dregs and wine
142,0.6367619037628174,dryness and dust
143,0.6685550212860107,emeralds and peanuts
144,0.646331787109375,employees and proprietors
145,0.6197161078453064,envelope and pencil
146,0.620293915271759,envy and hurt
147,0.6063113212585449,equality and relativism
148,0.6242507696151733,equipment and musket
149,0.6153472661972046,exasperation and love
150,0.6388534307479858,farms and hayfields
151,0.6324313879013062,farms and mountains
152,0.615864634513855,fear and ritual
153,0.6873629689216614,felons and fixers
154,0.6675271391868591,fishermen and scientists
155,0.6570606827735901,flirtation and romance
156,0.5729437470436096,force and voice
157,0.6223055720329285,foresight and patriotism
158,0.6049882173538208,form and mess
159,0.6401328444480896,freedom and israel
160,0.5366954207420349,friends and tenants
161,0.6471384167671204,furs and merchandise
162,0.6538245677947998,gadgets and prowess
163,0.5982705354690552,garden and livestock
164,0.6607872843742371,garden and pavilion
165,0.6569116711616516,gardens and riverbanks
